,0
ABCC6P2,-0.07435584
ABCC6,0.008295473
ABCC8,-0.07952326
ABCC9,0.051825613
ABCD1,0.06954184
ABCD2,-0.097527735
ABCD3,0.13938545
ABCD4,0.06201924
ABCE1,0.10063537
ABCF1,0.08637259
ABCF2,0.071639396
ABCF3,0.11049353
ABCG1,0.09759013
ABCG2,0.059261974
ABCG4,-0.11560418
ABCG5,-0.07620203
ABCG8,-0.102568224
ABHD10,0.061817154
ABHD11,0.060312066
ABHD12B,-0.15032731
ABHD12,0.07536931
ABHD13,0.11573262
ABHD14A,0.03467232
ABHD14B,0.14687102
ABHD15,0.051595733
ABHD1,-0.119153135
ABHD2,0.14131032
ABHD3,0.09383765
ABHD4,0.061115295
ABHD5,0.11119197
ABHD6,0.0897841
ABHD8,0.06733136
ABI1,0.14830194
ABI2,0.057249
ABI3BP,0.08568858
ABI3,0.0063009853
ABL1,0.094616584
ABL2,0.05665381
ABLIM1,0.15082586
ABLIM2,0.00955435
ABLIM3,0.07414664
ABO,-0.011538216
ABP1,0.060890425
ABRA,-0.1829288
ABR,0.10364318
ABT1,0.06818937
ABTB1,0.05354652
ABTB2,0.046661254
ACAA1,0.0881896
ACAA2,0.10531529
ACACA,0.069624335
ACACB,0.10570428
ACAD10,0.12066269
ACAD11,0.07475098
ACAD8,0.09051992
ACAD9,0.08746223
ACADL,0.03284917
ACADM,0.13132127
ACADSB,0.14218299
ACADS,0.066148214
ACADVL,0.12194669
ACAN,-0.1117326
ACAP1,-0.01835234
ACAP2,0.13177946
ACAP3,0.0653222
ACAT1,0.15607925
ACAT2,0.09347294
ACBD3,0.13814561
ACBD4,0.05279395
ACBD5,0.13870043
ACBD6,0.10976024
ACBD7,-0.072933875
ACCN1,-0.14631593
ACCN2,-0.044250786
ACCN3,-0.14471628
ACCN4,-0.18768251
ACCN5,-0.16052774
ACCSL,-0.15843832
ACCS,0.07265286
ACD,0.07112687
ACE2,-0.044739276
ACER1,-0.16595231
ACER2,-0.046530895
ACER3,0.04272098
ACE,0.054160014
ACHE,-0.07195531
ACIN1,0.14351769
ACLY,0.12677868
ACMSD,-0.10935339
ACN9,0.0730346
ACO1,0.07814445
ACO2,0.15204957
ACOT11,-0.02308751
ACOT12,-0.10134092
ACOT13,0.10121813
ACOT1,0.11912442
ACOT2,0.07160743
ACOT4,-0.02733095
ACOT6,-0.1662941
ACOT7,0.097797245
ACOT8,0.041912913
ACOT9,0.06627472
ACOX1,0.15070987
ACOX2,0.088611074
ACOX3,0.086104885
ACOXL,-0.13015951
ACP1,0.07550581
ACP2,0.1225214
ACP5,0.102340385
ACP6,0.056275517
ACPL2,0.06335904
ACPP,-0.00833796
ACPT,-0.14155048
ACRBP,-0.042279717
ACRC,-0.06440797
ACRV1,-0.13996756
ACR,-0.08989491
ACSBG1,-0.121183544
ACSBG2,-0.17928863
ACSF2,0.0788806
ACSF3,0.10410783
ACSL1,0.20419726
ACSL3,0.10246444
ACSL4,0.13024063
ACSL5,0.11947598
ACSL6,-0.11117933
ACSM1,-0.10018567
ACSM2A,-0.075389646
ACSM2B,-0.08774127
ACSM3,0.014500055
ACSM4,-0.1754374
ACSM5,-0.03786085
ACSS1,0.11465231
ACSS2,0.10983389
ACSS3,0.051515575
ACTA1,-0.12546758
ACTA2,0.17147455
ACTBL2,-0.16729578
ACTB,0.21869895
ACTC1,-0.06026297
ACTG1,0.20234695
ACTG2,0.11148365
ACTL6A,0.08106929
ACTL6B,-0.19745246
ACTL7A,-0.22080141
ACTL7B,-0.15900172
ACTL8,-0.20689839
ACTL9,-0.17225157
ACTN1,0.09132439
ACTN2,-0.12860584
ACTN3,-0.18450145
ACTN4,0.13898909
ACTR10,0.11683598
ACTR1A,0.16056563
ACTR1B,0.09000603
ACTR2,0.13694026
ACTR3B,0.022491438
ACTR3C,-0.029888231
ACTR3,0.15022056
ACTR5,0.023287013
ACTR6,0.049270216
ACTR8,0.079714715
ACTRT1,-0.14351015
ACTRT2,-0.18266854
ACVR1B,0.13694151
ACVR1C,0.007890697
ACVR1,0.105824485
ACVR2A,0.067245
ACVR2B,0.043680284
ACVRL1,0.071578726
ACY1,0.14298937
ACY3,-0.07170109
ACYP1,-0.07476416
ACYP2,0.04596594
ADAD1,-0.15831845
ADAD2,-0.17272519
ADAL,0.053297155
ADAM10,0.14333965
ADAM11,-0.08437627
ADAM12,-0.038023446
ADAM15,0.16367692
ADAM17,0.09240331
ADAM18,-0.20229459
ADAM19,0.029403796
ADAM20,-0.17208141
ADAM21P1,-0.20205516
ADAM21,-0.1728616
ADAM22,-0.039570585
ADAM23,-0.07193051
ADAM28,-0.018111153
ADAM29,-0.21247722
ADAM2,-0.20504126
ADAM30,-0.15673918
ADAM32,-0.09548396
ADAM33,-0.03481197
ADAM3A,-0.21388368
ADAM5P,-0.14406031
ADAM6,0.140166
ADAM7,-0.13999534
ADAM8,-0.03242566
ADAM9,0.12259539
ADAMDEC1,-0.077726975
ADAMTS10,-0.048399735
ADAMTS12,-0.055223968
ADAMTS13,0.009669178
ADAMTS14,-0.066696204
ADAMTS15,-0.037751023
ADAMTS16,-0.04798304
ADAMTS17,-0.083759375
ADAMTS18,-0.15180397
ADAMTS19,-0.17692673
ADAMTS1,0.11709539
ADAMTS20,-0.21396835
ADAMTS2,0.0056314263
ADAMTS3,-0.037122946
ADAMTS4,0.058352556
ADAMTS5,0.064779885
ADAMTS6,-0.083491534
ADAMTS7,-0.06641657
ADAMTS8,-0.021961221
ADAMTS9,0.053888354
ADAMTSL1,0.010388057
ADAMTSL2,0.024274198
ADAMTSL3,0.05126523
ADAMTSL4,0.06413454
ADAMTSL5,-0.08676112
ADAP1,0.058581058
ADAP2,0.019465605
ADARB1,0.09363737
ADARB2,-0.087752596
ADAR,0.19001612
ADAT1,0.005697888
ADAT2,-0.009404097
ADAT3,-0.070406
ADA,-0.023397971
ADCK1,0.026264518
ADCK2,0.118345834
ADCK4,0.062903516
ADCK5,-0.013087639
ADCY10,-0.12184277
ADCY1,-0.0053135827
ADCY2,-0.0933344
ADCY3,0.10286747
ADCY4,0.06577216
ADCY5,0.027485408
ADCY6,0.119253
ADCY7,0.08769577
ADCY8,-0.1170762
ADCY9,0.108710594
ADCYAP1R1,-0.10152671
ADCYAP1,-0.06286978
ADC,-0.053802893
ADD1,0.14588492
ADD2,-0.060007818
ADD3,0.12609947
ADH1A,0.0037071307
ADH1B,0.091880865
ADH1C,0.046824038
ADH4,-0.07922828
ADH5,0.16011088
ADH6,-0.006577051
ADH7,-0.087519065
ADHFE1,0.03976776
ADI1,0.11560434
ADIG,-0.11421219
ADIPOQ,-0.018795792
ADIPOR1,0.17115675
ADIPOR2,0.13400102
ADK,0.11621412
ADM2,0.009435478
ADM,0.03717567
ADNP2,0.13188486
ADNP,0.15485252
ADORA1,0.00231997
ADORA2A,0.01932711
ADORA2B,-0.056514304
ADORA3,-0.011736421
ADO,0.08297936
ADPGK,0.075532965
ADPRHL1,-0.032867145
ADPRHL2,0.065598294
ADPRH,0.07667592
ADRA1A,-0.056775413
ADRA1B,-0.096753
ADRA1D,-0.052923758
ADRA2A,0.025845136
ADRA2B,-0.078344904
ADRA2C,-0.007522061
ADRB1,-0.03323721
ADRB2,0.009015596
ADRB3,-0.15434606
ADRBK1,0.083657496
ADRBK2,0.106719226
ADRM1,0.14857414
ADSL,0.11746024
ADSSL1,0.032800894
ADSS,0.10748235
AEBP1,0.12280545
AEBP2,0.05823643
AEN,0.104490615
AES,0.1339867
AFAP1L1,0.035852954
AFAP1L2,0.088274814
AFAP1,0.09532832
AFARP1,-0.17752573
AFF1,0.092696525
AFF2,-0.08781299
AFF3,0.011429455
AFF4,0.17195061
AFG3L1,-0.0041084383
AFG3L2,0.13544525
AFMID,0.081163496
AFM,-0.11713552
AFP,-0.11204787
AFTPH,0.13051586
AG2,0.04067166
AGAP11,-0.04334239
AGAP1,0.08592363
AGAP2,-0.055169288
AGAP3,0.15026215
AGAP4,-0.02181679
AGAP5,-0.05906882
AGAP6,-0.055279944
AGAP7,-0.14118059
AGAP8,-0.111597255
AGA,0.06321017
AGBL1,-0.197836
AGBL2,-0.07452061
AGBL3,-0.13201503
AGBL4,-0.10174533
AGBL5,0.10578025
AGER,0.0007712135
AGFG1,0.09369035
AGFG2,0.08884025
AGGF1,0.096945934
AGK,0.112164274
AGL,0.14022836
AGMAT,-0.0015807997
AGPAT1,0.1335022
AGPAT2,0.11647778
AGPAT3,0.11465634
AGPAT4,0.06975936
AGPAT5,0.13247415
AGPAT6,0.10134812
AGPAT9,0.08573256
AGPHD1,-0.04523198
AGPS,0.10916668
AGR2,0.030775547
AGR3,-0.033656634
AGRN,0.12712039
AGRP,-0.12657668
AGTPBP1,0.0726472
AGTR1,-0.013800395
AGTR2,-0.09516494
AGTRAP,0.11433598
AGT,0.013912494
AGXT2L1,-0.13062854
AGXT2L2,0.04215611
AGXT2,-0.095151685
AGXT,-0.037952237
AHCTF1,0.07096762
AHCYL1,0.18324861
AHCYL2,0.06933808
AHCY,0.12101595
AHDC1,0.12212037
AHI1,0.05668925
AHNAK2,0.08647694
AHNAK,0.2292105
AHRR,-0.071700215
AHR,0.111604095
AHSA1,0.07857931
AHSA2,0.06964295
AHSG,-0.121471725
AHSP,-0.12137044
AICDA,-0.12293843
AIDA,0.09799845
AIF1L,0.14234504
AIF1,0.060070146
AIFM1,0.09442435
AIFM2,0.10353955
AIFM3,-0.037004985
AIG1,0.10837961
AIM1L,-0.09686688
AIM1,0.09296012
AIM2,-0.079172604
AIMP1,0.118303366
AIMP2,0.073213056
AIPL1,-0.16061537
AIP,0.06465645
AIRE,-0.1339529
AJAP1,-0.0982018
AK1,0.08265058
AK2,0.09300135
AK3L1,0.047575373
AK3,0.15200476
AK5,-0.05195316
AK7,-0.05235095
AKAP10,0.06165598
AKAP11,0.12176959
AKAP12,0.11362447
AKAP13,0.16893636
AKAP14,-0.13226728
AKAP1,0.12834084
AKAP2,0.13530491
AKAP3,-0.067184515
AKAP4,-0.12627558
AKAP5,-0.043348517
AKAP6,0.07080395
AKAP7,0.043522503
AKAP8L,0.13089463
AKAP8,0.079084836
AKAP9,0.0924013
AKD1,0.0032303913
AKIRIN1,0.120891556
AKIRIN2,0.12143781
AKNAD1,-0.14695217
AKNA,0.10021302
AKR1A1,0.09312359
AKR1B10,-0.04160165
AKR1B15,-0.10890704
AKR1B1,0.06748538
AKR1C1,0.11684387
AKR1C2,0.05555217
AKR1C3,0.10492976
AKR1C4,-0.11000998
AKR1CL1,-0.20686185
AKR1D1,-0.10823123
AKR1E2,-0.09865178
AKR7A2,0.08903993
AKR7A3,0.00869508
AKR7L,-0.08326154
AKT1S1,0.093183435
AKT1,0.13788381
AKT2,0.16915153
AKT3,0.08217525
AKTIP,0.1185287
ALAD,0.16518113
ALAS1,0.09093108
ALAS2,-0.1469122
ALB,-0.027430639
ALCAM,0.10223446
ALDH16A1,0.09916678
ALDH18A1,0.07866925
ALDH1A1,0.12082306
ALDH1A2,0.010576842
ALDH1A3,0.035877105
ALDH1B1,0.05758661
ALDH1L1,0.067978695
ALDH1L2,0.006113795
ALDH2,0.20587498
ALDH3A1,-0.045247775
ALDH3A2,0.15313236
ALDH3B1,0.09316626
ALDH3B2,-0.06514164
ALDH4A1,0.15064497
ALDH5A1,0.1398644
ALDH6A1,0.10648629
ALDH7A1,0.10445115
ALDH8A1,-0.07051023
ALDH9A1,0.16742025
ALDOA,0.14914054
ALDOB,-0.006336787
ALDOC,0.079090916
ALG10B,0.0141954925
ALG10,-0.049191806
ALG11,-0.12387225
ALG12,0.07454643
ALG13,0.12470827
ALG14,0.076440334
ALG1L2,-0.22307073
ALG1L,-0.113720745
ALG1,0.040973965
ALG2,0.09860862
ALG3,0.08916224
ALG5,0.07093921
ALG6,0.061727814
ALG8,0.08571242
ALG9,0.056711625
ALKBH1,0.054117437
ALKBH2,0.07328228
ALKBH3,0.08460399
ALKBH4,0.020728698
ALKBH5,0.15820052
ALKBH6,0.012718863
ALKBH7,0.124757975
ALKBH8,0.0567553
ALK,-0.16019617
ALLC,-0.15733671
ALMS1P,-0.14850587
ALMS1,0.10810092
ALOX12B,-0.10777724
ALOX12P2,-0.054181676
ALOX12,-0.111961484
ALOX15B,-0.06861396
ALOX15,-0.06077369
ALOX5AP,0.05364937
ALOX5,0.051747113
ALOXE3,-0.09959254
ALPI,-0.09277357
ALPK1,0.102313146
ALPK2,-0.07583747
ALPK3,0.08387708
ALPL,0.059333116
ALPPL2,-0.112105854
ALPP,-0.13001718
ALS2CL,0.093749255
ALS2CR11,-0.100190125
ALS2CR12,-0.13134038
ALS2CR4,0.06432114
ALS2CR8,0.04741425
ALS2,0.06793582
ALX1,-0.11915272
ALX3,-0.08537028
ALX4,-0.15601572
AMAC1L2,-0.1328854
AMAC1L3,-0.21407522
AMAC1,-0.16484863
AMACR,0.07859228
AMBN,-0.21482025
AMBP,-0.083165735
AMBRA1,0.051623687
AMD1,0.15620463
AMDHD1,-0.043211535
AMDHD2,0.07564874
AMELX,-0.18557677
AMELY,-0.18521969
AMFR,0.16192925
AMHR2,-0.13668184
AMH,-0.12129881
AMICA1,0.062092695
AMIGO1,-0.005562523
AMIGO2,0.03563883
AMIGO3,-0.070461154
AMMECR1L,0.08483323
AMMECR1,0.042483155
AMN1,0.045436308
AMN,0.011483467
AMOTL1,0.11360878
AMOTL2,0.11922888
AMOT,0.113120236
AMPD1,-0.061117508
AMPD2,0.05233031
AMPD3,0.031760693
AMPH,-0.062909685
AMTN,-0.14700375
AMT,0.078346826
AMY1A,-0.101096086
AMY2A,-0.12653537
AMY2B,-0.017844435
AMZ1,-0.07714158
AMZ2P1,-0.0002424455
AMZ2,0.104305744
ANAPC10,-0.0006462503
ANAPC11,0.10543464
ANAPC13,0.07727305
ANAPC16,0.13419622
ANAPC1,0.048378304
ANAPC2,0.120805204
ANAPC4,0.10012671
ANAPC5,0.15807192
ANAPC7,0.09527892
ANGEL1,0.07345856
ANGEL2,0.12635872
ANGPT1,0.025414234
ANGPT2,-0.016222479
ANGPT4,-0.15705705
ANGPTL1,0.013498706
ANGPTL2,0.12478202
ANGPTL3,-0.106792375
ANGPTL4,0.061189935
ANGPTL5,-0.13830231
ANGPTL6,-0.11116373
ANGPTL7,-0.11208724
ANG,0.1027367
ANK1,-0.025445988
ANK2,0.0959562
ANK3,0.13935083
ANKAR,-0.042651657
ANKDD1A,0.0009117936
ANKFN1,-0.19165637
ANKFY1,0.14477117
ANKHD1-EIF4EBP3,0.10582236
ANKHD1,0.118593805
ANKH,0.13051814
ANKIB1,0.13597189
ANKK1,-0.10170901
ANKLE1,-0.1593044
ANKLE2,0.059169028
ANKMY1,0.043620866
ANKMY2,0.05993504
ANKRA2,0.0809434
ANKRD10,0.14129129
ANKRD11,0.13625662
ANKRD12,0.110975735
ANKRD13A,0.12287198
ANKRD13B,-0.016285785
ANKRD13C,0.12665859
ANKRD13D,0.04863854
ANKRD16,0.03018544
ANKRD17,0.07696127
ANKRD19,-0.09222262
ANKRD1,-0.10815378
ANKRD20A3,-0.05603706
ANKRD20A4,-0.11087354
ANKRD20B,-0.116538286
ANKRD22,-0.025683254
ANKRD23,-0.0794864
ANKRD24,-0.07676714
ANKRD26P1,-0.16440053
ANKRD26,-0.007446076
ANKRD27,0.110898346
ANKRD28,0.07694464
ANKRD29,-0.010168012
ANKRD2,-0.13996671
ANKRD30A,-0.14231296
ANKRD30B,-0.16519159
ANKRD31,-0.19530421
ANKRD32,-0.03142002
ANKRD33,-0.14744079
ANKRD34A,-0.04071645
ANKRD34B,-0.10939939
ANKRD34C,-0.14614934
ANKRD35,-0.029207949
ANKRD36BP1,-0.003973211
ANKRD36B,-0.09893777
ANKRD36,0.012001181
ANKRD37,0.04016939
ANKRD39,-0.0005383159
ANKRD40,0.09814467
ANKRD42,0.07762313
ANKRD43,-0.0239751
ANKRD44,-0.03324282
ANKRD45,-0.13303307
ANKRD46,0.06703763
ANKRD49,0.067230806
ANKRD50,0.10470104
ANKRD52,0.07515513
ANKRD53,-0.078768805
ANKRD54,0.09159425
ANKRD55,-0.121845655
ANKRD56,-0.01949775
ANKRD57,0.15976109
ANKRD58,-0.09146117
ANKRD5,0.011812159
ANKRD6,0.03751549
ANKRD7,-0.16642469
ANKRD9,4.7487752e-05
ANKS1A,0.13526942
ANKS1B,-0.056493264
ANKS3,0.028453507
ANKS4B,-0.02077381
ANKS6,0.09713338
ANKZF1,0.09281082
ANLN,-0.049011957
ANO10,0.103537925
ANO1,0.04677402
ANO2,-0.0938276
ANO3,-0.1164764
ANO4,-0.15430766
ANO5,0.038000677
ANO6,0.14644325
ANO7,-0.03914613
ANO8,0.054203644
ANO9,-0.022348119
ANP32A,0.1546719
ANP32B,0.08375691
ANP32C,-0.13159513
ANP32D,-0.21308544
ANP32E,0.11610648
ANPEP,0.10793069
ANTXR1,0.16095589
ANTXR2,0.07077918
ANTXRL,-0.19560702
ANUBL1,0.04039086
ANXA10,-0.1628713
ANXA11,0.16426426
ANXA13,-0.09239085
ANXA1,0.114879556
ANXA2P1,-0.058415167
ANXA2P2,0.14061072
ANXA2P3,-0.09844683
ANXA2,0.16986619
ANXA3,0.058850434
ANXA4,0.123626165
ANXA5,0.15262072
ANXA6,0.10971175
ANXA7,0.15648267
ANXA8L1,-0.14416206
ANXA8L2,-0.08294796
ANXA8,-0.045126528
ANXA9,0.04976667
AOAH,-0.023341041
AOC2,-0.1137883
AOC3,0.08185204
AOX1,0.111710906
AOX2P,-0.17541005
AP1AR,0.09971645
AP1B1,0.113019414
AP1G1,0.12295272
AP1G2,0.10939122
AP1M1,0.065312326
AP1M2,0.082962625
AP1S1,0.070011236
AP1S2,0.04186336
AP1S3,-0.0023396518
AP2A1,0.10840438
AP2A2,0.102520935
AP2B1,0.105548464
AP2M1,0.18015915
AP2S1,0.06673161
AP3B1,0.08607259
AP3B2,-0.040818397
AP3D1,0.15659763
AP3M1,0.06662492
AP3M2,0.091960825
AP3S1,0.13680796
AP3S2,0.103285305
AP4B1,0.106860854
AP4E1,0.06937335
AP4M1,0.060580794
AP4S1,-0.058306366
APAF1,0.07650651
APBA1,0.040733974
APBA2,-0.062413637
APBA3,0.059405386
APBB1IP,0.05035028
APBB1,0.0571951
APBB2,0.12657237
APBB3,0.059826434
APC2,-0.08937225
APCDD1L,-0.038868904
APCDD1,0.07075984
APCS,-0.08489296
APC,0.10983134
APEH,0.13287613
APEX1,0.11421864
APEX2,0.07996102
APH1A,0.109365866
APH1B,0.041429568
API5,0.13004775
APIP,0.113792464
APITD1,0.05330658
APLF,-0.05891962
APLNR,0.072120994
APLN,-0.024964985
APLP1,-0.041378714
APLP2,0.21610408
APOA1BP,0.11038737
APOA1,-0.040123496
APOA2,-0.056097675
APOA4,-0.089167714
APOA5,-0.12415504
APOB48R,0.033547834
APOBEC1,-0.17656493
APOBEC2,-0.086907744
APOBEC3A,-0.10659301
APOBEC3B,-0.060937677
APOBEC3C,0.07109217
APOBEC3D,-0.06093701
APOBEC3F,-0.0032462482
APOBEC3G,0.06364601
APOBEC3H,-0.10754255
APOBEC4,-0.17491066
APOB,-0.052033186
APOC1P1,-0.119194716
APOC1,0.038945366
APOC2,0.0028871761
APOC3,-0.1071681
APOC4,-0.13106926
APOD,0.07026138
APOE,0.10838227
APOF,-0.10987481
APOH,-0.026918396
APOL1,0.14743292
APOL2,0.12545934
APOL3,0.11717253
APOL4,0.05316889
APOL5,-0.15724283
APOL6,0.073631026
APOLD1,0.06285007
APOM,0.007981422
APOOL,0.010194333
APOO,0.07186698
APPBP2,0.05785113
APPL1,0.13263768
APPL2,0.10433488
APP,0.16848044
APRT,0.13689227
APTX,0.08962421
AQP10,-0.17846102
AQP11,-0.027425388
AQP12A,-0.17110181
AQP12B,-0.16793947
AQP1,0.20291464
AQP2,-0.02773876
AQP3,0.11921989
AQP4,0.00054484
AQP5,-0.08603895
AQP6,-0.07215681
AQP7P1,-0.09403519
AQP7P3,-0.12475947
AQP7,0.025024718
AQP8,-0.17377444
AQP9,-0.019310717
AQPEP,-0.10902687
AQR,0.06779689
ARAF,0.124395244
ARAP1,0.15776742
ARAP2,0.0700529
ARAP3,0.08382086
ARCN1,0.1424644
ARC,-0.006960385
AREG,0.00019674984
ARF1,0.13092832
ARF3,0.10362824
ARF4,0.10367125
ARF5,0.10734306
ARF6,0.175638
ARFGAP1,0.12894426
ARFGAP2,0.14422897
ARFGAP3,0.12781866
ARFGEF1,0.12338165
ARFGEF2,0.084902845
ARFIP1,0.13581158
ARFIP2,0.081457116
ARFRP1,0.08501664
ARG1,-0.11863762
ARG2,0.10872491
ARGFXP2,-0.1299101
ARGFX,-0.2038144
ARGLU1,0.13040918
ARHGAP10,0.05746647
ARHGAP11A,-0.0055693006
ARHGAP11B,-0.117657185
ARHGAP12,0.0684083
ARHGAP15,-0.038330752
ARHGAP17,0.07357397
ARHGAP18,0.050443493
ARHGAP19,0.08721161
ARHGAP1,0.114629716
ARHGAP20,-0.0063755196
ARHGAP21,0.14367037
ARHGAP22,-0.017921222
ARHGAP23,0.12104394
ARHGAP24,0.045925148
ARHGAP25,0.09173067
ARHGAP26,0.117139526
ARHGAP27,0.11179921
ARHGAP28,0.01073545
ARHGAP29,0.14482492
ARHGAP30,0.09771739
ARHGAP31,0.09712863
ARHGAP32,0.11962441
ARHGAP33,-0.039234035
ARHGAP36,-0.15718135
ARHGAP39,0.010114213
ARHGAP42,0.041840807
ARHGAP4,0.07688765
ARHGAP5,0.16439389
ARHGAP6,0.011750078
ARHGAP8,0.010447647
ARHGAP9,-0.01834504
ARHGDIA,0.1879652
ARHGDIB,0.1604721
ARHGDIG,-0.10117663
ARHGEF10L,0.0840366
ARHGEF10,0.037602898
ARHGEF11,0.12448563
ARHGEF12,0.14229828
ARHGEF15,0.041633002
ARHGEF16,0.022561422
ARHGEF17,0.095296636
ARHGEF18,0.0805661
ARHGEF19,0.02871307
ARHGEF1,0.14821346
ARHGEF2,0.1251506
ARHGEF33,-0.13297778
ARHGEF35,0.08271129
ARHGEF37,0.03841273
ARHGEF38,-0.1333412
ARHGEF3,0.10970081
ARHGEF4,0.027695041
ARHGEF5,0.058803715
ARHGEF6,0.10673911
ARHGEF7,0.08049871
ARHGEF9,0.11734341
ARID1A,0.12742499
ARID1B,0.096671164
ARID2,0.045151357
ARID3A,-0.002548928
ARID3B,-0.001633766
ARID3C,-0.15714325
ARID4A,0.12789646
ARID4B,0.06799118
ARID5A,0.053640146
ARID5B,0.09837497
ARIH1,0.11441445
ARIH2,0.123132594
ARL10,-0.045361597
ARL11,-0.0765179
ARL13A,-0.1725329
ARL13B,0.07428199
ARL14,-0.12080196
ARL15,0.06563921
ARL16,0.040610954
ARL17A,-0.053306423
ARL17B,-0.117742196
ARL1,0.14843297
ARL2BP,0.13116238
ARL2,0.114108965
ARL3,0.06708996
ARL4A,0.105996065
ARL4C,0.10071267
ARL4D,0.038347427
ARL5A,0.12420558
ARL5B,0.041504733
ARL5C,-0.20150201
ARL6IP1,0.16310011
ARL6IP4,0.12483289
ARL6IP5,0.1408335
ARL6IP6,0.05433393
ARL6,-0.06061044
ARL8A,0.10400864
ARL8B,0.1319345
ARL9,-0.14054918
ARMC10,0.04642353
ARMC1,0.102477774
ARMC2,-0.04910765
ARMC3,-0.11899686
ARMC4,-0.1289809
ARMC5,0.088662595
ARMC6,0.045358997
ARMC7,0.10713534
ARMC8,0.12398503
ARMC9,0.02497057
ARMCX1,0.036624376
ARMCX2,0.061196417
ARMCX3,0.07660883
ARMCX5,0.051390078
ARMCX6,0.006036979
ARMS2,-0.17022276
ARNT2,0.07317613
ARNTL2,-0.03999003
ARNTL,0.05294636
ARNT,0.0951645
ARPC1A,0.07543984
ARPC1B,0.13683008
ARPC2,0.1599398
ARPC3,0.15950227
ARPC4,0.118820384
ARPC5L,0.13968372
ARPC5,0.08742005
ARPM1,-0.04209216
ARPP19,0.18223616
ARPP21,-0.16688854
ARR3,-0.18018655
ARRB1,0.12549949
ARRB2,0.089004
ARRDC1,0.10864399
ARRDC2,0.09969753
ARRDC3,0.13635993
ARRDC4,0.1331825
ARRDC5,-0.13409887
ARSA,0.09598252
ARSB,0.049927603
ARSD,0.12645808
ARSE,0.01573883
ARSF,-0.10281421
ARSG,-0.02560669
ARSH,-0.1974871
ARSI,-0.029183313
ARSJ,-0.031807076
ARSK,0.031053387
ART1,-0.20106196
ART3,-0.15946774
ART4,-0.075612396
ART5,-0.10676642
ARTN,-0.13005823
ARV1,0.07337465
ARVCF,0.024912875
ARX,-0.09366837
AR,-0.053086236
AS3MT,0.046181656
ASAH1,0.13695733
ASAH2B,-0.1622893
ASAH2,-0.0900222
ASAM,-0.021089183
ASAP1IT1,-0.16371757
ASAP1,0.078803636
ASAP2,0.12271646
ASAP3,0.11744718
ASB10,-0.18504974
ASB11,-0.1680301
ASB12,-0.12591638
ASB13,0.067697786
ASB14,-0.061186425
ASB15,-0.17753384
ASB16,-0.06684688
ASB17,-0.16623828
ASB18,-0.19005543
ASB1,0.091080874
ASB2,-0.05813344
ASB3,0.03419175
ASB4,-0.19053724
ASB5,-0.09373339
ASB6,0.13771486
ASB7,0.08342338
ASB8,0.12061002
ASB9,-0.061826766
ASCC1,0.07098755
ASCC2,0.1286957
ASCC3,0.082548894
ASCL1,-0.10824727
ASCL2,-0.0682923
ASCL3,-0.13185574
