,0
AEBP1,0.19426897
AEBP2,0.15453815
AEN,0.2069708
AES,0.2761433
AFAP1L1,0.07661126
AFAP1L2,0.12823094
AFAP1,0.20850606
AFARP1,-0.21073028
AFF1,0.21795155
AFF2,-0.089291275
AFF3,0.024298154
AFF4,0.22035162
AFG3L1,0.11451227
AFG3L2,0.22949982
AFMID,0.17287754
AFM,-0.28674477
AFP,-0.2517703
AFTPH,0.2178704
AG2,0.11696749
AGAP11,-0.16476707
AGAP1,0.15265852
AGAP2,0.049815137
AGAP3,0.19619082
AGAP4,0.08933361
AGAP5,-0.13443242
AGAP6,0.020024298
AGAP7,-0.19790117
AGAP8,-0.0984894
AGA,0.15500826
AGBL1,-0.26676175
AGBL2,-0.16180749
AGBL3,-0.21852268
AGBL4,-0.22936283
AGBL5,0.16558489
AGER,-0.036175374
AGFG1,0.25823194
AGFG2,0.19827653
AGGF1,0.1832854
AGK,0.13832285
AGL,0.21820436
AGMAT,-0.023840563
AGPAT1,0.23005666
AGPAT2,0.22986121
AGPAT3,0.259583
AGPAT4,0.10605764
AGPAT5,0.18753256
AGPAT6,0.19176093
AGPAT9,-0.044423368
AGPHD1,-0.13466328
AGPS,0.23956186
AGR2,-0.026753793
AGR3,-0.1401397
AGRN,0.2203864
AGRP,-0.28252447
AGTPBP1,0.15167102
AGTR1,-0.15540038
AGTR2,-0.25425687
AGTRAP,0.16933852
AGT,0.08669512
AGXT2L1,-0.1625676
AGXT2L2,0.1894031
AGXT2,-0.1964912
AGXT,-0.19948673
AHCTF1,0.17852171
AHCYL1,0.24576311
AHCYL2,0.2157891
AHCY,0.2458266
AHDC1,0.1976181
AHI1,0.11484358
AHNAK2,0.1684922
AHNAK,0.30671936
AHRR,-0.082842365
AHR,0.20599836
AHSA1,0.26225227
AHSA2,0.1268256
AHSG,-0.24491641
AHSP,-0.32125595
AICDA,-0.24354792
AIDA,0.19452217
AIF1L,0.11861605
AIF1,0.11388301
AIFM1,0.23100662
AIFM2,0.11001697
AIFM3,-0.06401889
AIG1,0.16919285
AIM1L,-0.0864788
AIM1,0.1322556
AIM2,-0.098500594
AIMP1,0.21174383
AIMP2,0.19135147
AIPL1,-0.2856297
AIP,0.19725966
AIRE,-0.28688088
AJAP1,-0.17002816
AK1,0.17185684
AK2,0.23435025
AK3L1,0.091745116
AK3,0.25421047
AK5,-0.118366376
AK7,-0.1251521
AKAP10,0.14554869
AKAP11,0.24017315
AKAP12,0.17082015
AKAP13,0.29169673
AKAP14,-0.29700276
AKAP1,0.21965316
AKAP2,0.10151402
AKAP3,-0.115975454
AKAP4,-0.33810022
AKAP5,-0.042554583
AKAP6,0.015988387
AKAP7,0.05315102
AKAP8L,0.18718684
AKAP8,0.19954504
AKAP9,0.20552492
AKD1,-0.013510535
AKIRIN1,0.19951
AKIRIN2,0.18383244
AKNAD1,-0.24990463
AKNA,0.21265997
AKR1A1,0.24932662
AKR1B10,-0.10937228
AKR1B15,-0.22529313
AKR1B1,0.19228873
AKR1C1,0.06446803
AKR1C2,0.016078234
AKR1C3,0.15858407
AKR1C4,-0.22799394
AKR1CL1,-0.2718853
AKR1D1,-0.2528589
AKR1E2,-0.14002798
AKR7A2,0.16730946
AKR7A3,-0.029497864
AKR7L,-0.14205803
AKT1S1,0.22044878
AKT1,0.22245012
AKT2,0.26887816
AKT3,0.13778064
AKTIP,0.15830523
ALAD,0.25043362
ALAS1,0.2356318
ALAS2,-0.22598456
ALB,-0.19323634
ALCAM,0.17819636
ALDH16A1,0.16196907
ALDH18A1,0.24293488
ALDH1A1,0.16258457
ALDH1A2,-0.103205025
ALDH1A3,0.07474638
ALDH1B1,0.16206023
ALDH1L1,0.025345098
ALDH1L2,0.039561942
ALDH2,0.24176008
ALDH3A1,-0.07995578
ALDH3A2,0.23254453
ALDH3B1,0.099969275
ALDH3B2,-0.089327574
ALDH4A1,0.20386608
ALDH5A1,0.18265001
ALDH6A1,0.15166783
ALDH7A1,0.17026299
ALDH8A1,-0.15107422
ALDH9A1,0.22626251
ALDOA,0.3263975
ALDOB,-0.11804806
ALDOC,0.16089298
ALG10B,0.08450395
ALG10,-0.025687007
ALG11,-0.15930086
ALG12,0.13801098
ALG13,0.20007198
ALG14,0.071008064
ALG1L2,-0.328807
ALG1L,-0.09112264
ALG1,0.15200791
ALG2,0.2036253
ALG3,0.23027079
ALG5,0.16443875
ALG6,0.1399669
ALG8,0.14722148
ALG9,0.1939793
ALKBH1,0.1262684
ALKBH2,0.14972971
ALKBH3,0.13222393
ALKBH4,0.1472259
ALKBH5,0.21171944
ALKBH6,0.06071625
ALKBH7,0.17477036
ALKBH8,0.057231683
ALK,-0.16421826
ALLC,-0.2993618
ALMS1P,-0.2269683
ALMS1,0.15795831
ALOX12B,-0.19630046
ALOX12P2,-0.1362225
ALOX12,-0.14147368
ALOX15B,-0.06450999
ALOX15,-0.23665088
ALOX5AP,0.061397973
ALOX5,0.097776555
ALOXE3,-0.22561246
ALPI,-0.2223541
ALPK1,0.1237943
ALPK2,-0.13998944
ALPK3,0.08248113
ALPL,0.10686166
ALPPL2,-0.24811654
ALPP,-0.22057049
ALS2CL,0.0902354
ALS2CR11,-0.18555938
ALS2CR12,-0.27048358
ALS2CR4,0.15925846
ALS2CR8,0.014846465
ALS2,0.18670084
ALX1,-0.19828942
ALX3,-0.14191529
ALX4,-0.27179042
AMAC1L2,-0.29103246
AMAC1L3,-0.30566758
AMAC1,-0.33503672
AMACR,0.1478488
AMBN,-0.27006745
AMBP,-0.18811019
AMBRA1,0.21677443
AMD1,0.24210529
AMDHD1,-0.14197046
AMDHD2,0.115168504
AMELX,-0.27889815
AMELY,-0.32733342
AMFR,0.25946227
AMHR2,-0.27846798
AMH,-0.12888387
AMICA1,0.0035828927
AMIGO1,-0.033793353
AMIGO2,0.09872242
AMIGO3,0.022641184
AMMECR1L,0.18998569
AMMECR1,0.13179521
AMN1,0.07158099
AMN,-0.11944467
AMOTL1,0.21954122
AMOTL2,0.17878573
AMOT,0.1106268
AMPD1,-0.2079495
AMPD2,0.19373462
AMPD3,0.13677429
AMPH,-0.066464886
AMTN,-0.21928316
AMT,0.067499466
AMY1A,-0.19508964
AMY2A,-0.216214
AMY2B,0.014193892
AMZ1,-0.12902538
AMZ2P1,0.0355539
AMZ2,0.23479003
ANAPC10,-0.0023055808
ANAPC11,0.2073454
ANAPC13,0.2558137
ANAPC16,0.20193161
ANAPC1,0.18069765
ANAPC2,0.19467705
ANAPC4,0.1946674
ANAPC5,0.2443334
ANAPC7,0.20362756
ANGEL1,0.20880926
ANGEL2,0.18725416
ANGPT1,-0.034562252
ANGPT2,0.08114595
ANGPT4,-0.23770036
ANGPTL1,-0.11251386
ANGPTL2,0.13921425
ANGPTL3,-0.20762473
ANGPTL4,0.12244175
ANGPTL5,-0.2573667
ANGPTL6,-0.19430599
ANGPTL7,-0.21976683
ANG,0.045277186
ANK1,-0.09125832
ANK2,0.03201796
ANK3,0.11500239
ANKAR,-0.12977102
ANKDD1A,-0.0036225289
ANKFN1,-0.17418474
ANKFY1,0.229182
ANKHD1-EIF4EBP3,0.14282128
ANKHD1,0.23264863
ANKH,0.20626241
ANKIB1,0.19519287
ANKK1,-0.20508327
ANKLE1,-0.15753534
ANKLE2,0.25884417
ANKMY1,0.091840155
ANKMY2,0.19516896
ANKRA2,0.13524763
ANKRD10,0.25712574
ANKRD11,0.23000075
ANKRD12,0.2328336
ANKRD13A,0.19647615
ANKRD13B,0.08192246
ANKRD13C,0.19452605
ANKRD13D,0.16811998
ANKRD16,0.06070851
ANKRD17,0.21072894
ANKRD19,-0.07035754
ANKRD1,-0.1973403
ANKRD20A3,-0.19710751
ANKRD20A4,-0.26970482
ANKRD20B,-0.19682698
ANKRD22,0.044164717
ANKRD23,-0.0940084
ANKRD24,-0.057725854
ANKRD26P1,-0.26456988
ANKRD26,0.059218165
ANKRD27,0.21371084
ANKRD28,0.17494488
ANKRD29,-0.094555125
ANKRD2,-0.20014717
ANKRD30A,-0.2502221
ANKRD30B,-0.22738661
ANKRD31,-0.24703534
ANKRD32,0.01700726
ANKRD33,-0.30218855
ANKRD34A,-0.11083596
ANKRD34B,-0.21090885
ANKRD34C,-0.24376097
ANKRD35,-0.06401374
ANKRD36BP1,-0.051379472
ANKRD36B,-0.16281177
ANKRD36,0.027890584
ANKRD37,-0.01669172
ANKRD39,0.0691359
ANKRD40,0.25591838
ANKRD42,0.08607873
ANKRD43,-0.060104605
ANKRD44,-0.04857979
ANKRD45,-0.17123465
ANKRD46,0.13346466
ANKRD49,0.1208851
ANKRD50,0.1893665
ANKRD52,0.2428173
ANKRD53,-0.17511968
ANKRD54,0.16996728
ANKRD55,-0.18069844
ANKRD56,-0.08463272
ANKRD57,0.1800245
ANKRD58,-0.1394243
ANKRD5,-0.012455694
ANKRD6,0.033381328
ANKRD7,-0.29416832
ANKRD9,0.026290534
ANKS1A,0.17586969
ANKS1B,-0.12457711
ANKS3,0.13138317
ANKS4B,-0.11655361
ANKS6,0.114917256
ANKZF1,0.19819704
ANLN,0.16867995
ANO10,0.19391583
ANO1,0.09096552
ANO2,-0.15926115
ANO3,-0.20037325
ANO4,-0.14323734
ANO5,-0.07052928
ANO6,0.22812253
ANO7,-0.08185209
ANO8,0.11828689
ANO9,0.012981824
ANP32A,0.24143259
ANP32B,0.29164496
ANP32C,-0.28734624
ANP32D,-0.31289718
ANP32E,0.25299537
ANPEP,0.14053674
ANTXR1,0.16023175
ANTXR2,0.19172585
ANTXRL,-0.298067
ANUBL1,-0.0059318556
ANXA10,-0.23131125
ANXA11,0.2505152
ANXA13,-0.18476808
ANXA1,0.25546682
ANXA2P1,-0.059934348
ANXA2P2,0.23791407
ANXA2P3,-0.19034372
ANXA2,0.2313383
ANXA3,0.035320908
ANXA4,0.25174755
ANXA5,0.25348082
ANXA6,0.28042826
ANXA7,0.2640687
ANXA8L1,-0.30904734
ANXA8L2,-0.14045572
ANXA8,-0.10964216
ANXA9,-0.019276373
AOAH,0.0061854008
AOC2,-0.15496525
AOC3,0.06295016
AOX1,-0.022160495
AOX2P,-0.2973384
AP1AR,0.13342871
AP1B1,0.26691952
AP1G1,0.26445487
AP1G2,0.1643356
AP1M1,0.17709658
AP1M2,0.04852883
AP1S1,0.19202429
AP1S2,0.1246333
AP1S3,0.044124782
AP2A1,0.27025098
AP2A2,0.2592325
AP2B1,0.28523412
AP2M1,0.2839446
AP2S1,0.19803987
AP3B1,0.18367134
AP3B2,-0.09434636
AP3D1,0.25950345
AP3M1,0.23703201
AP3M2,0.18467519
AP3S1,0.16608708
AP3S2,0.2573732
AP4B1,0.16161741
AP4E1,0.124545164
AP4M1,0.15036358
AP4S1,-0.030401312
APAF1,0.16141498
APBA1,0.049304124
APBA2,0.03551401
APBA3,0.10077895
APBB1IP,0.088921174
APBB1,0.115443505
APBB2,0.19983487
APBB3,0.10575133
APC2,-0.056201197
APCDD1L,-0.17825234
APCDD1,0.1260243
APCS,-0.23661822
APC,0.23405394
APEH,0.23582415
APEX1,0.24919353
APEX2,0.16094981
APH1A,0.27380386
APH1B,0.12807362
API5,0.25045055
APIP,0.12693135
APITD1,0.07912267
APLF,-0.07688733
APLNR,0.11519601
APLN,0.0422731
APLP1,0.009910638
APLP2,0.30763775
APOA1BP,0.1950985
APOA1,-0.14860047
APOA2,-0.2517017
APOA4,-0.23326355
APOA5,-0.2300601
APOB48R,0.10335743
APOBEC1,-0.2164706
APOBEC2,-0.19401006
APOBEC3A,-0.12421207
APOBEC3B,-0.021461083
APOBEC3C,0.10122291
APOBEC3D,-0.07108881
APOBEC3F,0.036503725
APOBEC3G,0.07524159
APOBEC3H,-0.22311701
APOBEC4,-0.29824656
APOB,-0.14108457
APOC1P1,-0.2867497
APOC1,0.16063024
APOC2,0.0017473048
APOC3,-0.2716165
APOC4,-0.24079093
APOD,0.117904775
APOE,0.2627548
APOF,-0.2399113
APOH,-0.22992854
APOL1,0.16943972
APOL2,0.22858778
APOL3,0.15121666
APOL4,0.04314552
APOL5,-0.34712586
APOL6,0.21233308
APOLD1,0.18259862
APOM,-0.040665586
APOOL,0.045841355
APOO,0.09789497
APPBP2,0.22487976
APPL1,0.19728465
APPL2,0.21672054
APP,0.28030333
APRT,0.22639745
APTX,0.15809758
AQP10,-0.26603177
AQP11,-0.09428337
AQP12A,-0.33677444
AQP12B,-0.29259616
AQP1,0.23852804
AQP2,-0.23954113
AQP3,0.08770115
AQP4,-0.080805905
AQP5,-0.114365324
AQP6,-0.18695165
AQP7P1,-0.24086984
AQP7P3,-0.26568738
AQP7,-0.20292802
AQP8,-0.26669145
AQP9,-0.08880816
AQPEP,-0.26030648
AQR,0.15543951
ARAF,0.2076248
ARAP1,0.27218065
ARAP2,0.15333343
ARAP3,0.12447563
ARCN1,0.27619684
ARC,-0.12302068
AREG,-0.06466779
ARF1,0.30811077
ARF3,0.27436545
ARF4,0.27910468
ARF5,0.24127978
ARF6,0.2648683
ARFGAP1,0.24246827
ARFGAP2,0.23430842
ARFGAP3,0.20157053
ARFGEF1,0.21481317
ARFGEF2,0.19850142
ARFIP1,0.16777228
ARFIP2,0.23072155
ARFRP1,0.17910819
ARG1,-0.18356964
ARG2,0.117285326
ARGFXP2,-0.2403004
ARGFX,-0.32817763
ARGLU1,0.19459993
ARHGAP10,0.11193484
ARHGAP11A,0.07282229
ARHGAP11B,-0.16398993
ARHGAP12,0.1828091
ARHGAP15,-0.050780497
ARHGAP17,0.20283028
ARHGAP18,0.10862074
ARHGAP19,0.14895758
ARHGAP1,0.29455498
ARHGAP20,-0.100708775
ARHGAP21,0.21103227
ARHGAP22,-0.015056578
ARHGAP23,0.20455408
ARHGAP24,0.08075602
ARHGAP25,0.10070078
ARHGAP26,0.16295879
ARHGAP27,0.18711013
ARHGAP28,-0.03033614
ARHGAP29,0.11919057
ARHGAP30,0.15777108
ARHGAP31,0.13227923
ARHGAP32,0.20730238
ARHGAP33,0.10707081
ARHGAP36,-0.16713335
ARHGAP39,0.09008314
ARHGAP42,0.022893853
ARHGAP4,0.18353848
ARHGAP5,0.19996703
ARHGAP6,-0.034305204
ARHGAP8,0.023484228
ARHGAP9,0.017379764
ARHGDIA,0.24927182
ARHGDIB,0.20950489
ARHGDIG,-0.15071945
ARHGEF10L,0.19761808
ARHGEF10,0.15522021
ARHGEF11,0.23334418
ARHGEF12,0.24288562
ARHGEF15,0.013571889
ARHGEF16,0.07485832
ARHGEF17,0.21370178
ARHGEF18,0.24655418
ARHGEF19,0.07601169
ARHGEF1,0.24495237
ARHGEF2,0.19783874
ARHGEF33,-0.1805185
ARHGEF35,0.066984445
ARHGEF37,0.10135558
ARHGEF38,-0.24950483
ARHGEF3,0.19162862
ARHGEF4,0.010439628
ARHGEF5,0.03796748
ARHGEF6,0.17889288
ARHGEF7,0.2661606
ARHGEF9,0.18347071
ARID1A,0.25370973
ARID1B,0.24810052
ARID2,0.20756441
ARID3A,0.008933699
ARID3B,0.027961757
ARID3C,-0.29467216
ARID4A,0.20330335
ARID4B,0.20925102
ARID5A,0.16361886
ARID5B,0.15813448
ARIH1,0.2074228
ARIH2,0.24272852
ARL10,-0.12048083
ARL11,-0.0909199
ARL13A,-0.25313708
ARL13B,0.10967958
ARL14,-0.20908685
ARL15,0.078426994
ARL16,0.1908362
ARL17A,-0.03528874
ARL17B,-0.21203308
ARL1,0.21982403
ARL2BP,0.21632718
ARL2,0.20615548
ARL3,0.2023511
ARL4A,0.13404223
ARL4C,0.20584674
ARL4D,0.051567428
ARL5A,0.22092797
ARL5B,0.10708065
ARL5C,-0.2939109
ARL6IP1,0.31021643
ARL6IP4,0.23011756
ARL6IP5,0.24829516
ARL6IP6,0.11411366
ARL6,-0.09584882
ARL8A,0.20284653
ARL8B,0.22327805
ARL9,-0.24450417
ARMC10,0.16108443
ARMC1,0.15625013
ARMC2,-0.12759608
ARMC3,-0.17260222
ARMC4,-0.21954139
ARMC5,0.15595037
ARMC6,0.19938263
ARMC7,0.15665077
ARMC8,0.17169064
ARMC9,0.068067774
ARMCX1,0.09383366
ARMCX2,0.08493413
ARMCX3,0.1738154
ARMCX5,0.08862403
ARMCX6,0.06386026
ARMS2,-0.33708528
ARNT2,0.11745855
ARNTL2,-0.0006801549
ARNTL,0.11980451
ARNT,0.18999794
ARPC1A,0.22699368
ARPC1B,0.2664009
ARPC2,0.24995215
ARPC3,0.25119677
ARPC4,0.26667407
ARPC5L,0.19432996
ARPC5,0.24448861
ARPM1,-0.15329635
ARPP19,0.29783034
ARPP21,-0.19107287
ARR3,-0.32200423
ARRB1,0.1344645
ARRB2,0.23341839
ARRDC1,0.16778322
ARRDC2,0.23049337
ARRDC3,0.22137891
ARRDC4,0.21520583
ARRDC5,-0.2074218
ARSA,0.2216892
ARSB,0.123511106
ARSD,0.18513682
ARSE,-0.034688164
ARSF,-0.22602078
ARSG,-0.028798949
ARSH,-0.26719308
ARSI,-0.06964095
ARSJ,-0.020069519
ARSK,0.031329807
ART1,-0.30871087
ART3,-0.2267325
ART4,-0.19259353
ART5,-0.23161297
ARTN,-0.13013342
ARV1,0.12840854
ARVCF,0.15938963
ARX,-0.2104309
AR,-0.12510419
AS3MT,0.020498525
ASAH1,0.2758336
ASAH2B,-0.22876845
ASAH2,-0.2429639
ASAM,-0.13106254
ASAP1IT1,-0.29060477
ASAP1,0.18741119
ASAP2,0.20318243
ASAP3,0.16203274
ASB10,-0.29373476
ASB11,-0.31390983
ASB12,-0.26948294
ASB13,0.20441899
ASB14,-0.16415092
ASB15,-0.29059577
ASB16,-0.1818719
ASB17,-0.3120443
ASB18,-0.325568
ASB1,0.17357323
ASB2,-0.07426775
ASB3,0.15544316
ASB4,-0.2113375
ASB5,-0.19408196
ASB6,0.21787226
ASB7,0.15413092
ASB8,0.15564264
ASB9,-0.092905246
ASCC1,0.17425826
ASCC2,0.23758744
ASCC3,0.23265016
ASCL1,-0.15824191
ASCL2,-0.108199514
ASCL3,-0.35833436
ASCL4,-0.30989414
