gene,entrez
CDH26,60437
CDH2,1000
CDH3,1001
CDH4,1002
CDH5,1003
CDH6,1004
CDH7,1005
CDH8,1006
CDH9,1007
CDHR1,92211
CDHR2,54825
CDHR3,222256
CDHR4,389118
CDHR5,53841
CDIPT,10423
CDK10,8558
CDK11A,728642
CDK11B,984
CDK12,51755
CDK13,8621
CDK14,5218
CDK15,65061
CDK16,5127
CDK17,5128
CDK18,5129
CDK19,23097
CDK1,983
CDK20,23552
CDK2AP1,8099
CDK2AP2,10263
CDK2,1017
CDK3,1018
CDK4,1019
CDK5R1,8851
CDK5R2,8941
CDK5RAP1,51654
CDK5RAP2,55755
CDK5RAP3,80279
CDK5,1020
CDK6,1021
CDK7,1022
CDK8,1024
CDK9,1025
CDKAL1,54901
CDKL1,8814
CDKL2,8999
CDKL3,51265
CDKL4,344387
CDKL5,6792
CDKN1A,1026
CDKN1B,1027
CDKN1C,1028
CDKN2AIPNL,91368
CDKN2AIP,55602
CDKN2A,1029
CDKN2BAS,100048912
CDKN2B,1030
CDKN2C,1031
CDKN2D,1032
CDKN3,1033
CDNF,441549
CDO1,1036
CDON,50937
CDR1,1038
CDR2L,30850
CDR2,1039
CDRT15P,94158
CDRT15,146822
CDRT1,374286
CDRT4,284040
CDS1,1040
CDS2,8760
CDSN,1041
CDT1,81620
CDV3,55573
CDX1,1044
CDX2,1045
CDX4,1046
CDY1B,253175
CDY1,9085
CDY2B,203611
CDYL2,124359
CDYL,9425
CEACAM16,388551
CEACAM18,729767
CEACAM19,56971
CEACAM1,634
CEACAM20,125931
CEACAM21,90273
CEACAM22P,388550
CEACAM3,1084
CEACAM4,1089
CEACAM5,1048
CEACAM6,4680
CEACAM7,1087
CEACAM8,1088
CEBPA,1050
CEBPB,1051
CEBPD,1052
CEBPE,1053
CEBPG,1054
CEBPZ,10153
CECR1,51816
CECR2,27443
CECR4,100130717
CECR5,27440
CECR6,27439
CECR7,100130418
CELA1,1990
CELA2A,63036
CELA2B,51032
CELA3A,10136
CELA3B,23436
CELF1,10658
CELF2,10659
CELF3,11189
CELF4,56853
CELF5,60680
CELF6,60677
CELP,1057
CELSR1,9620
CELSR2,1952
CELSR3,1951
CEL,1056
CEMP1,752014
CEND1,51286
CENPA,1058
CENPBD1,92806
CENPB,1059
CENPC1,1060
CENPE,1062
CENPF,1063
CENPH,64946
CENPI,2491
CENPJ,55835
CENPK,64105
CENPL,91687
CENPM,79019
CENPN,55839
CENPO,79172
CENPP,401541
CENPQ,55166
CENPT,80152
CENPV,201161
CENPW,387103
CEP110,11064
CEP120,153241
CEP135,9662
CEP152,22995
CEP164,22897
CEP170L,645455
CEP170,9859
CEP192,55125
CEP250,11190
CEP290,80184
CEP350,9857
CEP55,55165
CEP57,9702
CEP63,80254
CEP68,23177
CEP70,80321
CEP72,55722
CEP76,79959
CEP78,84131
CEP97,79598
CEPT1,10390
CER1,9350
CERCAM,51148
CERKL,375298
CERK,64781
CES1,1066
CES2,8824
CES3,23491
CES4,51716
CES7,221223
CES8,283848
CETN1,1068
CETN2,1069
CETN3,1070
CETN4P,729338
CETP,1071
CFB,629
CFC1B,653275
CFDP1,10428
CFD,1675
CFHR1,3078
CFHR2,3080
CFHR3,10878
CFHR4,10877
CFHR5,81494
CFH,3075
CFI,3426
CFL1,1072
CFL2,1073
CFLAR,8837
CFLP1,142913
CFP,5199
CFTR,1080
CG030,116828
CGA,1081
CGB1,114335
CGB2,114336
CGB5,93659
CGB7,94027
CGB8,94115
CGB,1082
CGGBP1,8545
CGNL1,84952
CGN,57530
CGREF1,10669
CGRRF1,10668
CH25H,9023
CHAC1,79094
CHAC2,494143
CHADL,150356
CHAD,1101
CHAF1A,10036
CHAF1B,8208
CHAT,1103
CHCHD10,400916
CHCHD1,118487
CHCHD2,51142
CHCHD3,54927
CHCHD4,131474
CHCHD5,84269
CHCHD6,84303
CHCHD7,79145
CHCHD8,51287
CHD1L,9557
CHD1,1105
CHD2,1106
CHD3,1107
CHD4,1108
CHD5,26038
CHD6,84181
CHD7,55636
CHD8,57680
CHD9,80205
CHDH,55349
CHEK1,1111
CHEK2,11200
CHERP,10523
CHFR,55743
CHGA,1113
CHGB,1114
CHI3L1,1116
CHI3L2,1117
CHIA,27159
CHIC1,53344
CHIC2,26511
CHID1,66005
CHIT1,1118
CHKA,1119
CHKB-CPT1B,386593
CHKB,1120
CHL1,10752
CHML,1122
CHMP1A,5119
CHMP1B,57132
CHMP2A,27243
CHMP2B,25978
CHMP4A,29082
CHMP4B,128866
CHMP4C,92421
CHMP5,51510
CHMP6,79643
CHMP7,91782
CHM,1121
CHN1,1123
CHN2,1124
CHODL,140578
CHORDC1,26973
CHP2,63928
CHPF2,54480
CHPF,79586
CHPT1,56994
CHP,11261
CHRAC1,54108
CHRDL1,91851
CHRDL2,25884
CHRD,8646
CHRFAM7A,89832
CHRM1,1128
CHRM2,1129
CHRM3,1131
CHRM4,1132
CHRM5,1133
CHRNA10,57053
CHRNA1,1134
CHRNA2,1135
CHRNA3,1136
CHRNA4,1137
CHRNA5,1138
CHRNA6,8973
CHRNA7,1139
CHRNA9,55584
CHRNB1,1140
CHRNB2,1141
CHRNB3,1142
CHRNB4,1143
CHRND,1144
CHRNE,1145
CHRNG,1146
CHST10,9486
CHST11,50515
CHST12,55501
CHST13,166012
CHST14,113189
CHST15,51363
CHST1,8534
CHST2,9435
CHST3,9469
CHST4,10164
CHST5,23563
CHST6,4166
CHST7,56548
CHST8,64377
CHST9,83539
CHSY1,22856
CHSY3,337876
CHTF18,63922
CHTF8,54921
CHUK,1147
CHURC1,91612
CIAO1,9391
CIAPIN1,57019
CIB1,10519
CIB2,10518
CIB3,117286
CIB4,130106
CIC,23152
CIDEA,1149
CIDEB,27141
CIDECP,152302
CIDEC,63924
CIITA,4261
CILP2,148113
CILP,8483
CINP,51550
CIR1,9541
CIRBP,1153
CIRH1A,84916
CISD1,55847
CISD2,493856
CISD3,284106
CISH,1154
CITED1,4435
CITED2,10370
CITED4,163732
CIT,11113
CIZ1,25792
CKAP2L,150468
CKAP2,26586
CKAP4,10970
CKAP5,9793
CKB,1152
CKLF,51192
CKMT1A,548596
CKMT1B,1159
CKMT2,1160
CKM,1158
CKS1B,1163
CKS2,1164
CLASP1,23332
CLASP2,23122
CLCA1,1179
CLCA2,9635
CLCA3P,9629
CLCA4,22802
CLCC1,23155
CLCF1,23529
CLCN1,1180
CLCN2,1181
CLCN3,1182
CLCN4,1183
CLCN5,1184
CLCN6,1185
CLCN7,1186
CLCNKA,1187
CLCNKB,1188
CLC,1178
CLDN10,9071
CLDN11,5010
CLDN12,9069
CLDN14,23562
CLDN15,24146
CLDN16,10686
CLDN17,26285
CLDN18,51208
CLDN19,149461
CLDN1,9076
CLDN20,49861
CLDN22,53842
CLDN23,137075
CLDN25,644672
CLDN2,9075
CLDN3,1365
CLDN4,1364
CLDN5,7122
CLDN6,9074
CLDN7,1366
CLDN8,9073
CLDN9,9080
CLDND1,56650
CLDND2,125875
CLEC10A,10462
CLEC11A,6320
CLEC12A,160364
CLEC12B,387837
CLEC14A,161198
CLEC16A,23274
CLEC17A,388512
CLEC18A,348174
CLEC18B,497190
CLEC18C,283971
CLEC1A,51267
CLEC1B,51266
CLEC2A,387836
CLEC2B,9976
CLEC2D,29121
CLEC2L,154790
CLEC3A,10143
CLEC3B,7123
CLEC4A,50856
CLEC4C,170482
CLEC4D,338339
CLEC4E,26253
CLEC4F,165530
CLEC4GP1,440508
CLEC4G,339390
CLEC4M,10332
CLEC5A,23601
CLEC6A,93978
CLEC7A,64581
CLEC9A,283420
CLECL1,160365
CLGN,1047
CLIC1,1192
CLIC2,1193
CLIC3,9022
CLIC4,25932
CLIC5,53405
CLIC6,54102
CLINT1,9685
CLIP1,6249
CLIP2,7461
CLIP3,25999
CLIP4,79745
CLK1,1195
CLK2P,1197
CLK2,1196
CLK3,1198
CLK4,57396
CLLU1OS,574016
CLLU1,574028
CLMN,79789
CLN3,1201
CLN5,1203
CLN6,54982
CLN8,2055
CLNK,116449
CLNS1A,1207
CLOCK,9575
CLP1,10978
CLPB,81570
CLPP,8192
CLPS,1208
CLPTM1L,81037
CLPTM1,1209
CLPX,10845
CLRN1OS,116933
CLRN1,7401
CLRN2,645104
CLRN3,119467
CLSPN,63967
CLSTN1,22883
CLSTN2,64084
CLSTN3,9746
CLTA,1211
CLTB,1212
CLTCL1,8218
CLTC,1213
CLUAP1,23059
CLUL1,27098
CLU,1191
CLVS1,157807
CLVS2,134829
CLYBL,171425
CMA1,1215
CMAH,8418
CMAS,55907
CMBL,134147
CMC1,152100
CMIP,80790
CMKLR1,1240
CMPK1,51727
CMPK2,129607
CMTM1,113540
CMTM2,146225
CMTM3,123920
CMTM4,146223
CMTM5,116173
CMTM6,54918
CMTM7,112616
CMTM8,152189
CMYA5,202333
CN5H6.4,150384
CNBD1,168975
CNBP,7555
CNDP1,84735
CNDP2,55748
CNFN,84518
CNGA1,1259
CNGA2,1260
CNGA3,1261
CNGA4,1262
CNGB1,1258
CNGB3,54714
CNIH2,254263
CNIH3,149111
CNIH4,29097
CNIH,10175
CNKSR1,10256
CNKSR2,22866
CNKSR3,154043
CNN1,1264
CNN2,1265
CNN3,1266
CNNM1,26507
CNNM2,54805
CNNM3,26505
CNNM4,26504
CNOT10,25904
CNOT1,23019
CNOT2,4848
CNOT3,4849
CNOT4,4850
CNOT6L,246175
CNOT6,57472
CNOT7,29883
CNOT8,9337
CNO,55330
CNPY1,285888
CNPY2,10330
CNPY3,10695
CNPY4,245812
CNP,1267
CNR1,1268
CNR2,1269
CNRIP1,25927
CNST,163882
CNTD1,124817
CNTD2,79935
CNTFR,1271
CNTF,1270
CNTLN,54875
CNTN1,1272
CNTN2,6900
CNTN3,5067
CNTN4,152330
CNTN5,53942
CNTN6,27255
CNTNAP1,8506
CNTNAP2,26047
CNTNAP3,79937
CNTNAP4,85445
CNTNAP5,129684
CNTROB,116840
COASY,80347
COBLL1,22837
COBL,23242
COBRA1,25920
COCH,1690
COG1,9382
COG2,22796
COG3,83548
COG4,25839
COG5,10466
COG6,57511
COG7,91949
COG8,84342
COIL,8161
COL10A1,1300
COL11A1,1301
COL11A2,1302
COL12A1,1303
COL13A1,1305
COL14A1,7373
COL15A1,1306
COL16A1,1307
COL17A1,1308
COL18A1,80781
COL19A1,1310
COL1A1,1277
COL1A2,1278
COL20A1,57642
COL21A1,81578
COL22A1,169044
COL23A1,91522
COL24A1,255631
COL25A1,84570
COL27A1,85301
COL28A1,340267
COL29A1,256076
COL2A1,1280
COL3A1,1281
COL4A1,1282
COL4A2,1284
COL4A3BP,10087
COL4A3,1285
COL4A4,1286
COL4A5,1287
COL4A6,1288
COL5A1,1289
COL5A2,1290
COL5A3,50509
COL6A1,1291
COL6A2,1292
COL6A3,1293
COL6A4P2,646300
COL6A6,131873
COL7A1,1294
COL8A1,1295
COL8A2,1296
COL9A1,1297
COL9A2,1298
COL9A3,1299
COLEC10,10584
COLEC11,78989
COLEC12,81035
COLQ,8292
COMMD10,51397
COMMD1,150684
COMMD2,51122
COMMD3,23412
COMMD4,54939
COMMD5,28991
COMMD6,170622
COMMD7,149951
COMMD8,54951
COMMD9,29099
COMP,1311
COMTD1,118881
COMT,1312
COPA,1314
COPB1,1315
COPB2,9276
COPE,11316
COPG2,26958
COPG,22820
COPS2,9318
COPS3,8533
COPS4,51138
COPS5,10987
COPS6,10980
COPS7A,50813
COPS7B,64708
COPS8,10920
COPZ1,22818
COPZ2,51226
COQ10A,93058
COQ10B,80219
COQ2,27235
COQ3,51805
COQ4,51117
COQ5,84274
COQ6,51004
COQ7,10229
COQ9,57017
CORIN,10699
CORO1A,11151
CORO1B,57175
CORO1C,23603
CORO2A,7464
CORO2B,10391
CORO6,84940
CORO7,79585
CORT,1325
COTL1,23406
COX10,1352
COX11,1353
COX15,1355
COX16,51241
COX17,10063
COX18,285521
COX19,90639
COX4I1,1327
COX4I2,84701
COX4NB,10328
COX5A,9377
COX5B,1329
COX6A1,1337
COX6A2,1339
COX6B1,1340
COX6B2,125965
COX6C,1345
COX7A1,1346
COX7A2L,9167
COX7A2,1347
COX7B2,170712
COX7B,1349
COX7C,1350
COX8A,1351
COX8C,341947
CP110,9738
CPA1,1357
CPA2,1358
CPA3,1359
CPA4,51200
CPA5,93979
CPA6,57094
CPAMD8,27151
CPB1,1360
CPB2,1361
CPD,1362
CPEB1,64506
CPEB2,132864
CPEB3,22849
CPEB4,80315
CPE,1363
CPLX1,10815
CPLX2,10814
CPLX3,594855
CPLX4,339302
CPM,1368
CPN1,1369
CPN2,1370
CPNE1,8904
CPNE2,221184
CPNE3,8895
CPNE4,131034
CPNE5,57699
CPNE6,9362
CPNE7,27132
CPNE8,144402
CPNE9,151835
CPOX,1371
CPO,130749
CPPED1,55313
CPS1,1373
CPSF1,29894
CPSF2,53981
CPSF3L,54973
CPSF3,51692
CPSF4L,642843
CPSF4,10898
CPSF6,11052
CPSF7,79869
CPT1A,1374
CPT1B,1375
CPT1C,126129
CPT2,1376
CPVL,54504
CPXCR1,53336
CPXM1,56265
CPXM2,119587
CPZ,8532
CP,1356
CR1L,1379
CR1,1378
CR2,1380
CRABP1,1381
CRABP2,1382
CRADD,8738
CRAMP1L,57585
CRAT,1384
CRB1,23418
CRB2,286204
CRB3,92359
CRBN,51185
CRCP,27297
CRCT1,54544
CREB1,1385
CREB3L1,90993
CREB3L2,64764
CREB3L3,84699
CREB3L4,148327
CREB3,10488
CREB5,9586
CREBBP,1387
CREBL2,1389
CREBZF,58487
CREG1,8804
CREG2,200407
CRELD1,78987
CRELD2,79174
CREM,1390
CRHBP,1393
CRHR1,1394
CRHR2,1395
CRH,1392
CRIM1,51232
CRIP1,1396
CRIP2,1397
CRIP3,401262
CRIPAK,285464
CRIPT,9419
CRISP1,167
CRISP2,7180
CRISP3,10321
CRISPLD1,83690
CRISPLD2,83716
CRKL,1399
CRK,1398
CRLF1,9244
CRLF2,64109
CRLF3,51379
CRLS1,54675
CRMP1,1400
CRNKL1,51340
CRNN,49860
CROCCL1,84809
CROCCL2,114819
CROCC,9696
CROT,54677
CRP,1401
CRTAC1,55118
CRTAM,56253
CRTAP,10491
CRTC1,23373
CRTC2,200186
CRTC3,64784
CRX,1406
CRY1,1407
CRY2,1408
CRYAA,1409
CRYAB,1410
CRYBA1,1411
CRYBA2,1412
CRYBA4,1413
CRYBB1,1414
CRYBB2,1415
CRYBB3,1417
CRYBG3,131544
CRYGA,1418
CRYGB,1419
CRYGC,1420
CRYGD,1421
CRYGN,155051
CRYGS,1427
CRYL1,51084
CRYM,1428
CRYZL1,9946
CRYZ,1429
CSAD,51380
CSAG1,158511
CSAG2,728461
CSAG3,389903
CSDAP1,440359
CSDA,8531
CSDC2,27254
CSDE1,7812
CSE1L,1434
CSF1R,1436
CSF1,1435
CSF2RA,1438
CSF2RB,1439
CSF2,1437
CSF3R,1441
CSF3,1440
CSGALNACT1,55790
CSGALNACT2,55454
CSH1,1442
CSH2,1443
CSHL1,1444
CSK,1445
CSMD1,64478
CSMD2,114784
CSMD3,114788
CSN1S1,1446
CSN1S2A,286828
CSN2,1447
CSN3,1448
CSNK1A1L,122011
CSNK1A1P,161635
CSNK1A1,1452
CSNK1D,1453
CSNK1E,1454
CSNK1G1,53944
CSNK1G2,1455
CSNK1G3,1456
CSNK2A1P,283106
CSNK2A1,1457
CSNK2A2,1459
CSNK2B,1460
CSPG4PY2,84664
CSPG4,1464
CSPG5,10675
CSPP1,79848
CSRNP1,64651
CSRNP2,81566
CSRNP3,80034
CSRP1,1465
CSRP2BP,57325
CSRP2,1466
CSRP3,8048
CST11,140880
CST1,1469
CST2,1470
CST3,1471
CST4,1472
CST5,1473
CST6,1474
CST7,8530
CST8,10047
CST9L,128821
CST9,128822
CSTA,1475
CSTB,1476
CSTF1,1477
CSTF2T,23283
CSTF2,1478
CSTF3,1479
CSTL1,128817
CSTT,164380
CS,1431
CT45A1,541466
CT45A2,728911
CT45A3,441519
CT45A4,441520
CT45A5,441521
CT45A6,541465
CT47A10,728036
CT47A11,255313
CT47A1,728096
CT47A2,728090
CT47A6,728062
CT47A7,653282
CT47A9,728042
CT47B1,643311
CT62,196993
CTAG1B,1485
CTAG2,30848
CTAGE1,64693
CTAGE4,100128553
CTAGE5,4253
CTAGE6,340307
CTAGE9,643854
CTBP1,1487
CTBP2,1488
CTBS,1486
CTCFL,140690
CTCF,10664
CTDP1,9150
CTDSP1,58190
CTDSP2,10106
CTDSPL2,51496
CTDSPL,10217
CTF1,1489
CTGF,1490
CTHRC1,115908
CTH,1491
CTLA4,1493
CTNNA1,1495
CTNNA2,1496
CTNNA3,29119
CTNNAL1,8727
CTNNB1,1499
CTNNBIP1,56998
CTNNBL1,56259
CTNND1,1500
CTNND2,1501
CTNS,1497
CTPS2,56474
CTPS,1503
CTR9,9646
CTRB1,1504
CTRB2,440387
CTRC,11330
CTRL,1506
CTSA,5476
CTSB,1508
CTSC,1075
CTSD,1509
CTSE,1510
CTSF,8722
CTSG,1511
CTSH,1512
CTSK,1513
CTSL1,1514
CTSL2,1515
CTSL3,392360
CTSO,1519
CTSS,1520
CTSW,1521
CTSZ,1522
CTTNBP2NL,55917
CTTNBP2,83992
CTTN,2017
CTU1,90353
CTU2,348180
CTXN1,404217
CTXN2,399697
CTXN3,613212
CUBN,8029
CUEDC1,404093
CUEDC2,79004
CUL1,8454
CUL2,8453
CUL3,8452
CUL4A,8451
CUL4B,8450
CUL5,8065
CUL7,9820
CUL9,23113
CUTA,51596
CUTC,51076
CUX1,1523
CUX2,23316
CUZD1,50624
CWC15,51503
CWC22,57703
CWC25,54883
CWC27,10283
CWF19L1,55280
CWF19L2,143884
CWH43,80157
CX3CL1,6376
CX3CR1,1524
CXADRP2,646243
CXADRP3,440224
CXADR,1525
CXCL10,3627
CXCL11,6373
CXCL12,6387
CXCL13,10563
CXCL14,9547
CXCL16,58191
CXCL17,284340
CXCL1,2919
CXCL2,2920
CXCL3,2921
CXCL5,6374
CXCL6,6372
CXCL9,4283
CXCR1,3577
CXCR2P1,3580
CXCR2,3579
CXCR3,2833
CXCR4,7852
CXCR5,643
CXCR6,10663
CXCR7,57007
CXXC1,30827
CXXC4,80319
CXXC5,51523
CXorf1,9142
CXorf21,80231
CXorf22,170063
CXorf23,256643
CXorf26,51260
CXorf27,25763
CXorf30,645090
CXorf36,79742
CXorf38,159013
CXorf40A,91966
CXorf40B,541578
CXorf41,139212
CXorf42,158801
CXorf48,54967
CXorf49B,100132994
CXorf50B,653687
CXorf51,100129239
CXorf56,63932
CXorf57,55086
CXorf58,254158
CXorf59,286464
CXorf61,203413
CXorf64,100130613
CXorf65,158830
CXorf66,347487
CYB561D1,284613
CYB561D2,11068
CYB561,1534
CYB5A,1528
CYB5B,80777
CYB5D1,124637
CYB5D2,124936
CYB5R1,51706
CYB5R2,51700
CYB5R3,1727
CYB5R4,51167
CYB5RL,606495
CYBASC3,220002
CYBA,1535
CYBB,1536
CYBRD1,79901
CYC1,1537
CYCSP52,360155
CYCS,54205
CYFIP1,23191
CYFIP2,26999
CYGB,114757
CYHR1,50626
CYLC1,1538
CYLC2,1539
CYLD,1540
CYMP,643160
CYP11A1,1583
CYP11B1,1584
CYP11B2,1585
CYP17A1,1586
CYP19A1,1588
CYP1A1,1543
CYP1A2,1544
CYP1B1,1545
CYP20A1,57404
CYP21A2,1589
CYP24A1,1591
CYP26A1,1592
CYP26B1,56603
CYP26C1,340665
CYP27A1,1593
CYP27B1,1594
CYP27C1,339761
CYP2A13,1553
CYP2A6,1548
CYP2A7,1549
CYP2B6,1555
CYP2B7P1,1556
CYP2C18,1562
CYP2C19,1557
CYP2C8,1558
CYP2C9,1559
CYP2D6,1565
CYP2D7P1,1564
CYP2E1,1571
CYP2F1,1572
CYP2J2,1573
CYP2R1,120227
CYP2S1,29785
CYP2U1,113612
CYP2W1,54905
CYP39A1,51302
CYP3A43,64816
CYP3A4,1576
CYP3A5,1577
CYP3A7,1551
CYP46A1,10858
CYP4A11,1579
CYP4A22,284541
CYP4B1,1580
CYP4F11,57834
CYP4F12,66002
CYP4F22,126410
CYP4F2,8529
CYP4F3,4051
CYP4F8,11283
CYP4V2,285440
CYP4X1,260293
CYP4Z1,199974
CYP4Z2P,163720
CYP51A1,1595
CYP7A1,1581
CYP7B1,9420
CYP8B1,1582
CYR61,3491
CYS1,192668
CYSLTR1,10800
CYSLTR2,57105
CYTH1,9267
CYTH2,9266
CYTH3,9265
CYTH4,27128
CYTIP,9595
CYTL1,54360
CYTSA,23384
CYTSB,92521
CYYR1,116159
CYorf15A,246126
CYorf15B,84663
D2HGDH,728294
D4S234E,27065
DAAM1,23002
DAAM2,23500
DAB1,1600
DAB2IP,153090
DAB2,1601
DACH1,1602
DACH2,117154
DACT1,51339
DACT2,168002
DACT3,147906
DAD1L,56286
DAD1,1603
DAG1,1605
DAGLA,747
DAGLB,221955
DAK,26007
DALRD3,55152
DAND5,199699
DAOA,267012
DAO,1610
DAP3,7818
DAPK1,1612
DAPK2,23604
DAPK3,1613
DAPL1,92196
DAPP1,27071
DAP,1611
DARC,2532
DARS2,55157
DARS,1615
DAXX,1616
DAZ1,1617
DAZ2,57055
DAZ3,57054
DAZ4,57135
DAZAP1,26528
DAZAP2,9802
DAZL,1618
DBC1,1620
DBF4B,80174
DBF4,10926
DBH,1621
DBI,1622
DBN1,1627
DBNDD1,79007
DBNDD2,55861
DBNL,28988
DBP,1628
DBR1,51163
DBT,1629
DBX1,120237
DBX2,440097
DCAF10,79269
DCAF11,80344
DCAF12L1,139170
DCAF12L2,340578
DCAF12,25853
DCAF13,25879
DCAF15,90379
DCAF16,54876
DCAF17,80067
DCAF4L1,285429
DCAF4L2,138009
DCAF4,26094
DCAF5,8816
DCAF6,55827
DCAF7,10238
DCAF8L1,139425
DCAF8L2,347442
DCAF8,50717
DCAKD,79877
DCBLD1,285761
DCBLD2,131566
DCC,1630
DCDC1,341019
DCDC2B,149069
DCDC2,51473
DCD,117159
DCHS1,8642
DCHS2,54798
DCI,1632
DCK,1633
DCLK1,9201
DCLK2,166614
DCLK3,85443
DCLRE1A,9937
DCLRE1B,64858
DCLRE1C,64421
DCN,1634
DCP1A,55802
DCP1B,196513
DCP2,167227
DCPS,28960
DCST1,149095
DCST2,127579
DCTD,1635
DCTN1,1639
DCTN2,10540
DCTN3,11258
DCTN4,51164
DCTN5,84516
DCTN6,10671
DCTPP1,79077
DCT,1638
DCUN1D1,54165
DCUN1D2,55208
DCUN1D3,123879
DCUN1D4,23142
DCUN1D5,84259
DCXR,51181
DCX,1641
DDA1,79016
DDAH1,23576
DDAH2,23564
DDB1,1642
DDB2,1643
DDC,1644
DDHD1,80821
DDHD2,23259
DDI1,414301
DDI2,84301
DDIT3,1649
DDIT4L,115265
DDIT4,54541
DDN,23109
DDOST,1650
DDO,8528
DDR1,780
DDR2,4921
DDRGK1,65992
DDTL,100037417
DDT,1652
DDX10,1662
DDX11L2,84771
DDX11,1663
DDX12,440081
DDX17,10521
DDX18,8886
DDX19A,55308
DDX19B,11269
DDX1,1653
DDX20,11218
DDX21,9188
DDX23,9416
DDX24,57062
DDX25,29118
DDX26B,203522
DDX27,55661
DDX28,55794
DDX31,64794
DDX39,10212
DDX3X,1654
DDX3Y,8653
DDX41,51428
DDX42,11325
DDX43,55510
DDX46,9879
DDX47,51202
DDX49,54555
DDX4,54514
DDX50,79009
DDX51,317781
DDX52,11056
DDX53,168400
DDX54,79039
DDX55,57696
DDX56,54606
DDX58,23586
DDX59,83479
DDX5,1655
DDX60L,91351
DDX60,55601
DDX6,1656
DEAF1,10522
DEC1,50514
DECR1,1666
DECR2,26063
DEDD2,162989
DEDD,9191
DEF6,50619
DEF8,54849
DEFA1B,728358
DEFA4,1669
DEFA5,1670
DEFA6,1671
DEFB103B,414325
DEFB104A,140596
DEFB105A,245908
DEFB106A,245909
DEFB107A,245910
DEFB108B,245911
DEFB109P1B,641517
DEFB109P1,245912
DEFB110,245913
DEFB112,245915
DEFB113,245927
DEFB114,245928
DEFB115,245929
DEFB116,245930
DEFB118,117285
DEFB119,245932
DEFB121,245934
DEFB122,245935
DEFB123,245936
DEFB124,245937
DEFB125,245938
DEFB126,81623
DEFB127,140850
DEFB128,245939
DEFB129,140881
DEFB130,245940
DEFB131,644414
DEFB132,400830
DEFB134,613211
DEFB135,613209
DEFB136,613210
DEFB1,1672
DEFB4A,1673
DEGS1,8560
DEGS2,123099
DEK,7913
DEM1,64789
DENND1A,57706
DENND1B,163486
DENND1C,79958
DENND2A,27147
DENND2C,163259
DENND2D,79961
DENND3,22898
DENND4A,10260
DENND4B,9909
DENND4C,55667
DENND5A,23258
DENND5B,160518
DENR,8562
DEPDC1B,55789
DEPDC1,55635
DEPDC4,120863
DEPDC5,9681
DEPDC6,64798
DEPDC7,91614
DERA,51071
DERL1,79139
DERL2,51009
DERL3,91319
DES,1674
DET1,55070
DEXI,28955
DFFA,1676
DFFB,1677
DFNA5,1687
DFNB31,25861
DFNB59,494513
DGAT1,8694
DGAT2L6,347516
DGAT2,84649
DGCR10,26222
DGCR11,25786
DGCR14,8220
DGCR2,9993
DGCR5,26220
DGCR6L,85359
DGCR6,8214
DGCR8,54487
DGCR9,25787
DGKA,1606
DGKB,1607
DGKD,8527
DGKE,8526
DGKG,1608
DGKH,160851
DGKI,9162
DGKK,139189
DGKQ,1609
DGKZ,8525
DGUOK,1716
DHCR24,1718
DHCR7,1717
DHDDS,79947
DHDH,27294
DHDPSL,112817
DHFRL1,200895
DHFR,1719
DHH,50846
DHODH,1723
DHPS,1725
DHRS11,79154
DHRS12,79758
DHRS13,147015
DHRS1,115817
DHRS2,10202
DHRS3,9249
DHRS4L1,728635
DHRS4L2,317749
DHRS4,10901
DHRS7B,25979
DHRS7C,201140
DHRS7,51635
DHRS9,10170
DHRSX,207063
DHTKD1,55526
DHX15,1665
DHX16,8449
DHX29,54505
DHX30,22907
DHX32,55760
DHX33,56919
DHX34,9704
DHX35,60625
DHX36,170506
DHX37,57647
DHX38,9785
DHX40P1,653645
DHX40,79665
DHX57,90957
DHX58,79132
DHX8,1659
DHX9,1660
DIABLO,56616
DIAPH1,1729
DIAPH2,1730
DIAPH3,81624
DICER1,23405
DIDO1,11083
DIMT1L,27292
DIO1,1733
DIO2,1734
DIO3OS,64150
DIO3,1735
DIP2A,23181
DIP2B,57609
DIP2C,22982
DIRAS1,148252
DIRAS2,54769
DIRAS3,9077
DIRC1,116093
DIRC2,84925
DIRC3,729582
DIS3L2,129563
DIS3L,115752
DIS3,22894
DISC1,27185
DISC2,27184
DISP1,84976
DISP2,85455
DIXDC1,85458
DKC1,1736
DKFZP434H168,26077
DKFZP434K028,26070
DKFZP434L187,26082
DKFZP586I1420,222161
DKFZP686I15217,401232
DKFZp434J0226,93429
DKFZp434L192,222029
DKFZp566F0947,94023
DKFZp686A1627,266695
DKFZp686O24166,374383
DKFZp761E198,91056
DKFZp779M0652,374387
DKK1,22943
DKK2,27123
DKK3,27122
DKK4,27121
DKKL1,27120
DLAT,1737
DLC1,10395
DLD,1738
DLEC1,9940
DLEU1,10301
DLEU2L,79469
DLEU2,8847
DLEU7,220107
DLG1,1739
DLG2,1740
DLG3,1741
DLG4,1742
DLG5,9231
DLGAP1,9229
DLGAP2,9228
DLGAP3,58512
DLGAP4,22839
DLGAP5,9787
DLK1,8788
DLK2,65989
DLL1,28514
DLL3,10683
DLL4,54567
DLST,1743
DLX1,1745
DLX2,1746
DLX3,1747
DLX4,1748
DLX5,1749
DLX6AS,285987
DLX6,1750
DMAP1,55929
DMBT1,1755
DMBX1,127343
DMC1,11144
DMD,1756
DMGDH,29958
DMKN,93099
DMP1,1758
DMPK,1760
