Genes	Process	name	num_of_Genes	gene_group	percentage%	P-value	Benjamini and Hochberg (FDR)	 Hommel singlewise process	Bonferroni single-step process	Hommel singlewise process	Hochberg step-up process	Benjamini and Yekutieli
5027;	GO:0001916	positive regulation of T cell mediated cytotoxicity	1	12	8.33333333333333	0.0612289019715984	0.106418342151092	1	1	0.939068552062821	0.93906855206282	0.767822051798154
50852;	GO:0001920	negative regulation of receptor recycling	1	4	25	0.0240038731582409	0.0732598208789513	1	1	0.840135560538433	0.93906855206282	0.52857904797819
2335; 51311; 51284;	GO:0001932	regulation of protein phosphorylation	3	37	8.10810810810811	0.000958415524427103	0.0158909426790377	0.690059177587514	0.73127104513788	0.30702968284589	0.690059177587514	0.114655199152624
3082;	GO:0001934	positive regulation of protein phosphorylation	1	138	0.72463768115942	0.492194125576565	0.508867368312898	1	1	0.939068552062821	0.93906855206282	1
4325;	GO:0001958	endochondral ossification	1	26	3.84615384615385	0.123020933257398	0.167915871333444	1	1	0.939068552062821	0.93906855206282	1
5788;	GO:0001960	negative regulation of cytokine-mediated signaling pathway	1	8	12.5	0.0427955184494293	0.091828128634049	1	1	0.939068552062821	0.93906855206282	0.662551781162629
64805;	GO:0001973	adenosine receptor signaling pathway	1	9	11.1111111111111	0.0474371850266357	0.0947501889406363	1	1	0.939068552062821	0.93906855206282	0.683634822814381
729230;	GO:0001974	blood vessel remodeling	1	32	3.125	0.148254208227766	0.189477321403326	1	1	0.939068552062821	0.93906855206282	1
5027;	GO:0002028	regulation of sodium ion transport	1	19	5.26315789473684	0.0926455249139971	0.136993285870891	1	1	0.939068552062821	0.93906855206282	0.988424210655484
1524;	GO:0002052	positive regulation of neuroblast proliferation	1	20	5	0.0970478075547262	0.142125675939071	1	1	0.939068552062821	0.93906855206282	1
81793; 51311; 51284; 10333;	GO:0002224	toll-like receptor signaling pathway	4	45	8.88888888888889	9.31211154793221e-05	0.00394730061726238	0.0694683521475743	0.0710514111107228	0.0672334453760706	0.0694683521475743	0.0284802826068026
10859;	GO:0002230	positive regulation of defense response to virus by host	1	24	4.16666666666667	0.114446477946567	0.159639237062579	1	1	0.939068552062821	0.93906855206282	1
5341; 5788;	GO:0002244	hematopoietic progenitor cell differentiation	2	58	3.44827586206897	0.0343181089303105	0.0850153153046328	1	1	0.926588941118384	0.93906855206282	0.613396455084695
11024; 3512; 5579; 917; 5294; 3702; 50852; 54900; 10859; 8832;	GO:0002250	adaptive immune response	10	256	3.90625	6.69852089241196e-07	0.000102219428818207	0.000508417735734068	0.000511097144091033	0.000507747883644827	0.000508417735734068	0.000737526351025053
3071;	GO:0002262	myeloid cell homeostasis	1	9	11.1111111111111	0.0474371850266357	0.0947501889406363	1	1	0.939068552062821	0.93906855206282	0.683634822814381
1794;	GO:0002277	myeloid dendritic cell activation involved in immune response	1	3	33.3333333333333	0.0192491787224047	0.0702733175368172	1	1	0.798065100162769	0.93906855206282	0.507031041520772
1524;	GO:0002282	microglial cell activation involved in immune response	1	2	50	0.014471553911037	0.0679163198146127	1	1	0.755311612654049	0.93906855206282	0.490024999229894
54518;	GO:0002291	T cell activation via T cell receptor contact with antigen bound to MHC molecule on antigen presenting cell	1	3	33.3333333333333	0.0192491787224047	0.0702733175368172	1	1	0.798065100162769	0.93906855206282	0.507031041520772
10859;	GO:0002309	T cell proliferation involved in immune response	1	4	25	0.0240038731582409	0.0732598208789513	1	1	0.840135560538433	0.93906855206282	0.52857904797819
55619;	GO:0002315	marginal zone B cell differentiation	1	9	11.1111111111111	0.0474371850266357	0.0947501889406363	1	1	0.939068552062821	0.93906855206282	0.683634822814381
2322;	GO:0002318	myeloid progenitor cell differentiation	1	4	25	0.0240038731582409	0.0732598208789513	1	1	0.840135560538433	0.93906855206282	0.52857904797819
202309;	GO:0002322	B cell proliferation involved in immune response	1	4	25	0.0240038731582409	0.0732598208789513	1	1	0.840135560538433	0.93906855206282	0.52857904797819
2322;	GO:0002328	pro-B cell differentiation	1	4	25	0.0240038731582409	0.0732598208789513	1	1	0.840135560538433	0.93906855206282	0.52857904797819
3575;	GO:0002377	immunoglobulin production	1	100	1	0.388561550339369	0.410058731547633	1	1	0.939068552062821	0.93906855206282	1
5788;	GO:0002378	immunoglobulin biosynthetic process	1	2	50	0.014471553911037	0.0679163198146127	1	1	0.755311612654049	0.93906855206282	0.490024999229894
202309;	GO:0002381	immunoglobulin production involved in immunoglobulin mediated immune response	1	2	50	0.014471553911037	0.0679163198146127	1	1	0.755311612654049	0.93906855206282	0.490024999229894
729230; 5294; 1234;	GO:0002407	dendritic cell chemotaxis	3	17	17.6470588235294	0.000118638539092331	0.00439558326550208	0.0882670730846939	0.0905212053274482	0.084707916911924	0.0882670730846939	0.0317146996800194
10800;	GO:0002437	inflammatory response to antigenic stimulus	1	13	7.69230769230769	0.065782064732448	0.109588898233314	1	1	0.939068552062821	0.93906855206282	0.790698022492531
1536; 2209;	GO:0002479	antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent	2	75	2.66666666666667	0.0538244084941431	0.102670059202578	1	1	0.939068552062821	0.93906855206282	0.740777707316991
55016;	GO:0002495	antigen processing and presentation of peptide antigen via MHC class II	1	1	100	0.00967088926059922	0.0567606808141324	1	1	0.713873617068675	0.93906855206282	0.409535626314208
1233;	GO:0002507	tolerance induction	1	1	100	0.00967088926059922	0.0567606808141324	1	1	0.713873617068675	0.93906855206282	0.409535626314208
3689;	GO:0002523	leukocyte migration involved in inflammatory response	1	9	11.1111111111111	0.0474371850266357	0.0947501889406363	1	1	0.939068552062821	0.93906855206282	0.683634822814381
729230;	GO:0002548	monocyte chemotaxis	1	43	2.32558139534884	0.192662506247941	0.232229845603758	1	1	0.939068552062821	0.93906855206282	1
2335; 5341; 3082;	GO:0002576	platelet degranulation	3	124	2.41935483870968	0.0239032662428007	0.0732598208789513	1	1	0.836614318498025	0.93906855206282	0.52857904797819
10673;	GO:0002636	positive regulation of germinal center formation	1	3	33.3333333333333	0.0192491787224047	0.0702733175368172	1	1	0.798065100162769	0.93906855206282	0.507031041520772
115352;	GO:0002638	negative regulation of immunoglobulin production	1	4	25	0.0240038731582409	0.0732598208789513	1	1	0.840135560538433	0.93906855206282	0.52857904797819
3572; 5294;	GO:0002675	positive regulation of acute inflammatory response	2	9	22.2222222222222	0.00124336246840029	0.0183395521916081	0.887760802437806	0.94868556338942	0.351871578557282	0.886517439969406	0.132322232316183
5294;	GO:0002679	respiratory burst involved in defense response	1	3	33.3333333333333	0.0192491787224047	0.0702733175368172	1	1	0.798065100162769	0.93906855206282	0.507031041520772
10666;	GO:0002729	positive regulation of natural killer cell cytokine production	1	2	50	0.014471553911037	0.0679163198146127	1	1	0.755311612654049	0.93906855206282	0.490024999229894
10859;	GO:0002740	negative regulation of cytokine secretion involved in immune response	1	6	16.6666666666667	0.0334449061858489	0.083637831385063	1	1	0.924075379135838	0.93906855206282	0.603457731100991
81793; 51311; 51284; 10333;	GO:0002755	MyD88-dependent toll-like receptor signaling pathway	4	32	12.5	2.71696449131165e-05	0.00159464915913137	0.0204044033297505	0.0207304390687079	0.0202413854602718	0.0204044033297505	0.0115055991712786
10859;	GO:0002767	immune response-inhibiting cell surface receptor signaling pathway	1	3	33.3333333333333	0.0192491787224047	0.0702733175368172	1	1	0.798065100162769	0.93906855206282	0.507031041520772
10859;	GO:0002774	Fc receptor mediated inhibitory signaling pathway	1	3	33.3333333333333	0.0192491787224047	0.0702733175368172	1	1	0.798065100162769	0.93906855206282	0.507031041520772
3572;	GO:0002821	positive regulation of adaptive immune response	1	6	16.6666666666667	0.0334449061858489	0.083637831385063	1	1	0.924075379135838	0.93906855206282	0.603457731100991
729230;	GO:0002827	positive regulation of T-helper 1 type immune response	1	8	12.5	0.0427955184494293	0.091828128634049	1	1	0.939068552062821	0.93906855206282	0.662551781162629
729230;	GO:0002829	negative regulation of type 2 immune response	1	6	16.6666666666667	0.0334449061858489	0.083637831385063	1	1	0.924075379135838	0.93906855206282	0.603457731100991
10666;	GO:0002860	positive regulation of natural killer cell mediated cytotoxicity directed against tumor cell target	1	9	11.1111111111111	0.0474371850266357	0.0947501889406363	1	1	0.939068552062821	0.93906855206282	0.683634822814381
10666;	GO:0002891	positive regulation of immunoglobulin mediated immune response	1	3	33.3333333333333	0.0192491787224047	0.0702733175368172	1	1	0.798065100162769	0.93906855206282	0.507031041520772
10800;	GO:0003013	circulatory system process	1	1	100	0.00967088926059922	0.0567606808141324	1	1	0.713873617068675	0.93906855206282	0.409535626314208
3512;	GO:0003094	glomerular filtration	1	10	10	0.0520565672824588	0.0995467690138247	1	1	0.939068552062821	0.93906855206282	0.718242766134721
4036;	GO:0003139	secondary heart field specification	1	9	11.1111111111111	0.0474371850266357	0.0947501889406363	1	1	0.939068552062821	0.93906855206282	0.683634822814381
4036;	GO:0003148	outflow tract septum morphogenesis	1	26	3.84615384615385	0.123020933257398	0.167915871333444	1	1	0.939068552062821	0.93906855206282	1
4036;	GO:0003223	ventricular compact myocardium morphogenesis	1	7	14.2857142857143	0.0381314611403215	0.0876334483435702	1	1	0.93906855206282	0.93906855206282	0.632286622335969
4036;	GO:0003281	ventricular septum development	1	28	3.57142857142857	0.131513187863543	0.175121400244125	1	1	0.939068552062821	0.93906855206282	1
3676;	GO:0003366	cell-matrix adhesion involved in ameboidal cell migration	1	2	50	0.014471553911037	0.0679163198146127	1	1	0.755311612654049	0.93906855206282	0.490024999229894
3572;	GO:0005977	glycogen metabolic process	1	27	3.7037037037037	0.127277286716657	0.171274373482909	1	1	0.939068552062821	0.93906855206282	1
2327;	GO:0006082	organic acid metabolic process	1	20	5	0.0970478075547262	0.142125675939071	1	1	0.939068552062821	0.93906855206282	1
10320;	GO:0006325	chromatin organization	1	130	0.769230769230769	0.471931602025051	0.489244310251514	1	1	0.939068552062821	0.93906855206282	1
5579; 4332; 3899; 10320; 10499; 167465;	GO:0006351	transcription, DNA-templated	6	1738	0.345224395857307	0.85899972667131	0.863526734453504	1	1	0.939068552062821	0.93906855206282	1
8522; 4332; 3899; 4773; 10499; 399; 57713; 128611;	GO:0006355	regulation of transcription, DNA-templated	8	947	0.844772967265047	0.0920997487829841	0.136993285870891	1	1	0.939068552062821	0.93906855206282	0.988424210655484
5579; 5341; 22806;	GO:0006357	regulation of transcription by RNA polymerase II	3	1213	0.247320692497939	0.93906855206282	0.93906855206282	1	1	0.939068552062821	0.93906855206282	1
22797; 4773; 128611; 22806;	GO:0006366	transcription by RNA polymerase II	4	605	0.661157024793388	0.34176295553406	0.368693227324613	1	1	0.939068552062821	0.93906855206282	1
9201; 2533; 5579; 5294; 9770; 5027;	GO:0006468	protein phosphorylation	6	464	1.29310344827586	0.0268490481966295	0.0800196143270893	1	1	0.862195331425849	0.93906855206282	0.577351828780505
5788; 80243;	GO:0006469	negative regulation of protein kinase activity	2	104	1.92307692307692	0.093659771851893	0.138225156524167	1	1	0.939068552062821	0.93906855206282	0.997312316159001
5788;	GO:0006470	protein dephosphorylation	1	143	0.699300699300699	0.50446531607817	0.51944269388346	1	1	0.939068552062821	0.93906855206282	1
3082; 4325;	GO:0006508	proteolysis	2	508	0.393700787401575	0.711488001346346	0.718075853210664	1	1	0.939068552062821	0.93906855206282	1
5027;	GO:0006509	membrane protein ectodomain proteolysis	1	23	4.34782608695652	0.110128179209321	0.157061309788247	1	1	0.939068552062821	0.93906855206282	1
2533;	GO:0006607	NLS-bearing protein import into nucleus	1	21	4.76190476190476	0.101428943859667	0.147129817804042	1	1	0.939068552062821	0.93906855206282	1
4036;	GO:0006629	lipid metabolic process	1	142	0.704225352112676	0.50203479477188	0.517638578933709	1	1	0.939068552062821	0.93906855206282	1
225;	GO:0006635	fatty acid beta-oxidation	1	43	2.32558139534884	0.192662506247941	0.232229845603758	1	1	0.939068552062821	0.93906855206282	1
5027;	GO:0006649	phospholipid transfer to membrane	1	2	50	0.014471553911037	0.0679163198146127	1	1	0.755311612654049	0.93906855206282	0.490024999229894
5294;	GO:0006661	phosphatidylinositol biosynthetic process	1	76	1.31578947368421	0.312590242434654	0.340237310952413	1	1	0.939068552062821	0.93906855206282	1
2327;	GO:0006739	NADP metabolic process	1	8	12.5	0.0427955184494293	0.091828128634049	1	1	0.939068552062821	0.93906855206282	0.662551781162629
1536;	GO:0006801	superoxide metabolic process	1	19	5.26315789473684	0.0926455249139971	0.136993285870891	1	1	0.939068552062821	0.93906855206282	0.988424210655484
2327;	GO:0006805	xenobiotic metabolic process	1	90	1.11111111111111	0.35797360999581	0.382540426368071	1	1	0.939068552062821	0.93906855206282	1
5027;	GO:0006812	cation transport	1	31	3.2258064516129	0.144099148021041	0.186036632724288	1	1	0.939068552062821	0.93906855206282	1
3738;	GO:0006813	potassium ion transport	1	76	1.31578947368421	0.312590242434654	0.340237310952413	1	1	0.939068552062821	0.93906855206282	1
1234; 781; 10800;	GO:0006816	calcium ion transport	3	82	3.65853658536585	0.00818858847325932	0.0567606808141324	1	1	0.670940732176963	0.93906855206282	0.409535626314208
729230;	GO:0006874	cellular calcium ion homeostasis	1	88	1.13636363636364	0.351676647543873	0.377928566304191	1	1	0.939068552062821	0.93906855206282	1
54734;	GO:0006886	intracellular protein transport	1	294	0.340136054421769	0.763947317271186	0.768986547596194	1	1	0.939068552062821	0.93906855206282	1
5294; 4036; 399;	GO:0006897	endocytosis	3	153	1.96078431372549	0.0402869355552414	0.0917580054586544	1	1	0.93906855206282	0.93906855206282	0.662045833416012
3512; 2209; 4036;	GO:0006898	receptor-mediated endocytosis	3	196	1.53061224489796	0.0725593477169746	0.116553225911688	1	1	0.939068552062821	0.93906855206282	0.84094654412249
5027;	GO:0006900	vesicle budding from membrane	1	7	14.2857142857143	0.0381314611403215	0.0876334483435702	1	1	0.93906855206282	0.93906855206282	0.632286622335969
5341;	GO:0006904	vesicle docking involved in exocytosis	1	38	2.63157894736842	0.172768500433013	0.213997347127255	1	1	0.939068552062821	0.93906855206282	1
3689; 2209;	GO:0006911	phagocytosis, engulfment	2	100	2	0.0877564679442588	0.132768012058886	1	1	0.939068552062821	0.93906855206282	0.9579383156287
54734;	GO:0006914	autophagy	1	118	0.847457627118644	0.440027880042395	0.457413177755242	1	1	0.939068552062821	0.93906855206282	1
3689; 5579; 944; 9459; 8477;	GO:0006915	apoptotic process	5	540	0.925925925925926	0.125397969413872	0.170854733326401	1	1	0.939068552062821	0.93906855206282	1
64805;	GO:0006930	substrate-dependent cell migration, cell extension	1	10	10	0.0520565672824588	0.0995467690138247	1	1	0.939068552062821	0.93906855206282	0.718242766134721
5788;	GO:0006933	negative regulation of cell adhesion involved in substrate-bound cell migration	1	3	33.3333333333333	0.0192491787224047	0.0702733175368172	1	1	0.798065100162769	0.93906855206282	0.507031041520772
729230; 1524; 1233; 1234; 3071; 1794; 10800; 399;	GO:0006935	chemotaxis	8	121	6.61157024793388	2.15784812684916e-07	8.23219060392955e-05	0.000164428027265906	0.000164643812078591	0.000164212242453221	0.000164428027265906	0.000593963160159772
11024; 8832; 10800;	GO:0006952	defense response	3	65	4.61538461538462	0.00440811070207192	0.0472754972133906	1	1	0.547975475155776	0.93906855206282	0.341098804364252
2335;	GO:0006953	acute-phase response	1	37	2.7027027027027	0.168731846455733	0.210707690418534	1	1	0.939068552062821	0.93906855206282	1
1536; 3689; 729230; 5294; 1233; 1234; 5027; 81793; 51311; 51284; 10333;	GO:0006954	inflammatory response	11	391	2.81329923273657	4.01827932039467e-06	0.000383243390182642	0.00303781916621837	0.00306594712146113	0.00302978260757758	0.00303781916621837	0.00276515044530879
2533; 10261; 3512; 2214; 2209; 3575; 944; 729230; 1233; 1234; 3937; 54900; 8477; 55016; 81793; 10673; 10333;	GO:0006955	immune response	17	439	3.87243735763098	6.61772858734366e-11	5.04932691214321e-08	5.04932691214321e-08	5.04932691214321e-08	5.04932691214321e-08	5.04932691214321e-08	3.643154433262e-07
931; 729230;	GO:0006959	humoral immune response	2	57	3.50877192982456	0.033277343033694	0.083637831385063	1	1	0.924075379135838	0.93906855206282	0.603457731100991
4332; 729230; 1524; 1234; 3702; 50852;	GO:0006968	cellular defense response	6	57	10.5263157894737	6.05618848625866e-07	0.000102219428818207	0.000460270324955658	0.000462087181501536	0.000459059087258407	0.000460270324955658	0.000737526351025053
4332; 4773;	GO:0006974	cellular response to DNA damage stimulus	2	217	0.921658986175115	0.287017913915372	0.320636410420833	1	1	0.939068552062821	0.93906855206282	1
5027;	GO:0007005	mitochondrion organization	1	91	1.0989010989011	0.361099347045361	0.385340981532322	1	1	0.939068552062821	0.93906855206282	1
399;	GO:0007015	actin filament organization	1	105	0.952380952380952	0.403309949714651	0.421541769359286	1	1	0.939068552062821	0.93906855206282	1
2335;	GO:0007044	cell-substrate junction assembly	1	5	20	0.028735746167264	0.0800196143270893	1	1	0.883572075180209	0.93906855206282	0.577351828780505
9770; 10320;	GO:0007049	cell cycle	2	265	0.754716981132076	0.372031294401935	0.394798160818743	1	1	0.939068552062821	0.93906855206282	1
8522; 127933;	GO:0007050	cell cycle arrest	2	140	1.42857142857143	0.151098754482259	0.192789882391243	1	1	0.939068552062821	0.93906855206282	1
5579;	GO:0007077	mitotic nuclear envelope disassembly	1	44	2.27272727272727	0.196584095084235	0.235839095203257	1	1	0.939068552062821	0.93906855206282	1
388325;	GO:0007127	meiosis I	1	7	14.2857142857143	0.0381314611403215	0.0876334483435702	1	1	0.93906855206282	0.93906855206282	0.632286622335969
8778; 10085; 26025; 10154; 2335; 3689; 1462; 6402; 1524; 100049587; 10666; 4958; 27181;	GO:0007155	cell adhesion	13	464	2.80172413793103	5.22970305061321e-07	0.000102219428818207	0.000397980402151665	0.000399026342761788	0.000396411491236481	0.000397980402151665	0.000737526351025053
26025; 10666; 8832;	GO:0007156	homophilic cell adhesion via plasma membrane adhesion molecules	3	157	1.91082802547771	0.0428971203644563	0.091828128634049	1	1	0.939068552062821	0.93906855206282	0.662551781162629
10666;	GO:0007157	heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules	1	52	1.92307692307692	0.227285360241388	0.263154370051866	1	1	0.939068552062821	0.93906855206282	1
3689; 3676;	GO:0007159	leukocyte cell-cell adhesion	2	26	7.69230769230769	0.00809938985783121	0.0567606808141324	1	1	0.665806800223433	0.93906855206282	0.409535626314208
3689; 3676; 8516;	GO:0007160	cell-matrix adhesion	3	93	3.2258064516129	0.0114020285517845	0.0639687337133205	1	1	0.729659520148817	0.93906855206282	0.461542656819028
2335;	GO:0007161	calcium-independent cell-matrix adhesion	1	4	25	0.0240038731582409	0.0732598208789513	1	1	0.840135560538433	0.93906855206282	0.52857904797819
10154;	GO:0007162	negative regulation of cell adhesion	1	43	2.32558139534884	0.192662506247941	0.232229845603758	1	1	0.939068552062821	0.93906855206282	1
917;	GO:0007163	establishment or maintenance of cell polarity	1	46	2.17391304347826	0.204370784678509	0.24251152209907	1	1	0.939068552062821	0.93906855206282	1
2533; 5579; 2209; 3575; 2123; 944; 3702; 10666; 128611; 50852; 54518; 10859; 27181; 10673; 10333;	GO:0007165	signal transduction	15	1201	1.24895920066611	0.000743989277232848	0.0135158052030634	0.537160258162116	0.567663818528663	0.270018771476586	0.537160258162116	0.0975182762007893
11024; 10261; 5788; 917; 3575; 1234; 5027; 10800;	GO:0007166	cell surface receptor signaling pathway	8	255	3.13725490196078	4.24261282772065e-05	0.00231222399110775	0.0318195962079049	0.0323711358755085	0.0313104826685784	0.0318195962079049	0.0166829940514258
2322; 3702; 3937; 50852;	GO:0007169	transmembrane receptor protein tyrosine kinase signaling pathway	4	105	3.80952380952381	0.00195873191284646	0.0262195166579271	1	1	0.42879534171689	0.93906855206282	0.189177191361074
27334; 729230; 5294; 1524; 1233; 1234; 9459; 80243; 353345; 8477; 53829; 56670; 84636; 64805; 64407; 10800;	GO:0007186	G-protein coupled receptor signaling pathway	16	1130	1.41592920353982	0.00012097935593125	0.00439558326550208	0.0898876614569187	0.0923072485755437	0.0860163220671187	0.0898876614569187	0.0317146996800194
10800;	GO:0007188	adenylate cyclase-modulating G-protein coupled receptor signaling pathway	1	64	1.5625	0.271172341972617	0.30561964095289	1	1	0.939068552062821	0.93906855206282	1
8477;	GO:0007189	adenylate cyclase-activating G-protein coupled receptor signaling pathway	1	69	1.44927536231884	0.288721789147669	0.321598138860834	1	1	0.939068552062821	0.93906855206282	1
64805;	GO:0007193	adenylate cyclase-inhibiting G-protein coupled receptor signaling pathway	1	56	1.78571428571429	0.242197515010149	0.277472528457573	1	1	0.939068552062821	0.93906855206282	1
729230; 53829;	GO:0007194	negative regulation of adenylate cyclase activity	2	27	7.40740740740741	0.00867205460520437	0.0567606808141324	1	1	0.685092313811145	0.93906855206282	0.409535626314208
10800;	GO:0007200	phospholipase C-activating G-protein coupled receptor signaling pathway	1	65	1.53846153846154	0.274716189381115	0.308701697345789	1	1	0.939068552062821	0.93906855206282	1
3702;	GO:0007202	activation of phospholipase C activity	1	24	4.16666666666667	0.114446477946567	0.159639237062579	1	1	0.939068552062821	0.93906855206282	1
729230; 5294; 1233; 1234; 10800;	GO:0007204	positive regulation of cytosolic calcium ion concentration	5	137	3.64963503649635	0.000641505637700046	0.0122367200391284	0.464450081694833	0.489468801565135	0.250828704340718	0.464450081694833	0.0882895119187562
10800;	GO:0007218	neuropeptide signaling pathway	1	105	0.952380952380952	0.403309949714651	0.421541769359286	1	1	0.939068552062821	0.93906855206282	1
3689; 5341; 3676; 8516;	GO:0007229	integrin-mediated signaling pathway	4	87	4.59770114942529	0.00100556321651379	0.0158909426790377	0.722999952673418	0.767244734200025	0.314741286768818	0.722999952673418	0.114655199152624
51311;	GO:0007249	I-kappaB kinase/NF-kappaB signaling	1	62	1.61290322580645	0.264033139729474	0.298801837070245	1	1	0.939068552062821	0.93906855206282	1
10333;	GO:0007250	activation of NF-kappaB-inducing kinase activity	1	18	5.55555555555556	0.0882219949067566	0.132768012058886	1	1	0.939068552062821	0.93906855206282	0.9579383156287
51284;	GO:0007252	I-kappaB phosphorylation	1	12	8.33333333333333	0.0612289019715984	0.106418342151092	1	1	0.939068552062821	0.93906855206282	0.767822051798154
9459;	GO:0007254	JNK cascade	1	48	2.08333333333333	0.212082753283378	0.2501068636093	1	1	0.939068552062821	0.93906855206282	1
729230;	GO:0007259	JAK-STAT cascade	1	27	3.7037037037037	0.127277286716657	0.171274373482909	1	1	0.939068552062821	0.93906855206282	1
399; 1794; 55619;	GO:0007264	small GTPase mediated signal transduction	3	90	3.33333333333333	0.0104637555395752	0.0600289133586158	1	1	0.721108822647073	0.93906855206282	0.433116345270494
