Genes	Process	name	num_of_Genes	gene_group	percentage%	P-value	Benjamini and Hochberg (FDR)	 Hommel singlewise process	Bonferroni single-step process	Hommel singlewise process	Hochberg step-up process	Benjamini and Yekutieli
259266;	GO:0001764	neuron migration	1	103	0.970873786407767	0.397453335718827	0.445147736005086	1	1	0.998503926676964	0.998503926676964	1
255738;	GO:0001822	kidney development	1	84	1.19047619047619	0.338898725038102	0.399161787042966	1	1	0.998503926676964	0.998503926676964	1
4751;	GO:0001824	blastocyst development	1	17	5.88235294117647	0.083777116024585	0.165406100869053	1	1	0.998503926676964	0.998503926676964	1
2810;	GO:0001836	release of cytochrome c from mitochondria	1	22	4.54545454545455	0.105789034383918	0.187270497967546	1	1	0.998503926676964	0.998503926676964	1
79977;	GO:0001843	neural tube closure	1	74	1.35135135135135	0.305852787818102	0.372342524300298	1	1	0.998503926676964	0.998503926676964	1
255738;	GO:0001889	liver development	1	73	1.36986301369863	0.302459586409567	0.371886437581423	1	1	0.998503926676964	0.998503926676964	1
79733;	GO:0001890	placenta development	1	36	2.77777777777778	0.164675692686062	0.243261934519458	1	1	0.998503926676964	0.998503926676964	1
3512; 124220;	GO:0001895	retina homeostasis	2	40	5	0.0176565834777859	0.101346103358986	1	1	0.896405441568399	0.998503926676964	0.709551848292747
3853;	GO:0001899	negative regulation of cytolysis by symbiont of host cells	1	1	100	0.00967088926059922	0.0992877964088187	1	1	0.824501261763447	0.998503926676964	0.695141077158593
255738;	GO:0001920	negative regulation of receptor recycling	1	4	25	0.0240038731582409	0.107147723662873	1	1	0.942242801111997	0.998503926676964	0.750170582247759
7472; 6356;	GO:0001938	positive regulation of endothelial cell proliferation	2	70	2.85714285714286	0.0477495368664491	0.131900065962927	1	1	0.998503926676964	0.998503926676964	0.923468515236526
1277;	GO:0001957	intramembranous ossification	1	6	16.6666666666667	0.0334449061858489	0.121077216816691	1	1	0.981816314452909	0.998503926676964	0.847694781851795
1277; 4322;	GO:0001958	endochondral ossification	2	26	7.69230769230769	0.00809938985783121	0.0992877964088187	1	1	0.789174563872683	0.998503926676964	0.695141077158593
3853; 3868; 5268;	GO:0002009	morphogenesis of an epithelium	3	13	23.0769230769231	5.91056073587781e-05	0.00472471191100787	0.0360544204888547	0.0364090541330073	0.0358179980594195	0.0360544204888547	0.0330790031189607
79733;	GO:0002040	sprouting angiogenesis	1	27	3.7037037037037	0.127277286716657	0.211328325114449	1	1	0.998503926676964	0.998503926676964	1
26585;	GO:0002042	cell migration involved in sprouting angiogenesis	1	15	6.66666666666667	0.0748229031998671	0.155712528280804	1	1	0.998503926676964	0.998503926676964	1
259266;	GO:0002052	positive regulation of neuroblast proliferation	1	20	5	0.0970478075547262	0.179523872233367	1	1	0.998503926676964	0.998503926676964	1
7472;	GO:0002053	positive regulation of mesenchymal cell proliferation	1	26	3.84615384615385	0.123020933257398	0.206656710184619	1	1	0.998503926676964	0.998503926676964	1
1301;	GO:0002063	chondrocyte development	1	14	7.14285714285714	0.0703133638315967	0.150916488223915	1	1	0.998503926676964	0.998503926676964	1
7472;	GO:0002088	lens development in camera-type eye	1	33	3.03030303030303	0.152389298002329	0.231211348693189	1	1	0.998503926676964	0.998503926676964	1
26585; 255738;	GO:0002092	positive regulation of receptor internalization	2	23	8.69565217391304	0.00648900951463705	0.0992877964088187	1	1	0.745115557022649	0.998503926676964	0.695141077158593
11187;	GO:0002159	desmosome assembly	1	4	25	0.0240038731582409	0.107147723662873	1	1	0.942242801111997	0.998503926676964	0.750170582247759
727897;	GO:0002223	stimulatory C-type lectin receptor signaling pathway	1	122	0.819672131147541	0.450868964502996	0.495955860953296	1	1	0.998503926676964	0.998503926676964	1
3512;	GO:0002250	adaptive immune response	1	256	0.390625	0.715368073471026	0.730790602418163	1	1	0.998503926676964	0.998503926676964	1
10563;	GO:0002467	germinal center formation	1	8	12.5	0.0427955184494293	0.126740573869464	1	1	0.992486792919698	0.998503926676964	0.887345496888195
10563;	GO:0002518	lymphocyte chemotaxis across high endothelial venule	1	1	100	0.00967088926059922	0.0992877964088187	1	1	0.824501261763447	0.998503926676964	0.695141077158593
10563; 6356;	GO:0002544	chronic inflammatory response	2	8	25	0.0010205192546171	0.0349244367135631	0.611291033515645	0.628639860844135	0.364325373898306	0.611291033515645	0.24451555411967
6356;	GO:0002548	monocyte chemotaxis	1	43	2.32558139534884	0.192662506247941	0.271579185008539	1	1	0.998503926676964	0.998503926676964	1
6356;	GO:0002551	mast cell chemotaxis	1	5	20	0.028735746167264	0.11420141702603	1	1	0.964361802195968	0.998503926676964	0.79955542288036
10563;	GO:0002690	positive regulation of leukocyte chemotaxis	1	23	4.34782608695652	0.110128179209321	0.192724313616312	1	1	0.998503926676964	0.998503926676964	1
10563;	GO:0002920	regulation of humoral immune response	1	2	50	0.014471553911037	0.101346103358986	1	1	0.868293234662223	0.998503926676964	0.709551848292747
7138;	GO:0003009	skeletal muscle contraction	1	24	4.16666666666667	0.114446477946567	0.197476275672507	1	1	0.998503926676964	0.998503926676964	1
3512;	GO:0003094	glomerular filtration	1	10	10	0.0520565672824588	0.13473464473107	1	1	0.998503926676964	0.998503926676964	0.943314178142213
79977;	GO:0003208	cardiac ventricle morphogenesis	1	9	11.1111111111111	0.0474371850266357	0.131627504398233	1	1	0.996425232574142	0.998503926676964	0.921560237013758
26585;	GO:0003257	positive regulation of transcription from RNA polymerase II promoter involved in myocardial precursor cell differentiation	1	3	33.3333333333333	0.0192491787224047	0.101346103358986	1	1	0.908573841227698	0.998503926676964	0.709551848292747
11254;	GO:0003333	amino acid transmembrane transport	1	37	2.7027027027027	0.168731846455733	0.248657457934765	1	1	0.998503926676964	0.998503926676964	1
2810;	GO:0003334	keratinocyte development	1	9	11.1111111111111	0.0474371850266357	0.131627504398233	1	1	0.996425232574142	0.998503926676964	0.921560237013758
26585;	GO:0003337	mesenchymal to epithelial transition involved in metanephros morphogenesis	1	7	14.2857142857143	0.0381314611403215	0.121077216816691	1	1	0.989178503609966	0.998503926676964	0.847694781851795
57111; 79977; 79983;	GO:0003382	epithelial cell morphogenesis	3	15	20	8.55205215366528e-05	0.00526806412665781	0.0519109565727482	0.0526806412665781	0.0517399155296749	0.0519109565727482	0.036883160912011
4322;	GO:0003417	growth plate cartilage development	1	5	20	0.028735746167264	0.11420141702603	1	1	0.964361802195968	0.998503926676964	0.79955542288036
2524;	GO:0005975	carbohydrate metabolic process	1	128	0.78125	0.466742154303832	0.510680580907923	1	1	0.998503926676964	0.998503926676964	1
1301;	GO:0006029	proteoglycan metabolic process	1	8	12.5	0.0427955184494293	0.126740573869464	1	1	0.992486792919698	0.998503926676964	0.887345496888195
222;	GO:0006066	alcohol metabolic process	1	6	16.6666666666667	0.0334449061858489	0.121077216816691	1	1	0.981816314452909	0.998503926676964	0.847694781851795
222;	GO:0006068	ethanol catabolic process	1	12	8.33333333333333	0.0612289019715984	0.144509592392738	1	1	0.998503926676964	0.998503926676964	1
55388; 63967;	GO:0006260	DNA replication	2	136	1.47058823529412	0.144402250035361	0.222936807072136	1	1	0.998503926676964	0.998503926676964	1
55388;	GO:0006270	DNA replication initiation	1	36	2.77777777777778	0.164675692686062	0.243261934519458	1	1	0.998503926676964	0.998503926676964	1
63967;	GO:0006281	DNA repair	1	210	0.476190476190476	0.643166455903139	0.66811220377122	1	1	0.998503926676964	0.998503926676964	1
4602; 3169;	GO:0006338	chromatin remodeling	2	115	1.73913043478261	0.110451704047211	0.192742916977569	1	1	0.998503926676964	0.998503926676964	1
79733; 56938;	GO:0006351	transcription, DNA-templated	2	1738	0.115074798619102	0.998503926676964	0.998503926676964	1	1	0.998503926676964	0.998503926676964	1
4602; 56938;	GO:0006355	regulation of transcription, DNA-templated	2	947	0.211193241816262	0.947914621830791	0.951002291608742	1	1	0.998503926676964	0.998503926676964	1
4605; 56938; 3169; 26298; 79977; 4602;	GO:0006357	regulation of transcription by RNA polymerase II	6	1213	0.494641384995878	0.54439748230728	0.574227481337816	1	1	0.998503926676964	0.998503926676964	1
4602; 4605; 3169; 5307; 79977; 26298;	GO:0006366	transcription by RNA polymerase II	6	605	0.991735537190083	0.0765893703159886	0.15885202732205	1	1	0.998503926676964	0.998503926676964	1
165545;	GO:0006396	RNA processing	1	77	1.2987012987013	0.315934651102408	0.379367924130767	1	1	0.998503926676964	0.998503926676964	1
54845;	GO:0006397	mRNA processing	1	168	0.595238095238095	0.561553381156992	0.589296222815515	1	1	0.998503926676964	0.998503926676964	1
11187;	GO:0006417	regulation of translation	1	58	1.72413793103448	0.249546393809154	0.325679191920421	1	1	0.998503926676964	0.998503926676964	1
6356; 4751;	GO:0006468	protein phosphorylation	2	464	0.431034482758621	0.663625972380044	0.685895300312261	1	1	0.998503926676964	0.998503926676964	1
2810; 131578;	GO:0006469	negative regulation of protein kinase activity	2	104	1.92307692307692	0.093659771851893	0.179175215716665	1	1	0.998503926676964	0.998503926676964	1
9787;	GO:0006470	protein dephosphorylation	1	143	0.699300699300699	0.50446531607817	0.540435886442005	1	1	0.998503926676964	0.998503926676964	1
2525; 2524;	GO:0006486	protein glycosylation	2	87	2.29885057471264	0.0694246377185286	0.150916488223915	1	1	0.998503926676964	0.998503926676964	1
11226;	GO:0006493	protein O-linked glycosylation	1	52	1.92307692307692	0.227285360241388	0.305693846962217	1	1	0.998503926676964	0.998503926676964	1
1048; 130576;	GO:0006501	C-terminal protein lipidation	2	73	2.73972602739726	0.051362682164084	0.13473464473107	1	1	0.998503926676964	0.998503926676964	0.943314178142213
388743; 4312; 4314; 4319; 4321; 4322; 124975; 64063; 56649;	GO:0006508	proteolysis	9	508	1.77165354330709	0.000917963193818094	0.0336746386999626	0.551695879484675	0.565465327391946	0.342400271294149	0.551695879484675	0.2357653756604
11065; 23624;	GO:0006511	ubiquitin-dependent protein catabolic process	2	218	0.917431192660551	0.288811929247046	0.361601927675163	1	1	0.998503926676964	0.998503926676964	1
11254;	GO:0006520	cellular amino acid metabolic process	1	31	3.2258064516129	0.144099148021041	0.222936807072136	1	1	0.998503926676964	0.998503926676964	1
4321;	GO:0006606	protein import into nucleus	1	61	1.63934426229508	0.260437620357342	0.334228279458589	1	1	0.998503926676964	0.998503926676964	1
222;	GO:0006629	lipid metabolic process	1	142	0.704225352112676	0.50203479477188	0.538769048047871	1	1	0.998503926676964	0.998503926676964	1
255738;	GO:0006641	triglyceride metabolic process	1	35	2.85714285714286	0.160599945882917	0.238960305951393	1	1	0.998503926676964	0.998503926676964	1
255738;	GO:0006644	phospholipid metabolic process	1	54	1.85185185185185	0.234777398326665	0.313715569130641	1	1	0.998503926676964	0.998503926676964	1
2525;	GO:0006672	ceramide metabolic process	1	20	5	0.0970478075547262	0.179523872233367	1	1	0.998503926676964	0.998503926676964	1
124975;	GO:0006750	glutathione biosynthetic process	1	15	6.66666666666667	0.0748229031998671	0.155712528280804	1	1	0.998503926676964	0.998503926676964	1
124975;	GO:0006751	glutathione catabolic process	1	11	9.09090909090909	0.0566537711269077	0.140720657315222	1	1	0.998503926676964	0.998503926676964	0.98522389299276
79838;	GO:0006811	ion transport	1	98	1.02040816326531	0.382561650545311	0.433194810176308	1	1	0.998503926676964	0.998503926676964	1
5349;	GO:0006813	potassium ion transport	1	76	1.31578947368421	0.312590242434654	0.377559979097543	1	1	0.998503926676964	0.998503926676964	1
5349;	GO:0006814	sodium ion transport	1	85	1.17647058823529	0.342116389181948	0.40065341394692	1	1	0.998503926676964	0.998503926676964	1
5349;	GO:0006821	chloride transport	1	31	3.2258064516129	0.144099148021041	0.222936807072136	1	1	0.998503926676964	0.998503926676964	1
11254;	GO:0006836	neurotransmitter transport	1	20	5	0.0970478075547262	0.179523872233367	1	1	0.998503926676964	0.998503926676964	1
11254;	GO:0006865	amino acid transport	1	35	2.85714285714286	0.160599945882917	0.238960305951393	1	1	0.998503926676964	0.998503926676964	1
6356;	GO:0006874	cellular calcium ion homeostasis	1	88	1.13636363636364	0.351676647543873	0.407971402800426	1	1	0.998503926676964	0.998503926676964	1
57111;	GO:0006886	intracellular protein transport	1	294	0.340136054421769	0.763947317271186	0.773999255656334	1	1	0.998503926676964	0.998503926676964	1
57111;	GO:0006887	exocytosis	1	89	1.12359550561798	0.354832734353553	0.409320157980878	1	1	0.998503926676964	0.998503926676964	1
374;	GO:0006888	ER to Golgi vesicle-mediated transport	1	190	0.526315789473684	0.60637344335366	0.633094984925177	1	1	0.998503926676964	0.998503926676964	1
3512; 56649;	GO:0006898	receptor-mediated endocytosis	2	196	1.02040816326531	0.249307245877503	0.325679191920421	1	1	0.998503926676964	0.998503926676964	1
26585; 84951; 255738; 79370; 57402; 22974;	GO:0006915	apoptotic process	6	540	1.11111111111111	0.0496829774837095	0.13473464473107	1	1	0.998503926676964	0.998503926676964	0.943314178142213
6356; 55359; 284340;	GO:0006935	chemotaxis	3	121	2.47933884297521	0.0224669380983064	0.107147723662873	1	1	0.935876295699078	0.998503926676964	0.750170582247759
7138;	GO:0006936	muscle contraction	1	105	0.952380952380952	0.403309949714651	0.4492566528467	1	1	0.998503926676964	0.998503926676964	1
4486;	GO:0006952	defense response	1	65	1.53846153846154	0.274716189381115	0.346772894792555	1	1	0.998503926676964	0.998503926676964	1
10563; 3868; 3694; 6356;	GO:0006954	inflammatory response	4	391	1.0230179028133	0.12551881467421	0.210107581085091	1	1	0.998503926676964	0.998503926676964	1
10563; 3512;	GO:0006955	immune response	2	439	0.455580865603645	0.633736910048357	0.659428946942209	1	1	0.998503926676964	0.998503926676964	1
55388;	GO:0006974	cellular response to DNA damage stimulus	1	217	0.460829493087558	0.655222246150609	0.678347737191219	1	1	0.998503926676964	0.998503926676964	1
79733; 2810;	GO:0006977	DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest	2	62	3.2258064516129	0.0386057175345771	0.121954471801536	1	1	0.989178503609966	0.998503926676964	0.853836684453771
55165;	GO:0006997	nucleus organization	1	24	4.16666666666667	0.114446477946567	0.197476275672507	1	1	0.998503926676964	0.998503926676964	1
3853; 3854; 3868; 3852; 3866; 6356;	GO:0007010	cytoskeleton organization	6	160	3.75	0.000158274379980394	0.00812475150566024	0.0957559998881385	0.0974970180679229	0.0954394511281778	0.0957559998881385	0.0568836122622308
6356; 79983;	GO:0007015	actin filament organization	2	105	1.9047619047619	0.095153334220065	0.179523872233367	1	1	0.998503926676964	0.998503926676964	1
9928;	GO:0007018	microtubule-based movement	1	126	0.793650793650794	0.461502223641561	0.506747539684852	1	1	0.998503926676964	0.998503926676964	1
9928;	GO:0007019	microtubule depolymerization	1	14	7.14285714285714	0.0703133638315967	0.150916488223915	1	1	0.998503926676964	0.998503926676964	1
653145;	GO:0007032	endosome organization	1	34	2.94117647058824	0.156504512363655	0.235713397594159	1	1	0.998503926676964	0.998503926676964	1
255738;	GO:0007041	lysosomal transport	1	13	7.69230769230769	0.065782064732448	0.147889605383898	1	1	0.998503926676964	0.998503926676964	1
126353;	GO:0007049	cell cycle	1	265	0.377358490566038	0.727699719163074	0.742157329477573	1	1	0.998503926676964	0.998503926676964	1
55771;	GO:0007050	cell cycle arrest	1	140	0.714285714285714	0.497138290816477	0.536317315486777	1	1	0.998503926676964	0.998503926676964	1
259266;	GO:0007051	spindle organization	1	21	4.76190476190476	0.101428943859667	0.183226479230366	1	1	0.998503926676964	0.998503926676964	1
4751; 151648;	GO:0007059	chromosome segregation	2	67	2.98507462686567	0.044234861726416	0.130376434562068	1	1	0.994366502754773	0.998503926676964	0.912801154176115
151648; 57082;	GO:0007062	sister chromatid cohesion	2	107	1.86915887850467	0.0981610327135687	0.179961893308209	1	1	0.998503926676964	0.998503926676964	1
9787;	GO:0007079	mitotic chromosome movement towards spindle pole	1	3	33.3333333333333	0.0192491787224047	0.101346103358986	1	1	0.908573841227698	0.998503926676964	0.709551848292747
9928; 55165;	GO:0007080	mitotic metaphase plate congression	2	39	5.12820512820513	0.0168684529554246	0.101346103358986	1	1	0.889215023587904	0.998503926676964	0.709551848292747
4751;	GO:0007088	regulation of mitotic nuclear division	1	22	4.54545454545455	0.105789034383918	0.187270497967546	1	1	0.998503926676964	0.998503926676964	1
63967;	GO:0007095	mitotic G2 DNA damage checkpoint	1	20	5	0.0970478075547262	0.179523872233367	1	1	0.998503926676964	0.998503926676964	1
3694; 6356; 79977; 55359; 25975;	GO:0007155	cell adhesion	5	464	1.07758620689655	0.0778938849454052	0.15965831486267	1	1	0.998503926676964	0.998503926676964	1
1830; 81607;	GO:0007156	homophilic cell adhesion via plasma membrane adhesion molecules	2	157	1.27388535031847	0.180184816999528	0.259586822250519	1	1	0.998503926676964	0.998503926676964	1
81607;	GO:0007157	heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules	1	52	1.92307692307692	0.227285360241388	0.305693846962217	1	1	0.998503926676964	0.998503926676964	1
3694; 1308;	GO:0007160	cell-matrix adhesion	2	93	2.1505376344086	0.0777148833792574	0.15965831486267	1	1	0.998503926676964	0.998503926676964	1
26585; 2810; 4680; 6356; 3872; 4486; 23624;	GO:0007165	signal transduction	7	1201	0.582847626977519	0.369620700210363	0.420862017245071	1	1	0.998503926676964	0.998503926676964	1
10563; 23624;	GO:0007166	cell surface receptor signaling pathway	2	255	0.784313725490196	0.354576926156865	0.409320157980878	1	1	0.998503926676964	0.998503926676964	1
55359;	GO:0007169	transmembrane receptor protein tyrosine kinase signaling pathway	1	105	0.952380952380952	0.403309949714651	0.4492566528467	1	1	0.998503926676964	0.998503926676964	1
26585;	GO:0007171	activation of transmembrane receptor protein tyrosine kinase activity	1	13	7.69230769230769	0.065782064732448	0.147889605383898	1	1	0.998503926676964	0.998503926676964	1
374; 222584; 55359; 84985;	GO:0007173	epidermal growth factor receptor signaling pathway	4	61	6.55737704918033	0.000280429208485033	0.0132880301866754	0.16937924192496	0.172744392426781	0.156451142031613	0.16937924192496	0.0930331415479075
23624;	GO:0007175	negative regulation of epidermal growth factor-activated receptor activity	1	14	7.14285714285714	0.0703133638315967	0.150916488223915	1	1	0.998503926676964	0.998503926676964	1
10563; 374; 6356;	GO:0007186	G-protein coupled receptor signaling pathway	3	1130	0.265486725663717	0.917617663612935	0.922108451526212	1	1	0.998503926676964	0.998503926676964	1
10563;	GO:0007204	positive regulation of cytosolic calcium ion concentration	1	137	0.72992700729927	0.489704026648569	0.52922400072898	1	1	0.998503926676964	0.998503926676964	1
3880; 3169;	GO:0007219	Notch signaling pathway	2	112	1.78571428571429	0.105795670929718	0.187270497967546	1	1	0.998503926676964	0.998503926676964	1
9787;	GO:0007221	positive regulation of transcription of Notch receptor target	1	18	5.55555555555556	0.0882219949067566	0.170895436674724	1	1	0.998503926676964	0.998503926676964	1
3694;	GO:0007229	integrin-mediated signaling pathway	1	87	1.14942528735632	0.348505276646809	0.405820889252238	1	1	0.998503926676964	0.998503926676964	1
10563; 26585; 7472; 374; 4680;	GO:0007267	cell-cell signaling	5	316	1.58227848101266	0.0200538723725022	0.103244666887856	1	1	0.91778235988879	0.998503926676964	0.722844211949193
25975; 26298; 4486;	GO:0007275	multicellular organism development	3	568	0.528169014084507	0.525838463218467	0.561380404406543	1	1	0.998503926676964	0.998503926676964	1
259266;	GO:0007283	spermatogenesis	1	387	0.258397932816538	0.850907472525854	0.856468959274389	1	1	0.998503926676964	0.998503926676964	1
4486;	GO:0007338	single fertilization	1	58	1.72413793103448	0.249546393809154	0.325679191920421	1	1	0.998503926676964	0.998503926676964	1
3854;	GO:0007398	ectoderm development	1	13	7.69230769230769	0.065782064732448	0.147889605383898	1	1	0.998503926676964	0.998503926676964	1
4060;	GO:0007409	axonogenesis	1	102	0.980392156862745	0.394503724086238	0.443456740943654	1	1	0.998503926676964	0.998503926676964	1
79977;	GO:0007420	brain development	1	201	0.497512437810945	0.62705115012789	0.653576156478478	1	1	0.998503926676964	0.998503926676964	1
3868;	GO:0007568	aging	1	154	0.649350649350649	0.530438104790787	0.564334840330094	1	1	0.998503926676964	0.998503926676964	1
388743;	GO:0007586	digestion	1	34	2.94117647058824	0.156504512363655	0.235713397594159	1	1	0.998503926676964	0.998503926676964	1
1277; 653145;	GO:0007596	blood coagulation	2	171	1.16959064327485	0.204724044544415	0.28467271205273	1	1	0.998503926676964	0.998503926676964	1
1277; 1301; 4060;	GO:0007601	visual perception	3	197	1.52284263959391	0.0734157075798881	0.155712528280804	1	1	0.998503926676964	0.998503926676964	1
1277; 1301;	GO:0007605	sensory perception of sound	2	136	1.47058823529412	0.144402250035361	0.222936807072136	1	1	0.998503926676964	0.998503926676964	1
5266;	GO:0007620	copulation	1	2	50	0.014471553911037	0.101346103358986	1	1	0.868293234662223	0.998503926676964	0.709551848292747
56938;	GO:0007623	circadian rhythm	1	79	1.26582278481013	0.32257521705971	0.383602960827763	1	1	0.998503926676964	0.998503926676964	1
81607;	GO:0008037	cell recognition	1	23	4.34782608695652	0.110128179209321	0.192724313616312	1	1	0.998503926676964	0.998503926676964	1
84951;	GO:0008104	protein localization	1	71	1.40845070422535	0.295623843972797	0.367887450277258	1	1	0.998503926676964	0.998503926676964	1
124975;	GO:0008150	biological_process	1	611	0.16366612111293	0.951133176548044	0.952679734558691	1	1	0.998503926676964	0.998503926676964	1
255738;	GO:0008203	cholesterol metabolic process	1	64	1.5625	0.271172341972617	0.343002387382201	1	1	0.998503926676964	0.998503926676964	1
79733; 3868; 374; 9787; 222584; 79977; 55388; 84985; 26298; 22974;	GO:0008283	cell proliferation	10	365	2.73972602739726	1.41465025628174e-05	0.0017428491157391	0.00865765956844422	0.00871424557869549	0.00865765956844422	0.00865765956844422	0.0122021643692373
26585; 3853; 7472; 374; 4680; 57111; 4486; 9928;	GO:0008284	positive regulation of cell proliferation	8	477	1.67714884696017	0.00247953992055128	0.0610958636423835	1	1	0.55311042790823	0.998503926676964	0.42774888756146
6356;	GO:0008360	regulation of cell shape	1	159	0.628930817610063	0.5417939057366	0.572461485306596	1	1	0.998503926676964	0.998503926676964	1
54845;	GO:0008380	RNA splicing	1	169	0.591715976331361	0.563696117051917	0.590538789292484	1	1	0.998503926676964	0.998503926676964	1
54845;	GO:0008543	fibroblast growth factor receptor signaling pathway	1	82	1.21951219512195	0.332416584360569	0.392277042080671	1	1	0.998503926676964	0.998503926676964	1
3868; 3852; 3866; 3872; 79977; 1308;	GO:0008544	epidermis development	6	82	7.31707317073171	4.38135850422405e-06	0.000674729209650504	0.00268577276308934	0.00269891683860202	0.00268577276308934	0.00268577276308934	0.00472396413810588
259266;	GO:0008584	male gonad development	1	92	1.08695652173913	0.364210017735048	0.416240020268626	1	1	0.998503926676964	0.998503926676964	1
151648; 57082;	GO:0008608	attachment of spindle microtubules to kinetochore	2	9	22.2222222222222	0.00124336246840029	0.0382955640267289	0.742287393634972	0.765911280534578	0.411552977040496	0.742287393634972	0.26811774045548
2810;	GO:0008630	intrinsic apoptotic signaling pathway in response to DNA damage	1	44	2.27272727272727	0.196584095084235	0.275844652783346	1	1	0.998503926676964	0.998503926676964	1
255738;	GO:0009267	cellular response to starvation	1	63	1.58730158730159	0.267611352780174	0.339194636445653	1	1	0.998503926676964	0.998503926676964	1
2525; 11226;	GO:0009312	oligosaccharide biosynthetic process	2	34	5.88235294117647	0.0131643391878788	0.101346103358986	1	1	0.855682047212125	0.998503926676964	0.709551848292747
6356;	GO:0009314	response to radiation	1	29	3.44827586206897	0.135728733985959	0.217731510769143	1	1	0.998503926676964	0.998503926676964	1
6356; 4486;	GO:0009615	response to virus	2	106	1.88679245283019	0.0966537879125191	0.179523872233367	1	1	0.998503926676964	0.998503926676964	1
11254;	GO:0009636	response to toxic substance	1	74	1.35135135135135	0.305852787818102	0.372342524300298	1	1	0.998503926676964	0.998503926676964	1
56938;	GO:0009649	entrainment of circadian clock	1	7	14.2857142857143	0.0381314611403215	0.121077216816691	1	1	0.989178503609966	0.998503926676964	0.847694781851795
3169; 5307;	GO:0009653	anatomical structure morphogenesis	2	139	1.43884892086331	0.149418703768873	0.227264003757101	1	1	0.998503926676964	0.998503926676964	1
