Genes	Process	name	num_of_Genes	gene_group	percentage%	P-value	Benjamini and Hochberg (FDR)	 Hommel singlewise process	Bonferroni single-step process	Hommel singlewise process	Hochberg step-up process	Benjamini and Yekutieli
4256; 1301; 4920;	GO:0001502	cartilage condensation	3	20	15	0.0001823698125063	0.00514926529429553	0.169239186005846	0.175075020006048	0.131488634817042	0.16905681619334	0.0383345792739219
1290; 4256; 6678; 1301; 4318; 7291;	GO:0001503	ossification	6	74	8.10810810810811	2.50647831889772e-06	0.000218747198740165	0.00238115440295283	0.00240621918614181	0.00237363496799614	0.00238115440295283	0.00162850064073081
5740;	GO:0001516	prostaglandin biosynthetic process	1	14	7.14285714285714	0.0703133638315967	0.112689197459654	1	1	0.907423808073593	0.907423808073593	0.838933852974602
348;	GO:0001523	retinoid metabolic process	1	61	1.63934426229508	0.260437620357342	0.287049501197529	1	1	0.907423808073593	0.907423808073593	1
2335; 347; 4313; 2260; 4240; 2191;	GO:0001525	angiogenesis	6	226	2.65486725663717	0.00093733067993429	0.0132329037167194	0.837036297181321	0.899837452736918	0.314005777777987	0.837036297181321	0.0985145972406448
2099;	GO:0001547	antral ovarian follicle growth	1	3	33.3333333333333	0.0192491787224047	0.0638195406695263	1	1	0.832592643219522	0.907423808073593	0.47511540019729
8839;	GO:0001558	regulation of cell growth	1	79	1.26582278481013	0.32257521705971	0.341424706038943	1	1	0.907423808073593	0.907423808073593	1
1277; 1278; 1289; 4016;	GO:0001568	blood vessel development	4	41	9.75609756097561	6.64638425242892e-05	0.00274631534156526	0.0623430842877832	0.0638052888233176	0.0596180667442874	0.0623430842877832	0.0204454105887789
6423;	GO:0001569	branching involved in blood vessel morphogenesis	1	30	3.33333333333333	0.139924021913819	0.174905027392274	1	1	0.907423808073593	0.907423808073593	1
1277; 1291; 10457; 7291; 6422; 22801;	GO:0001649	osteoblast differentiation	6	101	5.94059405940594	1.35678106749637e-05	0.000766182249880304	0.0128080132771657	0.0130250982479652	0.0126859029810911	0.0128080132771657	0.00570397377444243
2737;	GO:0001656	metanephros development	1	28	3.57142857142857	0.131513187863543	0.167443846616713	1	1	0.907423808073593	0.907423808073593	1
2260; 6422;	GO:0001657	ureteric bud development	2	38	5.26315789473684	0.0160958679392817	0.0623065855714132	1	1	0.799020555427036	0.907423808073593	0.463851949232596
2737;	GO:0001658	branching involved in ureteric bud morphogenesis	1	43	2.32558139534884	0.192662506247941	0.222838561443402	1	1	0.907423808073593	0.907423808073593	1
4313; 7043; 10631;	GO:0001666	response to hypoxia	3	157	1.91082802547771	0.0428971203644563	0.0872483804022839	1	1	0.907423808073593	0.907423808073593	0.649535373280902
4010; 2737; 7043; 2260; 2625; 7291;	GO:0001701	in utero embryonic development	6	171	3.50877192982456	0.000224148852897121	0.0053756132843422	0.206889391224043	0.215182898781237	0.149283136029483	0.206889391224043	0.0400196652953295
2625;	GO:0001709	cell fate determination	1	17	5.88235294117647	0.083777116024585	0.123923006754394	1	1	0.907423808073593	0.907423808073593	0.92256585255994
4920;	GO:0001756	somitogenesis	1	42	2.38095238095238	0.188721967914471	0.219337880384858	1	1	0.907423808073593	0.907423808073593	1
2260;	GO:0001759	organ induction	1	10	10	0.0520565672824588	0.0955531636542264	1	1	0.907423808073593	0.907423808073593	0.711361741457546
2260; 2625; 7291;	GO:0001764	neuron migration	3	103	2.9126213592233	0.0148715601986066	0.058994618969679	1	1	0.781810881925531	0.907423808073593	0.43919545185084
6363;	GO:0001768	establishment of T cell polarity	1	6	16.6666666666667	0.0334449061858489	0.078119488901253	1	1	0.903012467017921	0.907423808073593	0.581573791399117
6363;	GO:0001771	immunological synapse formation	1	11	9.09090909090909	0.0566537711269077	0.0996110261572004	1	1	0.907423808073593	0.907423808073593	0.741571187448853
2625;	GO:0001806	type IV hypersensitivity	1	1	100	0.00967088926059922	0.0507325338260943	1	1	0.695125100453372	0.907423808073593	0.377686956987405
10457;	GO:0001818	negative regulation of cytokine production	1	9	11.1111111111111	0.0474371850266357	0.0912619190893193	1	1	0.907423808073593	0.907423808073593	0.679414843103045
1634; 2625; 5176; 23213;	GO:0001822	kidney development	4	84	4.76190476190476	0.000887118596292757	0.0129035432188037	0.793971143682018	0.851633852441047	0.305168797124709	0.793971143682018	0.0960626171239799
2625;	GO:0001823	mesonephros development	1	11	9.09090909090909	0.0566537711269077	0.0996110261572004	1	1	0.907423808073593	0.907423808073593	0.741571187448853
7291;	GO:0001843	neural tube closure	1	74	1.35135135135135	0.305852787818102	0.325880883801751	1	1	0.907423808073593	0.907423808073593	1
8406;	GO:0001845	phagolysosome assembly	1	4	25	0.0240038731582409	0.0671828519880796	1	1	0.857008849765549	0.907423808073593	0.500154142036207
716;	GO:0001867	complement activation, lectin pathway	1	10	10	0.0520565672824588	0.0955531636542264	1	1	0.907423808073593	0.907423808073593	0.711361741457546
1634;	GO:0001890	placenta development	1	36	2.77777777777778	0.164675692686062	0.198603850475652	1	1	0.907423808073593	0.907423808073593	1
2335;	GO:0001932	regulation of protein phosphorylation	1	37	2.7027027027027	0.168731846455733	0.202225433954437	1	1	0.907423808073593	0.907423808073593	1
2192;	GO:0001933	negative regulation of protein phosphorylation	1	66	1.51515151515152	0.27824297669269	0.302164318580297	1	1	0.907423808073593	0.907423808073593	1
4318; 10457;	GO:0001934	positive regulation of protein phosphorylation	2	138	1.44927536231884	0.14774255157288	0.18176761162025	1	1	0.907423808073593	0.907423808073593	1
348; 6678; 23213;	GO:0001937	negative regulation of endothelial cell proliferation	3	28	10.7142857142857	0.000450035680721328	0.00785516824531772	0.408632398094966	0.432034253492475	0.218121745549945	0.407732326733523	0.0584791329636324
7060;	GO:0001938	positive regulation of endothelial cell proliferation	1	70	1.42857142857143	0.2921811452629	0.315871508392324	1	1	0.907423808073593	0.907423808073593	1
10631;	GO:0001953	negative regulation of cell-matrix adhesion	1	18	5.55555555555556	0.0882219949067566	0.127358067835318	1	1	0.907423808073593	0.907423808073593	0.948138747680206
6422;	GO:0001954	positive regulation of cell-matrix adhesion	1	23	4.34782608695652	0.110128179209321	0.148696275725666	1	1	0.907423808073593	0.907423808073593	1
4313;	GO:0001955	blood vessel maturation	1	8	12.5	0.0427955184494293	0.087226534419219	1	1	0.907423808073593	0.907423808073593	0.649372737152881
1277; 4313; 1513;	GO:0001957	intramembranous ossification	3	6	50	9.08743398408962e-06	0.000545246039045377	0.00858762511496469	0.00872393662472604	0.00856036281301242	0.00858762511496469	0.00405917666171373
1277;	GO:0001958	endochondral ossification	1	26	3.84615384615385	0.123020933257398	0.160462086857476	1	1	0.907423808073593	0.907423808073593	1
633;	GO:0001974	blood vessel remodeling	1	32	3.125	0.148254208227766	0.18176761162025	1	1	0.907423808073593	0.907423808073593	1
348;	GO:0002021	response to dietary excess	1	10	10	0.0520565672824588	0.0955531636542264	1	1	0.907423808073593	0.907423808073593	0.711361741457546
79570;	GO:0002028	regulation of sodium ion transport	1	19	5.26315789473684	0.0926455249139971	0.130601621024137	1	1	0.907423808073593	0.907423808073593	0.972285929800287
2737;	GO:0002052	positive regulation of neuroblast proliferation	1	20	5	0.0970478075547262	0.13502303659788	1	1	0.907423808073593	0.907423808073593	1
2260; 5396;	GO:0002053	positive regulation of mesenchymal cell proliferation	2	26	7.69230769230769	0.00809938985783121	0.0507325338260943	1	1	0.663981502762809	0.907423808073593	0.377686956987405
2260;	GO:0002062	chondrocyte differentiation	1	38	2.63157894736842	0.172768500433013	0.205778859076542	1	1	0.907423808073593	0.907423808073593	1
1301; 23213; 6423;	GO:0002063	chondrocyte development	3	14	21.4285714285714	7.15186286865954e-05	0.00274631534156526	0.0670129550793399	0.0686578835391316	0.0639376540458163	0.0669414364506533	0.0204454105887789
2099;	GO:0002064	epithelial cell development	1	11	9.09090909090909	0.0566537711269077	0.0996110261572004	1	1	0.907423808073593	0.907423808073593	0.741571187448853
2625;	GO:0002088	lens development in camera-type eye	1	33	3.03030303030303	0.152389298002329	0.186599140411015	1	1	0.907423808073593	0.907423808073593	1
6424;	GO:0002092	positive regulation of receptor internalization	1	23	4.34782608695652	0.110128179209321	0.148696275725666	1	1	0.907423808073593	0.907423808073593	1
1513;	GO:0002224	toll-like receptor signaling pathway	1	45	2.22222222222222	0.20048682463311	0.231053243274653	1	1	0.907423808073593	0.907423808073593	1
6422;	GO:0002244	hematopoietic progenitor cell differentiation	1	58	1.72413793103448	0.249546393809154	0.277595061479476	1	1	0.907423808073593	0.907423808073593	1
3956;	GO:0002317	plasma cell differentiation	1	3	33.3333333333333	0.0192491787224047	0.0638195406695263	1	1	0.832592643219522	0.907423808073593	0.47511540019729
6363;	GO:0002407	dendritic cell chemotaxis	1	17	5.88235294117647	0.083777116024585	0.123923006754394	1	1	0.907423808073593	0.907423808073593	0.92256585255994
6363;	GO:0002408	myeloid dendritic cell chemotaxis	1	3	33.3333333333333	0.0192491787224047	0.0638195406695263	1	1	0.832592643219522	0.907423808073593	0.47511540019729
26471;	GO:0002526	acute inflammatory response	1	17	5.88235294117647	0.083777116024585	0.123923006754394	1	1	0.907423808073593	0.907423808073593	0.92256585255994
6363;	GO:0002548	monocyte chemotaxis	1	43	2.32558139534884	0.192662506247941	0.222838561443402	1	1	0.907423808073593	0.907423808073593	1
2625;	GO:0002572	pro-T cell differentiation	1	1	100	0.00967088926059922	0.0507325338260943	1	1	0.695125100453372	0.907423808073593	0.377686956987405
3671; 2335; 6678; 7043;	GO:0002576	platelet degranulation	4	124	3.2258064516129	0.00350256299001761	0.0305678224583355	1	1	0.501847598371404	0.907423808073593	0.227567341414392
6363;	GO:0002606	positive regulation of dendritic cell antigen processing and presentation	1	7	14.2857142857143	0.0381314611403215	0.0826325117262046	1	1	0.907423808073593	0.907423808073593	0.615171755644577
1289;	GO:0003007	heart morphogenesis	1	31	3.2258064516129	0.144099148021041	0.178037557400514	1	1	0.907423808073593	0.907423808073593	1
10631;	GO:0003073	regulation of systemic arterial blood pressure	1	12	8.33333333333333	0.0612289019715984	0.103667982174135	1	1	0.907423808073593	0.907423808073593	0.771773884951014
23213;	GO:0003094	glomerular filtration	1	10	10	0.0520565672824588	0.0955531636542264	1	1	0.907423808073593	0.907423808073593	0.711361741457546
6423;	GO:0003151	outflow tract morphogenesis	1	42	2.38095238095238	0.188721967914471	0.219337880384858	1	1	0.907423808073593	0.907423808073593	1
2625; 7291;	GO:0003180	aortic valve morphogenesis	2	6	33.3333333333333	0.000639021504395654	0.0100047299011488	0.57639739696488	0.613460644219828	0.260720773793427	0.575119353956088	0.0744819094744729
7291;	GO:0003183	mitral valve morphogenesis	1	7	14.2857142857143	0.0381314611403215	0.0826325117262046	1	1	0.907423808073593	0.907423808073593	0.615171755644577
7291;	GO:0003203	endocardial cushion morphogenesis	1	16	6.25	0.0793107862791833	0.120092042315483	1	1	0.907423808073593	0.907423808073593	0.894045587709397
6423;	GO:0003214	cardiac left ventricle morphogenesis	1	10	10	0.0520565672824588	0.0955531636542264	1	1	0.907423808073593	0.907423808073593	0.711361741457546
2625;	GO:0003215	cardiac right ventricle morphogenesis	1	13	7.69230769230769	0.065782064732448	0.107765839834727	1	1	0.907423808073593	0.907423808073593	0.802281081680079
3776;	GO:0003231	cardiac ventricle development	1	5	20	0.028735746167264	0.0725955692646671	1	1	0.879899043402449	0.907423808073593	0.540450034298067
7291;	GO:0003253	cardiac neural crest cell migration involved in outflow tract morphogenesis	1	4	25	0.0240038731582409	0.0671828519880796	1	1	0.857008849765549	0.907423808073593	0.500154142036207
2625;	GO:0003281	ventricular septum development	1	28	3.57142857142857	0.131513187863543	0.167443846616713	1	1	0.907423808073593	0.907423808073593	1
1311;	GO:0003417	growth plate cartilage development	1	5	20	0.028735746167264	0.0725955692646671	1	1	0.879899043402449	0.907423808073593	0.540450034298067
347;	GO:0006006	glucose metabolic process	1	56	1.78571428571429	0.242197515010149	0.271306434550458	1	1	0.907423808073593	0.907423808073593	1
1301;	GO:0006029	proteoglycan metabolic process	1	8	12.5	0.0427955184494293	0.087226534419219	1	1	0.907423808073593	0.907423808073593	0.649372737152881
5167;	GO:0006091	generation of precursor metabolites and energy	1	50	2	0.219720710746885	0.249623529369243	1	1	0.907423808073593	0.907423808073593	1
2099; 2625;	GO:0006338	chromatin remodeling	2	115	1.73913043478261	0.110451704047211	0.148923645906352	1	1	0.907423808073593	0.907423808073593	1
26471; 4010; 2099; 3223; 2260; 7291; 165; 29995; 11178;	GO:0006351	transcription, DNA-templated	9	1738	0.517836593785961	0.475430356385945	0.488665034400972	1	1	0.907423808073593	0.907423808073593	1
4010; 2099; 1382; 51450; 11178;	GO:0006355	regulation of transcription, DNA-templated	5	947	0.527983104540655	0.492446184469799	0.504533977685172	1	1	0.907423808073593	0.907423808073593	1
26471; 348; 2099; 3223; 51450;	GO:0006357	regulation of transcription by RNA polymerase II	5	1213	0.412201154163232	0.710490368238612	0.715709080282337	1	1	0.907423808073593	0.907423808073593	1
2099; 2737; 2625; 5396; 56917;	GO:0006366	transcription by RNA polymerase II	5	605	0.826446280991736	0.17445950645428	0.207535472361969	1	1	0.907423808073593	0.907423808073593	1
2099;	GO:0006367	transcription initiation from RNA polymerase II promoter	1	160	0.625	0.544032223817345	0.553839803674073	1	1	0.907423808073593	0.907423808073593	1
2260;	GO:0006468	protein phosphorylation	1	464	0.21551724137931	0.898249202877279	0.899185854809373	1	1	0.907423808073593	0.907423808073593	1
1634; 633; 127435; 146760; 131578;	GO:0006469	negative regulation of protein kinase activity	5	104	4.80769230769231	0.000189677827374668	0.00520259183656232	0.175641668148943	0.182090714279681	0.134860935263389	0.175641668148943	0.0387315777669292
26471;	GO:0006473	protein acetylation	1	13	7.69230769230769	0.065782064732448	0.107765839834727	1	1	0.907423808073593	0.907423808073593	0.802281081680079
2134;	GO:0006486	protein glycosylation	1	87	1.14942528735632	0.348505276646809	0.365245704782682	1	1	0.907423808073593	0.907423808073593	1
146760;	GO:0006501	C-terminal protein lipidation	1	73	1.36986301369863	0.302459586409567	0.323702567394854	1	1	0.907423808073593	0.907423808073593	1
8038; 4313; 716; 4318; 4320; 1513; 2191; 5118; 6422;	GO:0006508	proteolysis	9	508	1.77165354330709	0.000917963193818094	0.0131529054636622	0.820659095273376	0.881244666065371	0.310271559510516	0.820659095273376	0.0979190366706755
23194;	GO:0006511	ubiquitin-dependent protein catabolic process	1	218	0.458715596330275	0.656911256848908	0.66382611218416	1	1	0.907423808073593	0.907423808073593	1
165; 119587;	GO:0006518	peptide metabolic process	2	13	15.3846153846154	0.00234387734465391	0.0234387734465391	1	1	0.443603280041521	0.907423808073593	0.174493926301533
347;	GO:0006629	lipid metabolic process	1	142	0.704225352112676	0.50203479477188	0.512716386150005	1	1	0.907423808073593	0.907423808073593	1
54898;	GO:0006636	unsaturated fatty acid biosynthetic process	1	11	9.09090909090909	0.0566537711269077	0.0996110261572004	1	1	0.907423808073593	0.907423808073593	0.741571187448853
348;	GO:0006641	triglyceride metabolic process	1	35	2.85714285714286	0.160599945882917	0.194666601070202	1	1	0.907423808073593	0.907423808073593	1
340075;	GO:0006687	glycosphingolipid metabolic process	1	48	2.08333333333333	0.212082753283378	0.242380289466718	1	1	0.907423808073593	0.907423808073593	1
5740;	GO:0006690	icosanoid metabolic process	1	8	12.5	0.0427955184494293	0.087226534419219	1	1	0.907423808073593	0.907423808073593	0.649372737152881
348;	GO:0006695	cholesterol biosynthetic process	1	41	2.4390243902439	0.184762389447543	0.216307187645904	1	1	0.907423808073593	0.907423808073593	1
348;	GO:0006707	cholesterol catabolic process	1	11	9.09090909090909	0.0566537711269077	0.0996110261572004	1	1	0.907423808073593	0.907423808073593	0.741571187448853
5167;	GO:0006771	riboflavin metabolic process	1	7	14.2857142857143	0.0381314611403215	0.0826325117262046	1	1	0.907423808073593	0.907423808073593	0.615171755644577
5167;	GO:0006796	phosphate-containing compound metabolic process	1	19	5.26315789473684	0.0926455249139971	0.130601621024137	1	1	0.907423808073593	0.907423808073593	0.972285929800287
347;	GO:0006869	lipid transport	1	73	1.36986301369863	0.302459586409567	0.323702567394854	1	1	0.907423808073593	0.907423808073593	1
348; 6363;	GO:0006874	cellular calcium ion homeostasis	2	88	2.27272727272727	0.0707849214772189	0.11325587436355	1	1	0.907423808073593	0.907423808073593	0.843152575346349
348; 6678; 5167; 81035;	GO:0006898	receptor-mediated endocytosis	4	196	2.04081632653061	0.0163250500477895	0.0629399519914776	1	1	0.799927452341686	0.907423808073593	0.468567153024153
4240; 81035;	GO:0006910	phagocytosis, recognition	2	84	2.38095238095238	0.0653972728249461	0.107765839834727	1	1	0.907423808073593	0.907423808073593	0.802281081680079
4240;	GO:0006911	phagocytosis, engulfment	1	100	1	0.388561550339369	0.405455530788907	1	1	0.907423808073593	0.907423808073593	1
8406;	GO:0006914	autophagy	1	118	0.847457627118644	0.440027880042395	0.454711264629386	1	1	0.907423808073593	0.907423808073593	1
3956; 1311; 23213; 6423;	GO:0006915	apoptotic process	4	540	0.740740740740741	0.270735443410725	0.295153569494005	1	1	0.907423808073593	0.907423808073593	1
22801;	GO:0006929	substrate-dependent cell migration	1	6	16.6666666666667	0.0334449061858489	0.078119488901253	1	1	0.903012467017921	0.907423808073593	0.581573791399117
10398; 59;	GO:0006936	muscle contraction	2	105	1.9047619047619	0.095153334220065	0.133940177201265	1	1	0.907423808073593	0.907423808073593	0.997140377788104
10398;	GO:0006937	regulation of muscle contraction	1	11	9.09090909090909	0.0566537711269077	0.0996110261572004	1	1	0.907423808073593	0.907423808073593	0.741571187448853
2625; 81035;	GO:0006952	defense response	2	65	3.07692307692308	0.0419482268192972	0.087226534419219	1	1	0.907423808073593	0.907423808073593	0.649372737152881
2335;	GO:0006953	acute-phase response	1	37	2.7027027027027	0.168731846455733	0.202225433954437	1	1	0.907423808073593	0.907423808073593	1
6363;	GO:0006954	inflammatory response	1	391	0.255754475703325	0.853831985224478	0.85561451546503	1	1	0.907423808073593	0.907423808073593	1
715; 5167; 6363;	GO:0006955	immune response	3	439	0.683371298405467	0.362293589399655	0.378869113097679	1	1	0.907423808073593	0.907423808073593	1
715; 716;	GO:0006956	complement activation	2	91	2.1978021978022	0.0749176435942357	0.116001512662042	1	1	0.907423808073593	0.907423808073593	0.863592945573081
715; 716;	GO:0006958	complement activation, classical pathway	2	149	1.34228187919463	0.166382305838487	0.20041030565238	1	1	0.907423808073593	0.907423808073593	1
2625;	GO:0006959	humoral immune response	1	57	1.75438596491228	0.245880816677305	0.274471609314201	1	1	0.907423808073593	0.907423808073593	1
7060;	GO:0006986	response to unfolded protein	1	50	2	0.219720710746885	0.249623529369243	1	1	0.907423808073593	0.907423808073593	1
348;	GO:0007010	cytoskeleton organization	1	160	0.625	0.544032223817345	0.553839803674073	1	1	0.907423808073593	0.907423808073593	1
2335;	GO:0007044	cell-substrate junction assembly	1	5	20	0.028735746167264	0.0725955692646671	1	1	0.879899043402449	0.907423808073593	0.540450034298067
2619;	GO:0007050	cell cycle arrest	1	140	0.714285714285714	0.497138290816477	0.508256399556781	1	1	0.907423808073593	0.907423808073593	1
83987;	GO:0007088	regulation of mitotic nuclear division	1	22	4.54545454545455	0.105789034383918	0.144257774159888	1	1	0.907423808073593	0.907423808073593	1
6363;	GO:0007154	cell communication	1	28	3.57142857142857	0.131513187863543	0.167443846616713	1	1	0.907423808073593	0.907423808073593	1
3671; 8038; 8839; 2335; 1291; 1292; 1293; 1289; 1311; 8406; 1805; 4240; 2191; 10457; 10631; 1303; 22801; 11117;	GO:0007155	cell adhesion	18	464	3.87931034482759	1.69132485794421e-11	4.0591796590661e-09	1.61859788905261e-08	1.62367186362644e-08	1.61859788905261e-08	1.61859788905261e-08	3.02192517833458e-08
1281; 22801; 11117;	GO:0007160	cell-matrix adhesion	3	93	3.2258064516129	0.0114020285517845	0.0565278343254897	1	1	0.729729827314209	0.907423808073593	0.420831054972876
2335;	GO:0007161	calcium-independent cell-matrix adhesion	1	4	25	0.0240038731582409	0.0671828519880796	1	1	0.857008849765549	0.907423808073593	0.500154142036207
2192;	GO:0007162	negative regulation of cell adhesion	1	43	2.32558139534884	0.192662506247941	0.222838561443402	1	1	0.907423808073593	0.907423808073593	1
8839; 148252; 2099; 3956; 6678; 2625; 1382; 4920; 10457; 57758;	GO:0007165	signal transduction	10	1201	0.832639467110741	0.0687001701108872	0.112163543038183	1	1	0.907423808073593	0.907423808073593	0.835020529434468
4920;	GO:0007169	transmembrane receptor protein tyrosine kinase signaling pathway	1	105	0.952380952380952	0.403309949714651	0.419477304145249	1	1	0.907423808073593	0.907423808073593	1
1281; 1278; 7043;	GO:0007179	transforming growth factor beta receptor signaling pathway	3	90	3.33333333333333	0.0104637555395752	0.0533085083945616	1	1	0.711215959260163	0.907423808073593	0.396864236785343
3776; 348; 5157; 6424; 6422; 6423; 6363;	GO:0007186	G-protein coupled receptor signaling pathway	7	1130	0.619469026548673	0.313243151638418	0.333015975163766	1	1	0.907423808073593	0.907423808073593	1
2099;	GO:0007200	phospholipase C-activating G-protein coupled receptor signaling pathway	1	65	1.53846153846154	0.274716189381115	0.298672187775618	1	1	0.907423808073593	0.907423808073593	1
2099;	GO:0007204	positive regulation of cytosolic calcium ion concentration	1	137	0.72992700729927	0.489704026648569	0.502260540152378	1	1	0.907423808073593	0.907423808073593	1
4920;	GO:0007223	Wnt signaling pathway, calcium modulating pathway	1	37	2.7027027027027	0.168731846455733	0.202225433954437	1	1	0.907423808073593	0.907423808073593	1
2737; 4920;	GO:0007224	smoothened signaling pathway	2	64	3.125	0.0408222604216388	0.087226534419219	1	1	0.907423808073593	0.907423808073593	0.649372737152881
1281; 2192; 22801;	GO:0007229	integrin-mediated signaling pathway	3	87	3.44827586206897	0.00957215233244124	0.0507325338260943	1	1	0.691481887138627	0.907423808073593	0.377686956987405
4920;	GO:0007254	JNK cascade	1	48	2.08333333333333	0.212082753283378	0.242380289466718	1	1	0.907423808073593	0.907423808073593	1
6363;	GO:0007257	activation of JUN kinase activity	1	36	2.77777777777778	0.164675692686062	0.198603850475652	1	1	0.907423808073593	0.907423808073593	1
348;	GO:0007263	nitric oxide mediated signal transduction	1	18	5.55555555555556	0.0882219949067566	0.127358067835318	1	1	0.907423808073593	0.907423808073593	0.948138747680206
1278;	GO:0007266	Rho protein signal transduction	1	80	1.25	0.325871527618377	0.344533773693438	1	1	0.907423808073593	0.907423808073593	1
8839; 10457; 6423;	GO:0007267	cell-cell signaling	3	316	0.949367088607595	0.201637642604881	0.232100883573964	1	1	0.907423808073593	0.907423808073593	1
348;	GO:0007271	synaptic transmission, cholinergic	1	29	3.44827586206897	0.135728733985959	0.170549194537331	1	1	0.907423808073593	0.907423808073593	1
4010; 3223; 4320; 5176; 4920; 5118; 51450; 57758; 56944; 2260;	GO:0007275	multicellular organism development	10	568	1.76056338028169	0.000497579844238927	0.00852994018695303	0.450309759036229	0.47767665046937	0.231374627571101	0.450309759036229	0.0635025871867219
4240;	GO:0007338	single fertilization	1	58	1.72413793103448	0.249546393809154	0.277595061479476	1	1	0.907423808073593	0.907423808073593	1
4060;	GO:0007409	axonogenesis	1	102	0.980392156862745	0.394503724086238	0.41076309666246	1	1	0.907423808073593	0.907423808073593	1
2737; 2625;	GO:0007411	axon guidance	2	191	1.04712041884817	0.240343087083458	0.269858904795462	1	1	0.907423808073593	0.907423808073593	1
7077; 2260;	GO:0007417	central nervous system development	2	118	1.69491525423729	0.115161059278976	0.153548079038635	1	1	0.907423808073593	0.907423808073593	1
347;	GO:0007420	brain development	1	201	0.497512437810945	0.62705115012789	0.634988506458623	1	1	0.907423808073593	0.907423808073593	1
7043;	GO:0007435	salivary gland morphogenesis	1	7	14.2857142857143	0.0381314611403215	0.0826325117262046	1	1	0.907423808073593	0.907423808073593	0.615171755644577
2737;	GO:0007442	hindgut morphogenesis	1	4	25	0.0240038731582409	0.0671828519880796	1	1	0.857008849765549	0.907423808073593	0.500154142036207
1281; 6678; 2737; 2625;	GO:0007507	heart development	4	188	2.12765957446809	0.0142569089577451	0.0581497223322038	1	1	0.771736926705138	0.907423808073593	0.432905475460724
1293; 6876; 7291; 165; 22801;	GO:0007517	muscle organ development	5	90	5.55555555555556	9.9235239227724e-05	0.00366407037148519	0.092784948677922	0.0952658296586151	0.0852038307559048	0.092784948677922	0.0272777936449561
1634;	GO:0007519	skeletal muscle tissue development	1	47	2.12765957446809	0.208236064581996	0.238837063319852	1	1	0.907423808073593	0.907423808073593	1
8038;	GO:0007520	myoblast fusion	1	20	5	0.0970478075547262	0.13502303659788	1	1	0.907423808073593	0.907423808073593	1
7043;	GO:0007565	female pregnancy	1	87	1.14942528735632	0.348505276646809	0.365245704782682	1	1	0.907423808073593	0.907423808073593	1
4313; 4318; 2192; 5740;	GO:0007566	embryo implantation	4	38	10.5263157894737	5.04891243463534e-05	0.0023080742558333	0.0474597768855722	0.0484695593724993	0.0458441249064889	0.0474597768855722	0.0171828504599207
1281; 347; 1634; 7043; 7077; 5176;	GO:0007568	aging	6	154	3.8961038961039	0.000129450339072412	0.00416038430799737	0.120647716015488	0.124272325509516	0.103811119036693	0.120647716015488	0.0309726869659616
6423;	GO:0007584	response to nutrient	1	62	1.61290322580645	0.264033139729474	0.290345720664713	1	1	0.907423808073593	0.907423808073593	1
1277; 1278; 2625;	GO:0007596	blood coagulation	3	171	1.75438596491228	0.0526813200460893	0.0965153955042857	1	1	0.907423808073593	0.907423808073593	0.718525239748623
1277; 1301; 4060;	GO:0007601	visual perception	3	197	1.52284263959391	0.0734157075798881	0.116001512662042	1	1	0.907423808073593	0.907423808073593	0.863592945573081
