Genes	Process	name	num_of_Genes	gene_group	percentage%	P-value	Benjamini and Hochberg (FDR)	 Hommel singlewise process	Bonferroni single-step process	Hommel singlewise process	Hochberg step-up process	Benjamini and Yekutieli
460; 7143;	GO:0007158	neuron cell-cell adhesion	2	16	12.5	0.00338318060702891	0.0480151401536026	1	1	0.533396056971576	0.951133176548044	0.31158785211144
1826;	GO:0007162	negative regulation of cell adhesion	1	43	2.32558139534884	0.192662506247941	0.271345285517138	1	1	0.951133176548044	0.951133176548044	1
23418;	GO:0007163	establishment or maintenance of cell polarity	1	46	2.17391304347826	0.204370784678509	0.278276086886973	1	1	0.951133176548044	0.951133176548044	1
2890; 2891; 163404; 84435; 56961; 56896;	GO:0007165	signal transduction	6	1201	0.499583680266445	0.534556591969372	0.581862485064006	1	1	0.951133176548044	0.951133176548044	1
577; 23620; 117; 84435;	GO:0007166	cell surface receptor signaling pathway	4	255	1.56862745098039	0.0373446866187845	0.125629546078381	1	1	0.951133176548044	0.951133176548044	0.81525619417276
577; 9283; 23620; 117; 6000; 2785; 84435;	GO:0007186	G-protein coupled receptor signaling pathway	7	1130	0.619469026548673	0.313243151638418	0.384009046360718	1	1	0.951133176548044	0.951133176548044	1
9283;	GO:0007193	adenylate cyclase-inhibiting G-protein coupled receptor signaling pathway	1	56	1.78571428571429	0.242197515010149	0.318045847112971	1	1	0.951133176548044	0.951133176548044	1
2899;	GO:0007196	adenylate cyclase-inhibiting G-protein coupled glutamate receptor signaling pathway	1	9	11.1111111111111	0.0474371850266357	0.137829301376603	1	1	0.951133176548044	0.951133176548044	0.89442488008095
23620;	GO:0007200	phospholipase C-activating G-protein coupled receptor signaling pathway	1	65	1.53846153846154	0.274716189381115	0.348351456637909	1	1	0.951133176548044	0.951133176548044	1
117;	GO:0007202	activation of phospholipase C activity	1	24	4.16666666666667	0.114446477946567	0.199504370300198	1	1	0.951133176548044	0.951133176548044	1
2785;	GO:0007204	positive regulation of cytosolic calcium ion concentration	1	137	0.72992700729927	0.489704026648569	0.539405330845737	1	1	0.951133176548044	0.951133176548044	1
1607;	GO:0007205	protein kinase C-activating G-protein coupled receptor signaling pathway	1	29	3.44827586206897	0.135728733985959	0.218392113804042	1	1	0.951133176548044	0.951133176548044	1
51617;	GO:0007212	dopamine receptor signaling pathway	1	16	6.25	0.0793107862791833	0.164413933354037	1	1	0.951133176548044	0.951133176548044	1
2893; 2899;	GO:0007215	glutamate receptor signaling pathway	2	15	13.3333333333333	0.00301677393088262	0.0445275832198275	1	1	0.49890515083283	0.951133176548044	0.288955816244523
2899;	GO:0007216	G-protein coupled glutamate receptor signaling pathway	1	15	6.66666666666667	0.0748229031998671	0.159593360004341	1	1	0.951133176548044	0.951133176548044	1
23620; 22986;	GO:0007218	neuropeptide signaling pathway	2	105	1.9047619047619	0.095153334220065	0.180987527459814	1	1	0.951133176548044	0.951133176548044	1
23418; 56098;	GO:0007267	cell-cell signaling	2	316	0.632911392405063	0.45773649652001	0.516528340109736	1	1	0.951133176548044	0.951133176548044	1
2890; 2891; 3798;	GO:0007268	chemical synaptic transmission	3	265	1.13207547169811	0.141197875827239	0.221710707150005	1	1	0.951133176548044	0.951133176548044	1
1016;	GO:0007275	multicellular organism development	1	568	0.176056338028169	0.939405990553053	0.944525369248165	1	1	0.951133176548044	0.951133176548044	1
117; 11189;	GO:0007283	spermatogenesis	2	387	0.516795865633075	0.565140043488951	0.611544504537897	1	1	0.951133176548044	0.951133176548044	1
10297;	GO:0007389	pattern specification process	1	29	3.44827586206897	0.135728733985959	0.218392113804042	1	1	0.951133176548044	0.951133176548044	1
219287;	GO:0007398	ectoderm development	1	13	7.69230769230769	0.065782064732448	0.152664037020587	1	1	0.951133176548044	0.951133176548044	0.990692919727671
84530; 1641; 1826; 11341; 5454; 4661; 1995; 10814; 140767; 56896; 56098;	GO:0007399	nervous system development	11	327	3.36391437308868	7.49704375246907e-07	0.000276640914466109	0.000276640914466109	0.000276640914466109	0.000276640914466109	0.000276640914466109	0.00179522434109092
4974; 1496; 114798;	GO:0007409	axonogenesis	3	102	2.94117647058824	0.0145007181738035	0.0855025902328133	1	1	0.951133176548044	0.951133176548044	0.554857662715953
3798; 7143; 56896;	GO:0007411	axon guidance	3	191	1.57068062827225	0.0683463744177497	0.155363061400354	1	1	0.951133176548044	0.951133176548044	1
1826; 114798;	GO:0007416	synapse assembly	2	64	3.125	0.0408222604216388	0.129746208315446	1	1	0.951133176548044	0.951133176548044	0.841970725052227
1463; 1641; 5455; 63827;	GO:0007417	central nervous system development	4	118	3.38983050847458	0.00294807670428998	0.0445275832198275	1	1	0.492328809616427	0.951133176548044	0.288955816244523
6860; 56934;	GO:0007420	brain development	2	201	0.995024875621891	0.258282890917118	0.332078002607723	1	1	0.951133176548044	0.951133176548044	1
577;	GO:0007520	myoblast fusion	1	20	5	0.0970478075547262	0.18270735197803	1	1	0.951133176548044	0.951133176548044	1
5455;	GO:0007588	excretion	1	36	2.77777777777778	0.164675692686062	0.244037472293802	1	1	0.951133176548044	0.951133176548044	1
23620;	GO:0007600	sensory perception	1	11	9.09090909090909	0.0566537711269077	0.147220010886119	1	1	0.951133176548044	0.951133176548044	0.955364637759718
84530;	GO:0007605	sensory perception of sound	1	136	0.735294117647059	0.487201839861477	0.538255924876901	1	1	0.951133176548044	0.951133176548044	1
22986;	GO:0007612	learning	1	58	1.72413793103448	0.249546393809154	0.324234575054851	1	1	0.951133176548044	0.951133176548044	1
729956; 6860; 22986;	GO:0007613	memory	3	72	4.16666666666667	0.00579628970095625	0.0735208576797247	1	1	0.683962184712837	0.951133176548044	0.47710380635216
2890;	GO:0007616	long-term memory	1	35	2.85714285714286	0.160599945882917	0.239924615509297	1	1	0.951133176548044	0.951133176548044	1
460; 1826;	GO:0007626	locomotory behavior	2	81	2.46913580246914	0.0614526081364359	0.150172267565198	1	1	0.951133176548044	0.951133176548044	0.974522913973699
4978;	GO:0008038	neuron recognition	1	4	25	0.0240038731582409	0.102993362737104	1	1	0.951133176548044	0.951133176548044	0.668361699545734
10368; 3798;	GO:0008104	protein localization	2	71	2.8169014084507	0.0489431531125701	0.138193333289405	1	1	0.951133176548044	0.951133176548044	0.896787216657436
56245;	GO:0008150	biological_process	1	611	0.16366612111293	0.951133176548044	0.951133176548044	1	1	0.951133176548044	0.951133176548044	1
10297;	GO:0008283	cell proliferation	1	365	0.273972602739726	0.833756435310558	0.859374649803341	1	1	0.951133176548044	0.951133176548044	1
5455; 5454;	GO:0008284	positive regulation of cell proliferation	2	477	0.419287211740042	0.678388210177189	0.717264325373589	1	1	0.951133176548044	0.951133176548044	1
7143;	GO:0008306	associative learning	1	27	3.7037037037037	0.127277286716657	0.211555490083092	1	1	0.951133176548044	0.951133176548044	1
124925; 23544;	GO:0008344	adult locomotory behavior	2	50	4	0.0263570384828616	0.109314333357943	1	1	0.951133176548044	0.951133176548044	0.709380795870479
84530; 11189;	GO:0008380	RNA splicing	2	169	1.18343195266272	0.201193501827118	0.277016426023159	1	1	0.951133176548044	0.951133176548044	1
5454;	GO:0008544	epidermis development	1	82	1.21951219512195	0.332416584360569	0.399549575338924	1	1	0.951133176548044	0.951133176548044	1
51046;	GO:0009100	glycoprotein metabolic process	1	10	10	0.0520565672824588	0.138193333289405	1	1	0.951133176548044	0.951133176548044	0.896787216657436
51046;	GO:0009311	oligosaccharide metabolic process	1	26	3.84615384615385	0.123020933257398	0.209192278211889	1	1	0.951133176548044	0.951133176548044	1
644139;	GO:0009408	response to heat	1	43	2.32558139534884	0.192662506247941	0.271345285517138	1	1	0.951133176548044	0.951133176548044	1
2670;	GO:0009611	response to wounding	1	64	1.5625	0.271172341972617	0.345043428234123	1	1	0.951133176548044	0.951133176548044	1
388419;	GO:0009615	response to virus	1	106	0.943396226415094	0.406217087596621	0.468419079134854	1	1	0.951133176548044	0.951133176548044	1
3746;	GO:0009636	response to toxic substance	1	74	1.35135135135135	0.305852787818102	0.379998918198247	1	1	0.951133176548044	0.951133176548044	1
3746;	GO:0009642	response to light intensity	1	6	16.6666666666667	0.0334449061858489	0.119817188180371	1	1	0.951133176548044	0.951133176548044	0.77753767232007
387597;	GO:0009749	response to glucose	1	72	1.38888888888889	0.299049964679206	0.375338220974921	1	1	0.951133176548044	0.951133176548044	1
56961;	GO:0009967	positive regulation of signal transduction	1	59	1.69491525423729	0.253194330840938	0.326673804476595	1	1	0.951133176548044	0.951133176548044	1
6000;	GO:0009968	negative regulation of signal transduction	1	93	1.0752688172043	0.367305693955974	0.433021728657362	1	1	0.951133176548044	0.951133176548044	1
478; 3765;	GO:0010107	potassium ion import	2	38	5.26315789473684	0.0160958679392817	0.0928027385874213	1	1	0.951133176548044	0.951133176548044	0.602231002429854
478;	GO:0010248	establishment or maintenance of transmembrane electrochemical gradient	1	13	7.69230769230769	0.065782064732448	0.152664037020587	1	1	0.951133176548044	0.951133176548044	0.990692919727671
117;	GO:0010524	positive regulation of calcium ion transport into cytosol	1	12	8.33333333333333	0.0612289019715984	0.150172267565198	1	1	0.951133176548044	0.951133176548044	0.974522913973699
2670;	GO:0010625	positive regulation of Schwann cell proliferation	1	1	100	0.00967088926059922	0.0758763641594605	1	1	0.807033993109966	0.951133176548044	0.492389551688059
5455;	GO:0010628	positive regulation of gene expression	1	298	0.335570469798658	0.768556569779764	0.803391995038904	1	1	0.951133176548044	0.951133176548044	1
5454;	GO:0010629	negative regulation of gene expression	1	160	0.625	0.544032223817345	0.590434972319412	1	1	0.951133176548044	0.951133176548044	1
84465; 1826;	GO:0010842	retina layer formation	2	22	9.09090909090909	0.00598870339999635	0.0735208576797247	1	1	0.689913413611014	0.951133176548044	0.47710380635216
57709;	GO:0010923	negative regulation of phosphatase activity	1	55	1.81818181818182	0.238496403972345	0.317708206013701	1	1	0.951133176548044	0.951133176548044	1
163404;	GO:0010976	positive regulation of neuron projection development	1	95	1.05263157894737	0.373452348860774	0.438865976845941	1	1	0.951133176548044	0.951133176548044	1
2670;	GO:0010977	negative regulation of neuron projection development	1	57	1.75438596491228	0.245880816677305	0.320600782169348	1	1	0.951133176548044	0.951133176548044	1
3746;	GO:0010996	response to auditory stimulus	1	11	9.09090909090909	0.0566537711269077	0.147220010886119	1	1	0.951133176548044	0.951133176548044	0.955364637759718
2670; 5454;	GO:0014002	astrocyte development	2	17	11.7647058823529	0.0037692961461091	0.0515137139968244	1	1	0.565388904218489	0.951133176548044	0.334291380743771
6860;	GO:0014049	positive regulation of glutamate secretion	1	7	14.2857142857143	0.0381314611403215	0.125629546078381	1	1	0.951133176548044	0.951133176548044	0.81525619417276
6860;	GO:0014059	regulation of dopamine secretion	1	22	4.54545454545455	0.105789034383918	0.19229632358456	1	1	0.951133176548044	0.951133176548044	1
3746;	GO:0014075	response to amine	1	10	10	0.0520565672824588	0.138193333289405	1	1	0.951133176548044	0.951133176548044	0.896787216657436
478;	GO:0015991	ATP hydrolysis coupled proton transport	1	27	3.7037037037037	0.127277286716657	0.211555490083092	1	1	0.951133176548044	0.951133176548044	1
10297; 219287;	GO:0016055	Wnt signaling pathway	2	184	1.08695652173913	0.227823895036773	0.309069916428563	1	1	0.951133176548044	0.951133176548044	1
10814; 114088; 6860;	GO:0016079	synaptic vesicle exocytosis	3	44	6.81818181818182	0.0015348294777402	0.0283176038643066	0.537190317209069	0.566352077286132	0.343801803013804	0.537190317209069	0.183763315837367
3798;	GO:0016192	vesicle-mediated transport	1	130	0.769230769230769	0.471931602025051	0.526111060867806	1	1	0.951133176548044	0.951133176548044	1
51617;	GO:0016197	endosomal transport	1	78	1.28205128205128	0.319262950371965	0.388805375205462	1	1	0.951133176548044	0.951133176548044	1
577;	GO:0016322	neuron remodeling	1	10	10	0.0520565672824588	0.138193333289405	1	1	0.951133176548044	0.951133176548044	0.896787216657436
1016;	GO:0016339	calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules	1	45	2.22222222222222	0.20048682463311	0.277016426023159	1	1	0.951133176548044	0.951133176548044	1
10297;	GO:0016477	cell migration	1	211	0.4739336492891	0.644913926736111	0.685801841399495	1	1	0.951133176548044	0.951133176548044	1
577;	GO:0016525	negative regulation of angiogenesis	1	76	1.31578947368421	0.312590242434654	0.384009046360718	1	1	0.951133176548044	0.951133176548044	1
114088;	GO:0016567	protein ubiquitination	1	483	0.20703933747412	0.907423808073593	0.924970677290485	1	1	0.951133176548044	0.951133176548044	1
10814;	GO:0017157	regulation of exocytosis	1	33	3.03030303030303	0.152389298002329	0.230457585913359	1	1	0.951133176548044	0.951133176548044	1
22895; 6860;	GO:0017158	regulation of calcium ion-dependent exocytosis	2	33	6.06060606060606	0.0124720097180376	0.0855025902328133	1	1	0.89798469969871	0.951133176548044	0.554857662715953
79012;	GO:0018105	peptidyl-serine phosphorylation	1	153	0.65359477124183	0.528133732728095	0.576572033658779	1	1	0.951133176548044	0.951133176548044	1
79012;	GO:0018107	peptidyl-threonine phosphorylation	1	74	1.35135135135135	0.305852787818102	0.379998918198247	1	1	0.951133176548044	0.951133176548044	1
283576;	GO:0018230	peptidyl-L-cysteine S-palmitoylation	1	22	4.54545454545455	0.105789034383918	0.19229632358456	1	1	0.951133176548044	0.951133176548044	1
283576;	GO:0018345	protein palmitoylation	1	24	4.16666666666667	0.114446477946567	0.199504370300198	1	1	0.951133176548044	0.951133176548044	1
347731;	GO:0019221	cytokine-mediated signaling pathway	1	310	0.32258064516129	0.781856402811943	0.81498591140567	1	1	0.951133176548044	0.951133176548044	1
10368; 59284;	GO:0019226	transmission of nerve impulse	2	19	10.5263157894737	0.00459987209886958	0.0606197430172456	1	1	0.616382861248524	0.951133176548044	0.393383742333485
6328;	GO:0019228	neuronal action potential	1	30	3.33333333333333	0.139924021913819	0.221596412387121	1	1	0.951133176548044	0.951133176548044	1
3798;	GO:0019886	antigen processing and presentation of exogenous peptide antigen via MHC class II	1	98	1.02040816326531	0.382561650545311	0.44814364778165	1	1	0.951133176548044	0.951133176548044	1
117;	GO:0019933	cAMP-mediated signaling	1	31	3.2258064516129	0.144099148021041	0.223414225293127	1	1	0.951133176548044	0.951133176548044	1
51412;	GO:0021510	spinal cord development	1	31	3.2258064516129	0.144099148021041	0.223414225293127	1	1	0.951133176548044	0.951133176548044	1
5992;	GO:0021516	dorsal spinal cord development	1	8	12.5	0.0427955184494293	0.129746208315446	1	1	0.951133176548044	0.951133176548044	0.841970725052227
10215;	GO:0021522	spinal cord motor neuron differentiation	1	16	6.25	0.0793107862791833	0.164413933354037	1	1	0.951133176548044	0.951133176548044	1
10215;	GO:0021530	spinal cord oligodendrocyte cell fate specification	1	3	33.3333333333333	0.0192491787224047	0.10004150631785	1	1	0.951133176548044	0.951133176548044	0.649206020764536
5992;	GO:0021537	telencephalon development	1	17	5.88235294117647	0.083777116024585	0.168009542462347	1	1	0.951133176548044	0.951133176548044	1
3746;	GO:0021549	cerebellum development	1	38	2.63157894736842	0.172768500433013	0.253990345258095	1	1	0.951133176548044	0.951133176548044	1
124925; 23544;	GO:0021680	cerebellar Purkinje cell layer development	2	10	20	0.0014873249939783	0.0283176038643066	0.522051072886384	0.548822922777993	0.337622773633074	0.522051072886384	0.183763315837367
5992;	GO:0021696	cerebellar cortex morphogenesis	1	5	20	0.028735746167264	0.109314333357943	1	1	0.951133176548044	0.951133176548044	0.709380795870479
3746;	GO:0021759	globus pallidus development	1	4	25	0.0240038731582409	0.102993362737104	1	1	0.951133176548044	0.951133176548044	0.668361699545734
63827;	GO:0021766	hippocampus development	1	57	1.75438596491228	0.245880816677305	0.320600782169348	1	1	0.951133176548044	0.951133176548044	1
10215;	GO:0021794	thalamus development	1	13	7.69230769230769	0.065782064732448	0.152664037020587	1	1	0.951133176548044	0.951133176548044	0.990692919727671
5455; 5454;	GO:0021799	cerebral cortex radially oriented cell migration	2	7	28.5714285714286	0.000819002667354796	0.0209206447196506	0.293202954913017	0.30221198425392	0.235053765530826	0.291564949578307	0.135761735405314
5455; 5454;	GO:0021869	forebrain ventricular zone progenitor cell division	2	3	66.6666666666667	0.000230400979116863	0.0106272451617653	0.0834051544403043	0.0850179612941223	0.0817923475864862	0.0834051544403043	0.068964090976785
5992;	GO:0021914	negative regulation of smoothened signaling pathway involved in ventral spinal cord patterning	1	4	25	0.0240038731582409	0.102993362737104	1	1	0.951133176548044	0.951133176548044	0.668361699545734
9283;	GO:0021940	positive regulation of cerebellar granule cell precursor proliferation	1	2	50	0.014471553911037	0.0855025902328133	1	1	0.951133176548044	0.951133176548044	0.554857662715953
1496;	GO:0021942	radial glia guided migration of Purkinje cell	1	5	20	0.028735746167264	0.109314333357943	1	1	0.951133176548044	0.951133176548044	0.709380795870479
5454;	GO:0021979	hypothalamus cell differentiation	1	4	25	0.0240038731582409	0.102993362737104	1	1	0.951133176548044	0.951133176548044	0.668361699545734
5454;	GO:0021985	neurohypophysis development	1	2	50	0.014471553911037	0.0855025902328133	1	1	0.951133176548044	0.951133176548044	0.554857662715953
5454;	GO:0022011	myelination in peripheral nervous system	1	15	6.66666666666667	0.0748229031998671	0.159593360004341	1	1	0.951133176548044	0.951133176548044	1
7143;	GO:0022029	telencephalon cell migration	1	3	33.3333333333333	0.0192491787224047	0.10004150631785	1	1	0.951133176548044	0.951133176548044	0.649206020764536
7143;	GO:0022408	negative regulation of cell-cell adhesion	1	15	6.66666666666667	0.0748229031998671	0.159593360004341	1	1	0.951133176548044	0.951133176548044	1
63827;	GO:0022617	extracellular matrix disassembly	1	80	1.25	0.325871527618377	0.394251126856331	1	1	0.951133176548044	0.951133176548044	1
478;	GO:0030007	cellular potassium ion homeostasis	1	14	7.14285714285714	0.0703133638315967	0.155363061400354	1	1	0.951133176548044	0.951133176548044	1
387597;	GO:0030073	insulin secretion	1	31	3.2258064516129	0.144099148021041	0.223414225293127	1	1	0.951133176548044	0.951133176548044	1
6860;	GO:0030100	regulation of endocytosis	1	40	2.5	0.180783679781611	0.262634558422892	1	1	0.951133176548044	0.951133176548044	1
84530; 117; 4661; 1995; 10814; 387597;	GO:0030154	cell differentiation	6	617	0.972447325769854	0.0823164687335115	0.168009542462347	1	1	0.951133176548044	0.951133176548044	1
1607;	GO:0030168	platelet activation	1	111	0.900900900900901	0.420543767519137	0.480435449580685	1	1	0.951133176548044	0.951133176548044	1
5454;	GO:0030182	neuron differentiation	1	107	0.934579439252336	0.409110202546929	0.470285559937124	1	1	0.951133176548044	0.951133176548044	1
1463; 2670; 7143; 63827;	GO:0030198	extracellular matrix organization	4	197	2.03045685279188	0.0165960986398144	0.0942147753552539	1	1	0.951133176548044	0.951133176548044	0.611394226824989
1463; 63827;	GO:0030203	glycosaminoglycan metabolic process	2	29	6.89655172413793	0.00987009615082413	0.0758763641594605	1	1	0.813062258231236	0.951133176548044	0.492389551688059
1463; 63827;	GO:0030206	chondroitin sulfate biosynthetic process	2	25	8	0.00754453822179602	0.0758763641594605	1	1	0.73936474573601	0.951133176548044	0.492389551688059
1463; 63827;	GO:0030207	chondroitin sulfate catabolic process	2	14	14.2857142857143	0.00267027330709002	0.042840471752879	0.926584837560237	0.985330850316218	0.464627555433664	0.926584837560237	0.278007531254052
1463; 63827;	GO:0030208	dermatan sulfate biosynthetic process	2	12	16.6666666666667	0.00203778608079697	0.0341792301733673	0.709149556117344	0.75194306381408	0.403481643997799	0.709149556117344	0.221801558476612
11189;	GO:0030317	flagellated sperm motility	1	56	1.78571428571429	0.242197515010149	0.318045847112971	1	1	0.951133176548044	0.951133176548044	1
114798;	GO:0030534	adult behavior	1	26	3.84615384615385	0.123020933257398	0.209192278211889	1	1	0.951133176548044	0.951133176548044	1
