Genes	Process	name	num_of_Genes	gene_group	percentage%	P-value	Benjamini and Hochberg (FDR)	 Hommel singlewise process	Bonferroni single-step process	Hommel singlewise process	Hochberg step-up process	Benjamini and Yekutieli
6278;	GO:0000302	response to reactive oxygen species	1	12	8.33333333333333	0.0612289019715984	0.126193804741464	1	1	0.973827274141273	0.973827274141273	0.88186914767587
7015;	GO:0000723	telomere maintenance	1	39	2.56410256410256	0.176785747420046	0.237275351945668	1	1	0.973827274141273	0.973827274141273	1
10721;	GO:0000724	double-strand break repair via homologous recombination	1	78	1.28205128205128	0.319262950371965	0.366941160351899	1	1	0.973827274141273	0.973827274141273	1
83990; 9156;	GO:0000731	DNA synthesis involved in DNA repair	2	35	5.71428571428571	0.0138730609680048	0.0814694886843567	1	1	0.923458823586469	0.973827274141273	0.569326114660336
83990; 9156;	GO:0000732	strand displacement	2	26	7.69230769230769	0.00809938985783121	0.0814694886843567	1	1	0.81633488730192	0.973827274141273	0.569326114660336
7015;	GO:0001172	transcription, RNA-templated	1	2	50	0.014471553911037	0.0814694886843567	1	1	0.927889063145253	0.973827274141273	0.569326114660336
8092;	GO:0001502	cartilage condensation	1	20	5	0.0970478075547262	0.161216030036266	1	1	0.973827274141273	0.973827274141273	1
133522;	GO:0001503	ossification	1	74	1.35135135135135	0.305852787818102	0.354882624033217	1	1	0.973827274141273	0.973827274141273	1
57016; 131;	GO:0001523	retinoid metabolic process	2	61	3.27868852459016	0.0375154192885961	0.104432109789709	1	1	0.973827274141273	0.973827274141273	0.729793794861182
3273; 6278;	GO:0001525	angiogenesis	2	226	0.884955752212389	0.303144358781294	0.353765393740934	1	1	0.973827274141273	0.973827274141273	1
9928;	GO:0001558	regulation of cell growth	1	79	1.26582278481013	0.32257521705971	0.36935166096479	1	1	0.973827274141273	0.973827274141273	1
5313;	GO:0001666	response to hypoxia	1	157	0.636942675159236	0.537284585185346	0.572099873542365	1	1	0.973827274141273	0.973827274141273	1
57082;	GO:0001675	acrosome assembly	1	14	7.14285714285714	0.0703133638315967	0.134435613866701	1	1	0.973827274141273	0.973827274141273	0.939464662792245
9133;	GO:0001701	in utero embryonic development	1	171	0.584795321637427	0.567950535790469	0.598464342739351	1	1	0.973827274141273	0.973827274141273	1
8320;	GO:0001706	endoderm formation	1	12	8.33333333333333	0.0612289019715984	0.126193804741464	1	1	0.973827274141273	0.973827274141273	0.88186914767587
8320;	GO:0001707	mesoderm formation	1	30	3.33333333333333	0.139924021913819	0.203040108170888	1	1	0.973827274141273	0.973827274141273	1
8320;	GO:0001714	endodermal cell fate specification	1	5	20	0.028735746167264	0.100409963618946	1	1	0.973827274141273	0.973827274141273	0.701686181950184
90381;	GO:0001731	formation of translation preinitiation complex	1	8	12.5	0.0427955184494293	0.110722022201077	1	1	0.973827274141273	0.973827274141273	0.7737490405924
8092;	GO:0001755	neural crest cell migration	1	39	2.56410256410256	0.176785747420046	0.237275351945668	1	1	0.973827274141273	0.973827274141273	1
84072;	GO:0001824	blastocyst development	1	17	5.88235294117647	0.083777116024585	0.150255122545568	1	1	0.973827274141273	0.973827274141273	1
8320;	GO:0001829	trophectodermal cell differentiation	1	13	7.69230769230769	0.065782064732448	0.128602878962471	1	1	0.973827274141273	0.973827274141273	0.898704270717922
8092;	GO:0001843	neural tube closure	1	74	1.35135135135135	0.305852787818102	0.354882624033217	1	1	0.973827274141273	0.973827274141273	1
4153;	GO:0001867	complement activation, lectin pathway	1	10	10	0.0520565672824588	0.119435444934849	1	1	0.973827274141273	0.973827274141273	0.834640291912651
4143;	GO:0001887	selenium compound metabolic process	1	6	16.6666666666667	0.0334449061858489	0.101166681397991	1	1	0.973827274141273	0.973827274141273	0.706974286736349
383;	GO:0001889	liver development	1	73	1.36986301369863	0.302459586409567	0.353645054878878	1	1	0.973827274141273	0.973827274141273	1
3853;	GO:0001899	negative regulation of cytolysis by symbiont of host cells	1	1	100	0.00967088926059922	0.0814694886843567	1	1	0.855981326693101	0.973827274141273	0.569326114660336
6375;	GO:0001916	positive regulation of T cell mediated cytotoxicity	1	12	8.33333333333333	0.0612289019715984	0.126193804741464	1	1	0.973827274141273	0.973827274141273	0.88186914767587
3458;	GO:0001934	positive regulation of protein phosphorylation	1	138	0.72463768115942	0.492194125576565	0.532480477492085	1	1	0.973827274141273	0.973827274141273	1
383;	GO:0001938	positive regulation of endothelial cell proliferation	1	70	1.42857142857143	0.2921811452629	0.34628876475603	1	1	0.973827274141273	0.973827274141273	1
3853;	GO:0002009	morphogenesis of an epithelium	1	13	7.69230769230769	0.065782064732448	0.128602878962471	1	1	0.973827274141273	0.973827274141273	0.898704270717922
5553;	GO:0002215	defense response to nematode	1	3	33.3333333333333	0.0192491787224047	0.085558556955983	1	1	0.966872914267407	0.973827274141273	0.597901393445814
246778;	GO:0002230	positive regulation of defense response to virus by host	1	24	4.16666666666667	0.114446477946567	0.178419124593622	1	1	0.973827274141273	0.973827274141273	1
8320; 3458; 383; 57823;	GO:0002250	adaptive immune response	4	256	1.5625	0.037791876679661	0.104432109789709	1	1	0.973827274141273	0.973827274141273	0.729793794861182
8320;	GO:0002302	CD8-positive, alpha-beta T cell differentiation involved in immune response	1	1	100	0.00967088926059922	0.0814694886843567	1	1	0.855981326693101	0.973827274141273	0.569326114660336
9156;	GO:0002455	humoral immune response mediated by circulating immunoglobulin	1	4	25	0.0240038731582409	0.0900886103716697	1	1	0.971612487376561	0.973827274141273	0.629558370211054
6375; 6846;	GO:0002548	monocyte chemotaxis	2	43	4.65116279069767	0.0201125974456863	0.0886120235288207	1	1	0.967662843118933	0.973827274141273	0.619239667298178
3273;	GO:0002576	platelet degranulation	1	124	0.806451612903226	0.456211323948497	0.498878570073176	1	1	0.973827274141273	0.973827274141273	1
6375;	GO:0002690	positive regulation of leukocyte chemotaxis	1	23	4.34782608695652	0.110128179209321	0.175282547013788	1	1	0.973827274141273	0.973827274141273	1
6375;	GO:0002725	negative regulation of T cell cytokine production	1	4	25	0.0240038731582409	0.0900886103716697	1	1	0.971612487376561	0.973827274141273	0.629558370211054
6375;	GO:0002726	positive regulation of T cell cytokine production	1	9	11.1111111111111	0.0474371850266357	0.113550427150372	1	1	0.973827274141273	0.973827274141273	0.793514535951127
6375;	GO:0002826	negative regulation of T-helper 1 type immune response	1	4	25	0.0240038731582409	0.0900886103716697	1	1	0.971612487376561	0.973827274141273	0.629558370211054
3273;	GO:0002839	positive regulation of immune response to tumor cell	1	1	100	0.00967088926059922	0.0814694886843567	1	1	0.855981326693101	0.973827274141273	0.569326114660336
9212;	GO:0002903	negative regulation of B cell apoptotic process	1	8	12.5	0.0427955184494293	0.110722022201077	1	1	0.973827274141273	0.973827274141273	0.7737490405924
1361;	GO:0003331	positive regulation of extracellular matrix constituent secretion	1	3	33.3333333333333	0.0192491787224047	0.085558556955983	1	1	0.966872914267407	0.973827274141273	0.597901393445814
55117;	GO:0003333	amino acid transmembrane transport	1	37	2.7027027027027	0.168731846455733	0.231577793781232	1	1	0.973827274141273	0.973827274141273	1
131;	GO:0006068	ethanol catabolic process	1	12	8.33333333333333	0.0612289019715984	0.126193804741464	1	1	0.973827274141273	0.973827274141273	0.88186914767587
131;	GO:0006069	ethanol oxidation	1	12	8.33333333333333	0.0612289019715984	0.126193804741464	1	1	0.973827274141273	0.973827274141273	0.88186914767587
5313;	GO:0006096	glycolytic process	1	28	3.57142857142857	0.131513187863543	0.19502443468545	1	1	0.973827274141273	0.973827274141273	1
4998; 90381; 83990; 63967; 9156;	GO:0006260	DNA replication	5	136	3.67647058823529	0.00062127736695583	0.0314780532590954	0.370902588072631	0.377736639109145	0.246647114681465	0.370902588072631	0.219975331237264
10721;	GO:0006261	DNA-dependent DNA replication	1	23	4.34782608695652	0.110128179209321	0.175282547013788	1	1	0.973827274141273	0.973827274141273	1
4998;	GO:0006270	DNA replication initiation	1	36	2.77777777777778	0.164675692686062	0.22911400721539	1	1	0.973827274141273	0.973827274141273	1
7015;	GO:0006278	RNA-dependent DNA biosynthetic process	1	14	7.14285714285714	0.0703133638315967	0.134435613866701	1	1	0.973827274141273	0.973827274141273	0.939464662792245
10721; 90381; 63967; 9156;	GO:0006281	DNA repair	4	210	1.9047619047619	0.0203787137993572	0.0891385466907134	1	1	0.968083018039957	0.973827274141273	0.622919123139622
10721; 55247;	GO:0006284	base-excision repair	2	33	6.06060606060606	0.0124720097180376	0.0814694886843567	1	1	0.910456709416747	0.973827274141273	0.569326114660336
55247;	GO:0006289	nucleotide-excision repair	1	38	2.63157894736842	0.172768500433013	0.234996081125888	1	1	0.973827274141273	0.973827274141273	1
9156;	GO:0006298	mismatch repair	1	32	3.125	0.148254208227766	0.213093519154804	1	1	0.973827274141273	0.973827274141273	1
10721; 83990;	GO:0006302	double-strand break repair	2	60	3.33333333333333	0.0364372904216073	0.104432109789709	1	1	0.973827274141273	0.973827274141273	0.729793794861182
9156;	GO:0006310	DNA recombination	1	71	1.40845070422535	0.295623843972797	0.34900834395235	1	1	0.973827274141273	0.973827274141273	1
8320; 4100; 4101; 23532;	GO:0006351	transcription, DNA-templated	4	1738	0.230149597238205	0.973827274141273	0.973827274141273	1	1	0.973827274141273	0.973827274141273	1
133522; 26255;	GO:0006355	regulation of transcription, DNA-templated	2	947	0.211193241816262	0.947914621830791	0.949476260417003	1	1	0.973827274141273	0.973827274141273	1
79190; 204219; 83990;	GO:0006357	regulation of transcription by RNA polymerase II	3	1213	0.247320692497939	0.93906855206282	0.942506340356859	1	1	0.973827274141273	0.973827274141273	1
5077; 8092;	GO:0006366	transcription by RNA polymerase II	2	605	0.330578512396694	0.797251283778396	0.810583245045593	1	1	0.973827274141273	0.973827274141273	1
133522;	GO:0006390	mitochondrial transcription	1	11	9.09090909090909	0.0566537711269077	0.123904650522158	1	1	0.973827274141273	0.973827274141273	0.865872051111473
9212; 9088;	GO:0006468	protein phosphorylation	2	464	0.431034482758621	0.663625972380044	0.68619828436576	1	1	0.973827274141273	0.973827274141273	1
9787; 1852;	GO:0006470	protein dephosphorylation	2	143	1.3986013986014	0.156161540587706	0.222324167096033	1	1	0.973827274141273	0.973827274141273	1
9407; 4153; 9700; 339967; 1361; 84290; 9635;	GO:0006508	proteolysis	7	508	1.37795275590551	0.0126597488117232	0.0814694886843567	1	1	0.911829444744662	0.973827274141273	0.569326114660336
1369;	GO:0006518	peptide metabolic process	1	13	7.69230769230769	0.065782064732448	0.128602878962471	1	1	0.973827274141273	0.973827274141273	0.898704270717922
383;	GO:0006527	arginine catabolic process	1	7	14.2857142857143	0.0381314611403215	0.104432109789709	1	1	0.973827274141273	0.973827274141273	0.729793794861182
4143;	GO:0006556	S-adenosylmethionine biosynthetic process	1	3	33.3333333333333	0.0192491787224047	0.085558556955983	1	1	0.966872914267407	0.973827274141273	0.597901393445814
204219;	GO:0006629	lipid metabolic process	1	142	0.704225352112676	0.50203479477188	0.539288260108309	1	1	0.973827274141273	0.973827274141273	1
441282;	GO:0006703	estrogen biosynthetic process	1	13	7.69230769230769	0.065782064732448	0.128602878962471	1	1	0.973827274141273	0.973827274141273	0.898704270717922
4143;	GO:0006730	one-carbon metabolic process	1	29	3.44827586206897	0.135728733985959	0.199331087592906	1	1	0.973827274141273	0.973827274141273	1
55117;	GO:0006814	sodium ion transport	1	85	1.17647058823529	0.342116389181948	0.385197712264119	1	1	0.973827274141273	0.973827274141273	1
55117;	GO:0006836	neurotransmitter transport	1	20	5	0.0970478075547262	0.161216030036266	1	1	0.973827274141273	0.973827274141273	1
1244;	GO:0006855	drug transmembrane transport	1	24	4.16666666666667	0.114446477946567	0.178419124593622	1	1	0.973827274141273	0.973827274141273	1
55117;	GO:0006865	amino acid transport	1	35	2.85714285714286	0.160599945882917	0.22550754525823	1	1	0.973827274141273	0.973827274141273	1
51458;	GO:0006873	cellular ion homeostasis	1	5	20	0.028735746167264	0.100409963618946	1	1	0.973827274141273	0.973827274141273	0.701686181950184
51458;	GO:0006885	regulation of pH	1	12	8.33333333333333	0.0612289019715984	0.126193804741464	1	1	0.973827274141273	0.973827274141273	0.88186914767587
3458; 5077; 23532; 9700;	GO:0006915	apoptotic process	4	540	0.740740740740741	0.270735443410725	0.325310572319606	1	1	0.973827274141273	0.973827274141273	1
3273;	GO:0006935	chemotaxis	1	121	0.826446280991736	0.448178332744927	0.490977344700749	1	1	0.973827274141273	0.973827274141273	1
4153;	GO:0006953	acute-phase response	1	37	2.7027027027027	0.168731846455733	0.231577793781232	1	1	0.973827274141273	0.973827274141273	1
246778; 115362; 56300; 6846; 6375;	GO:0006954	inflammatory response	5	391	1.27877237851662	0.0435934087692995	0.112308442931077	1	1	0.973827274141273	0.973827274141273	0.784835286069242
4153;	GO:0006956	complement activation	1	91	1.0989010989011	0.361099347045361	0.401368195618975	1	1	0.973827274141273	0.973827274141273	1
4153;	GO:0006958	complement activation, classical pathway	1	149	0.671140939597315	0.518803754287436	0.556318664209455	1	1	0.973827274141273	0.973827274141273	1
3458;	GO:0006959	humoral immune response	1	57	1.75438596491228	0.245880816677305	0.303852716544312	1	1	0.973827274141273	0.973827274141273	1
3805;	GO:0006968	cellular defense response	1	57	1.75438596491228	0.245880816677305	0.303852716544312	1	1	0.973827274141273	0.973827274141273	1
10721;	GO:0006974	cellular response to DNA damage stimulus	1	217	0.460829493087558	0.655222246150609	0.679821033548754	1	1	0.973827274141273	0.973827274141273	1
4153; 1244;	GO:0006979	response to oxidative stress	2	100	2	0.0877564679442588	0.153693332101169	1	1	0.973827274141273	0.973827274141273	1
7015;	GO:0007004	telomere maintenance via telomerase	1	20	5	0.0970478075547262	0.161216030036266	1	1	0.973827274141273	0.973827274141273	1
7015;	GO:0007005	mitochondrion organization	1	91	1.0989010989011	0.361099347045361	0.401368195618975	1	1	0.973827274141273	0.973827274141273	1
3853;	GO:0007010	cytoskeleton organization	1	160	0.625	0.544032223817345	0.578272014127527	1	1	0.973827274141273	0.973827274141273	1
133522;	GO:0007015	actin filament organization	1	105	0.952380952380952	0.403309949714651	0.445031668650649	1	1	0.973827274141273	0.973827274141273	1
9928; 146909;	GO:0007018	microtubule-based movement	2	126	1.58730158730159	0.127961365284365	0.192100024920726	1	1	0.973827274141273	0.973827274141273	1
9928; 146909;	GO:0007019	microtubule depolymerization	2	14	14.2857142857143	0.00267027330709002	0.0676469237796139	1	1	0.518033021575464	0.973827274141273	0.472731091186614
1828;	GO:0007043	cell-cell junction assembly	1	36	2.77777777777778	0.164675692686062	0.22911400721539	1	1	0.973827274141273	0.973827274141273	1
339967;	GO:0007049	cell cycle	1	265	0.377358490566038	0.727699719163074	0.749900727544321	1	1	0.973827274141273	0.973827274141273	1
3458;	GO:0007050	cell cycle arrest	1	140	0.714285714285714	0.497138290816477	0.536874033421701	1	1	0.973827274141273	0.973827274141273	1
9212;	GO:0007051	spindle organization	1	21	4.76190476190476	0.101428943859667	0.164889833868122	1	1	0.973827274141273	0.973827274141273	1
284403; 9212;	GO:0007052	mitotic spindle organization	2	40	5	0.0176565834777859	0.085558556955983	1	1	0.955818834276715	0.973827274141273	0.597901393445814
151648; 220134;	GO:0007059	chromosome segregation	2	67	2.98507462686567	0.044234861726416	0.113480151601945	1	1	0.973827274141273	0.973827274141273	0.79302343547182
151648; 147841; 27127; 57082; 2491; 220134; 9212;	GO:0007062	sister chromatid cohesion	7	107	6.54205607476635	1.3689568240105e-06	0.000166465149799677	0.000826849921702344	0.000832325748998386	0.000826849921702344	0.000826849921702344	0.00116329387224936
9133;	GO:0007077	mitotic nuclear envelope disassembly	1	44	2.27272727272727	0.196584095084235	0.254304531513223	1	1	0.973827274141273	0.973827274141273	1
9787;	GO:0007079	mitotic chromosome movement towards spindle pole	1	3	33.3333333333333	0.0192491787224047	0.085558556955983	1	1	0.966872914267407	0.973827274141273	0.597901393445814
9928;	GO:0007080	mitotic metaphase plate congression	1	39	2.56410256410256	0.176785747420046	0.237275351945668	1	1	0.973827274141273	0.973827274141273	1
286151; 9088;	GO:0007088	regulation of mitotic nuclear division	2	22	9.09090909090909	0.00598870339999635	0.0814694886843567	1	1	0.724633111399559	0.973827274141273	0.569326114660336
63967;	GO:0007095	mitotic G2 DNA damage checkpoint	1	20	5	0.0970478075547262	0.161216030036266	1	1	0.973827274141273	0.973827274141273	1
284403;	GO:0007099	centriole replication	1	16	6.25	0.0793107862791833	0.143943158381324	1	1	0.973827274141273	0.973827274141273	1
84072;	GO:0007130	synaptonemal complex assembly	1	20	5	0.0970478075547262	0.161216030036266	1	1	0.973827274141273	0.973827274141273	1
10024; 4063; 57823; 55423; 9635;	GO:0007155	cell adhesion	5	464	1.07758620689655	0.0778938849454052	0.143943158381324	1	1	0.973827274141273	0.973827274141273	1
1830; 1828;	GO:0007156	homophilic cell adhesion via plasma membrane adhesion molecules	2	157	1.27388535031847	0.180184816999528	0.240774436781787	1	1	0.973827274141273	0.973827274141273	1
3273;	GO:0007162	negative regulation of cell adhesion	1	43	2.32558139534884	0.192662506247941	0.249762907886456	1	1	0.973827274141273	0.973827274141273	1
6375; 3805; 6846;	GO:0007165	signal transduction	3	1201	0.249791840133222	0.936319415911192	0.942506340356859	1	1	0.973827274141273	0.973827274141273	1
3458; 3595;	GO:0007166	cell surface receptor signaling pathway	2	255	0.784313725490196	0.354576926156865	0.397021677906766	1	1	0.973827274141273	0.973827274141273	1
6375; 84636; 6846;	GO:0007186	G-protein coupled receptor signaling pathway	3	1130	0.265486725663717	0.917617663612935	0.925226433626309	1	1	0.973827274141273	0.973827274141273	1
9787;	GO:0007221	positive regulation of transcription of Notch receptor target	1	18	5.55555555555556	0.0882219949067566	0.153693332101169	1	1	0.973827274141273	0.973827274141273	1
5148;	GO:0007223	Wnt signaling pathway, calcium modulating pathway	1	37	2.7027027027027	0.168731846455733	0.231577793781232	1	1	0.973827274141273	0.973827274141273	1
497189;	GO:0007249	I-kappaB kinase/NF-kappaB signaling	1	62	1.61290322580645	0.264033139729474	0.320423451009022	1	1	0.973827274141273	0.973827274141273	1
1852;	GO:0007254	JNK cascade	1	48	2.08333333333333	0.212082753283378	0.269198985378484	1	1	0.973827274141273	0.973827274141273	1
6375; 56300; 55423;	GO:0007267	cell-cell signaling	3	316	0.949367088607595	0.201637642604881	0.258640689248455	1	1	0.973827274141273	0.973827274141273	1
8092;	GO:0007275	multicellular organism development	1	568	0.176056338028169	0.939405990553053	0.942506340356859	1	1	0.973827274141273	0.973827274141273	1
84072;	GO:0007283	spermatogenesis	1	387	0.258397932816538	0.850907472525854	0.862252905492866	1	1	0.973827274141273	0.973827274141273	1
83990;	GO:0007284	spermatogonial cell division	1	2	50	0.014471553911037	0.0814694886843567	1	1	0.927889063145253	0.973827274141273	0.569326114660336
83990;	GO:0007286	spermatid development	1	78	1.28205128205128	0.319262950371965	0.366941160351899	1	1	0.973827274141273	0.973827274141273	1
497189;	GO:0007356	thorax and anterior abdomen determination	1	5	20	0.028735746167264	0.100409963618946	1	1	0.973827274141273	0.973827274141273	0.701686181950184
5077;	GO:0007399	nervous system development	1	327	0.305810397553517	0.799412115940525	0.811423316346977	1	1	0.973827274141273	0.973827274141273	1
8320;	GO:0007420	brain development	1	201	0.497512437810945	0.62705115012789	0.653940135982431	1	1	0.973827274141273	0.973827274141273	1
5077;	GO:0007517	muscle organ development	1	90	1.11111111111111	0.35797360999581	0.400088152348258	1	1	0.973827274141273	0.973827274141273	1
2491;	GO:0007548	sex differentiation	1	20	5	0.0970478075547262	0.161216030036266	1	1	0.973827274141273	0.973827274141273	1
1244;	GO:0007565	female pregnancy	1	87	1.14942528735632	0.348505276646809	0.39094318856321	1	1	0.973827274141273	0.973827274141273	1
3861; 383; 9212;	GO:0007568	aging	3	154	1.94805194805195	0.0409316555530395	0.110722022201077	1	1	0.973827274141273	0.973827274141273	0.7737490405924
9407;	GO:0007585	respiratory gaseous exchange	1	32	3.125	0.148254208227766	0.213093519154804	1	1	0.973827274141273	0.973827274141273	1
1361;	GO:0007596	blood coagulation	1	171	0.584795321637427	0.567950535790469	0.598464342739351	1	1	0.973827274141273	0.973827274141273	1
5148;	GO:0007601	visual perception	1	197	0.50761421319797	0.619659479186554	0.647341861418256	1	1	0.973827274141273	0.973827274141273	1
5077;	GO:0007605	sensory perception of sound	1	136	0.735294117647059	0.487201839861477	0.528019106302634	1	1	0.973827274141273	0.973827274141273	1
6846;	GO:0008015	blood circulation	1	43	2.32558139534884	0.192662506247941	0.249762907886456	1	1	0.973827274141273	0.973827274141273	1
4105; 7499; 374897;	GO:0008150	biological_process	3	611	0.490998363338789	0.575294799907466	0.605154391598165	1	1	0.973827274141273	0.973827274141273	1
4153;	GO:0008228	opsonization	1	9	11.1111111111111	0.0474371850266357	0.113550427150372	1	1	0.973827274141273	0.973827274141273	0.793514535951127
9787; 9212;	GO:0008283	cell proliferation	2	365	0.547945205479452	0.533508990571688	0.5690762566098	1	1	0.973827274141273	0.973827274141273	1
3458; 3853; 6317; 23532; 9928; 3595; 55423;	GO:0008284	positive regulation of cell proliferation	7	477	1.46750524109015	0.00922252357887143	0.0814694886843567	1	1	0.84796652026339	0.973827274141273	0.569326114660336
3273; 83990; 55423;	GO:0008285	negative regulation of cell proliferation	3	391	0.767263427109974	0.298593852011006	0.351008452750882	1	1	0.973827274141273	0.973827274141273	1
284403;	GO:0008380	RNA splicing	1	169	0.591715976331361	0.563696117051917	0.596047372465331	1	1	0.973827274141273	0.973827274141273	1
3861; 6699; 6704; 6703; 6278; 6698; 6700; 6706;	GO:0008544	epidermis development	8	82	9.75609756097561	1.28115653641458e-08	2.59647724713356e-06	7.76380861067238e-06	7.78943174140068e-06	7.76380861067238e-06	7.76380861067238e-06	1.81447352473486e-05
151648; 57082; 9212;	GO:0008608	attachment of spindle microtubules to kinetochore	3	9	33.3333333333333	2.35498407508139e-05	0.00238638386274914	0.0142005539727408	0.0143183031764949	0.01417700413199	0.0142005539727408	0.016676557992538
4143;	GO:0009087	methionine catabolic process	1	1	100	0.00967088926059922	0.0814694886843567	1	1	0.855981326693101	0.973827274141273	0.569326114660336
5313; 1244; 1361;	GO:0009408	response to heat	3	43	6.97674418604651	0.00144190270873923	0.0502385331299337	0.853606403573623	0.876676846913451	0.392513911982745	0.853606403573623	0.351077554738498
5275;	GO:0009411	response to UV	1	41	2.4390243902439	0.184762389447543	0.243677945301749	1	1	0.973827274141273	0.973827274141273	1
3458; 6375;	GO:0009615	response to virus	2	106	1.88679245283019	0.0966537879125191	0.161216030036266	1	1	0.973827274141273	0.973827274141273	1
131; 246778;	GO:0009617	response to bacterium	2	26	7.69230769230769	0.00809938985783121	0.0814694886843567	1	1	0.81633488730192	0.973827274141273	0.569326114660336
383;	GO:0009635	response to herbicide	1	6	16.6666666666667	0.0334449061858489	0.101166681397991	1	1	0.973827274141273	0.973827274141273	0.706974286736349
83990;	GO:0009636	response to toxic substance	1	74	1.35135135135135	0.305852787818102	0.354882624033217	1	1	0.973827274141273	0.973827274141273	1
5313;	GO:0009749	response to glucose	1	72	1.38888888888889	0.299049964679206	0.351008452750882	1	1	0.973827274141273	0.973827274141273	1
9212;	GO:0009838	abscission	1	6	16.6666666666667	0.0334449061858489	0.101166681397991	1	1	0.973827274141273	0.973827274141273	0.706974286736349
5077;	GO:0009887	animal organ morphogenesis	1	91	1.0989010989011	0.361099347045361	0.401368195618975	1	1	0.973827274141273	0.973827274141273	1
8092;	GO:0009952	anterior/posterior pattern specification	1	80	1.25	0.325871527618377	0.369645314910398	1	1	0.973827274141273	0.973827274141273	1
200315;	GO:0009972	cytidine deamination	1	10	10	0.0520565672824588	0.119435444934849	1	1	0.973827274141273	0.973827274141273	0.834640291912651
8320;	GO:0010002	cardioblast differentiation	1	2	50	0.014471553911037	0.0814694886843567	1	1	0.927889063145253	0.973827274141273	0.569326114660336
383;	GO:0010042	response to manganese ion	1	7	14.2857142857143	0.0381314611403215	0.104432109789709	1	1	0.973827274141273	0.973827274141273	0.729793794861182
383;	GO:0010043	response to zinc ion	1	34	2.94117647058824	0.156504512363655	0.222324167096033	1	1	0.973827274141273	0.973827274141273	1
90381;	GO:0010212	response to ionizing radiation	1	49	2.04081632653061	0.215910939303833	0.272918609348713	1	1	0.973827274141273	0.973827274141273	1
5313;	GO:0010226	response to lithium ion	1	10	10	0.0520565672824588	0.119435444934849	1	1	0.973827274141273	0.973827274141273	0.834640291912651
383;	GO:0010269	response to selenium ion	1	7	14.2857142857143	0.0381314611403215	0.104432109789709	1	1	0.973827274141273	0.973827274141273	0.729793794861182
9928;	GO:0010389	regulation of G2/M transition of mitotic cell cycle	1	82	1.21951219512195	0.332416584360569	0.376367380430588	1	1	0.973827274141273	0.973827274141273	1
131;	GO:0010430	fatty acid omega-oxidation	1	2	50	0.014471553911037	0.0814694886843567	1	1	0.927889063145253	0.973827274141273	0.569326114660336
151648;	GO:0010457	centriole-centriole cohesion	1	10	10	0.0520565672824588	0.119435444934849	1	1	0.973827274141273	0.973827274141273	0.834640291912651
